entry_time,exit_time,side,entry_price,exit_price,position_size,leveraged_pnl_pct,balance_change_pct,fees,hold_candles,exit_reason,exit_prob
2025-10-06 00:10:00,2025-10-06 00:15:00,SHORT,123479.9,124301.8,9269.6845703125,-2.662457614559159,-2.8388016139711922,37.078739166259766,1,ML Exit,0.8716230392456055
2025-10-06 00:20:00,2025-10-06 00:25:00,SHORT,123890.7,123625.0,5440.569623344104,0.8578529300423586,0.2563760826879362,21.762278493376417,1,ML Exit,0.8991652727127075
2025-10-06 00:30:00,2025-10-06 00:40:00,SHORT,123743.7,123653.4,6832.193124738098,0.29189364791905503,-0.07582396340705516,27.328772498952393,2,ML Exit,0.8602474927902222
2025-10-06 00:45:00,2025-10-06 01:20:00,SHORT,123511.1,123843.0,6544.793450087025,-1.0748831481542767,-0.9916949862944894,26.1791738003481,7,ML Exit,0.8278030157089233
2025-10-06 01:25:00,2025-10-06 01:30:00,SHORT,123804.6,123976.5,2171.2286273800805,-0.5553913182547148,-0.21524832493462656,8.684914509520322,1,ML Exit,0.8091241717338562
2025-10-06 01:35:00,2025-10-06 01:40:00,SHORT,123943.7,123820.6,3714.305459358478,0.39727715083539145,-0.001051695348341657,14.857221837433912,1,ML Exit,0.8844920992851257
2025-10-06 01:45:00,2025-10-06 01:50:00,SHORT,123927.7,123975.4,3426.7409103938085,-0.15396073678442218,-0.1974029205828016,13.706963641575234,1,ML Exit,0.8667670488357544
2025-10-06 01:55:00,2025-10-06 02:00:00,SHORT,123986.3,123820.8,3715.2146473291173,0.5339299583905641,0.05184574525067618,14.86085858931647,1,ML Exit,0.8822498321533203
2025-10-06 02:15:00,2025-10-06 02:20:00,SHORT,123804.3,123895.3,2153.3319895039085,-0.2940124050618597,-0.15563404247025864,8.613327958015635,1,ML Exit,0.89578777551651
2025-10-06 02:25:00,2025-10-06 02:45:00,SHORT,123820.6,124025.5,2794.4698698893158,-0.6619253985200981,-0.30952536801161523,11.177879479557264,4,ML Exit,0.848557710647583
2025-10-06 03:35:00,2025-10-06 04:25:00,SHORT,123922.0,123925.3,3132.9177442748164,-0.010651861654921355,-0.134608329264778,12.531670977099266,10,ML Exit,0.8527769446372986
2025-10-06 04:30:00,2025-10-06 06:00:00,SHORT,123737.0,123707.5,6524.565609449988,0.09536355334297744,-0.2082416515313655,26.098262437799953,18,ML Exit,0.7860941290855408
2025-10-06 06:05:00,2025-10-06 06:10:00,SHORT,123708.2,123782.1,5920.367453466694,-0.2389493986655977,-0.3971500201692479,23.681469813866777,1,ML Exit,0.7746319770812988
2025-10-06 06:15:00,2025-10-06 06:20:00,SHORT,123682.2,123670.6,6403.849382171112,0.03751550344347455,-0.2446798698513213,25.615397528684447,1,ML Exit,0.7920569181442261
2025-10-06 06:25:00,2025-10-06 06:45:00,SHORT,123827.8,123988.0,5176.360363239338,-0.5174928408644814,-0.5018325370162974,20.705441452957352,4,ML Exit,0.8025467395782471
2025-10-06 06:50:00,2025-10-06 06:55:00,SHORT,123840.0,123900.0,4841.5344913240415,-0.1937984496124031,-0.30530831767607103,19.366137965296165,1,ML Exit,0.772549033164978
2025-10-06 07:00:00,2025-10-06 07:05:00,SHORT,123832.4,123870.3,6184.252250093405,-0.12242353374402412,-0.3441552827694217,24.737009000373618,1,ML Exit,0.7900422215461731
2025-10-06 07:10:00,2025-10-06 07:15:00,SHORT,123947.9,123843.7,5985.767210399822,0.336270320029616,-0.04077587581127688,23.94306884159929,1,ML Exit,0.7696335911750793
2025-10-06 07:20:00,2025-10-06 08:25:00,SHORT,123848.8,123714.6,8224.211603450736,0.4334317328871885,0.02940167177239413,32.89684641380295,13,ML Exit,0.7698451280593872
2025-10-06 08:30:00,2025-10-06 08:35:00,SHORT,123805.1,123744.0,7577.284816330371,0.19740705350589213,-0.1641077618657441,30.309139265321484,1,ML Exit,0.7719555497169495
2025-10-06 08:40:00,2025-10-06 08:50:00,SHORT,123628.2,123754.2,7916.273297968121,-0.4076739772964421,-0.6846385602193792,31.665093191872486,2,ML Exit,0.7992855906486511
2025-10-06 08:55:00,2025-10-06 09:05:00,SHORT,123800.6,123935.3,7803.6362723840075,-0.43521598441363635,-0.702722525245802,31.21454508953603,2,ML Exit,0.7836549878120422
2025-10-06 09:10:00,2025-10-06 09:25:00,SHORT,123900.0,123853.3,8088.68303240958,0.15076674737690748,-0.21889433395103314,32.35473212963832,3,ML Exit,0.7514317035675049
2025-10-06 09:30:00,2025-10-06 09:35:00,SHORT,123814.1,123795.9,7978.255792133347,0.058797826741903036,-0.2962253016558321,31.91302316853339,1,ML Exit,0.811408281326294
2025-10-06 09:40:00,2025-10-06 09:50:00,SHORT,123748.7,123867.0,7480.237534659243,-0.3823878553875812,-0.6387461485267167,29.92095013863697,2,ML Exit,0.9162247776985168
2025-10-06 09:55:00,2025-10-06 10:00:00,SHORT,123912.7,123957.0,7419.943598626608,-0.143003905168729,-0.4425652380653133,29.67977439450643,1,ML Exit,0.8954314589500427
2025-10-06 10:05:00,2025-10-06 10:10:00,SHORT,123902.5,123909.9,7902.160244652625,-0.02388975202274104,-0.36957177280240355,31.6086409786105,1,ML Exit,0.8448269963264465
2025-10-06 10:15:00,2025-10-06 10:20:00,SHORT,123899.8,124030.0,7962.771928852413,-0.4203396615652231,-0.7233792263042785,31.851087715409655,1,ML Exit,0.8733765482902527
2025-10-06 10:25:00,2025-10-06 10:30:00,SHORT,124036.2,124036.0,7666.536572827066,0.0006449729998084095,-0.3415225843214249,30.666146291308266,1,ML Exit,0.8621777296066284
2025-10-06 10:35:00,2025-10-06 10:40:00,SHORT,124008.2,124021.3,7823.628851514314,-0.04225527021602062,-0.38728267517383047,31.294515406057258,1,ML Exit,0.8375399112701416
2025-10-06 10:45:00,2025-10-06 10:50:00,SHORT,124014.1,124081.9,7842.950121339059,-0.21868481084002014,-0.5452314924284819,31.371800485356236,1,ML Exit,0.9036215543746948
2025-10-06 10:55:00,2025-10-06 11:30:00,SHORT,123915.7,124118.5,7134.05880917181,-0.6546385970462272,-0.8500544813856634,28.53623523668724,7,ML Exit,0.8315033316612244
2025-10-06 11:35:00,2025-10-06 11:40:00,SHORT,124221.8,124243.0,5195.751806007073,-0.06826499052500314,-0.2772388070672433,20.783007224028292,1,ML Exit,0.8334450721740723
2025-10-06 11:45:00,2025-10-06 11:50:00,SHORT,124188.9,124155.9,6178.668135292446,0.10628969255706429,-0.20736416011309863,24.714672541169787,1,ML Exit,0.8659351468086243
2025-10-06 11:55:00,2025-10-06 12:00:00,SHORT,124176.1,124338.3,5871.262779183475,-0.5224837951908526,-0.6201709373373497,23.4850511167339,1,ML Exit,0.7646356821060181
2025-10-06 12:05:00,2025-10-06 13:35:00,SHORT,124446.9,124754.8,6854.892982747575,-0.9896590433349766,-1.0975690136613208,27.4195719309903,18,ML Exit,0.8339666128158569
2025-10-06 15:05:00,2025-10-06 15:15:00,SHORT,124596.1,124995.8,2415.2347468858134,-1.2831862313507312,-0.4735953744421704,9.660938987543254,2,ML Exit,0.8435603380203247
2025-10-06 15:20:00,2025-10-06 15:25:00,SHORT,125200.3,125119.9,4879.553055584089,0.25686839408534556,-0.08175102508021656,19.518212222336356,1,ML Exit,0.7790846824645996
2025-10-06 15:30:00,2025-10-06 15:35:00,SHORT,125026.0,125088.0,1926.159057591587,-0.19835874138179257,-0.13501642087303647,7.704636230366348,1,ML Exit,0.8697357177734375
2025-10-06 15:40:00,2025-10-06 15:45:00,SHORT,125026.8,125062.1,3541.6470324577535,-0.11293578656736927,-0.2131021568802348,14.166588129831014,1,ML Exit,0.8729910850524902
2025-10-06 16:00:00,2025-10-06 16:15:00,SHORT,124904.7,124936.6,2633.4919091809306,-0.10215788517168284,-0.15545987796802715,10.533967636723723,3,ML Exit,0.8477105498313904
