threshold,long_coverage_pct,short_coverage_pct
0.15,0.0,17.96652200867948
0.2,0.0,3.273403595784253
0.25,0.0,2.0334779913205208
0.3,0.0,0.0
0.35,0.0,0.0
0.4,0.0,0.0
0.5,0.0,0.0
0.6,0.0,0.0
0.7,0.0,0.0
0.75,0.0,0.0
