window,total_trades,long_trades,short_trades,avg_leveraged_return,total_return_pct,win_rate,final_capital,avg_position_size
0,41,5,36,0.5109085932196734,0.3777072308532843,36.58536585365854,10037.770723085328,55.566715
1,8,5,3,2.02307538862077,5.498335052923758,100.0,10549.833505292376,42.71767
2,18,15,3,0.9941573765627022,4.820168804483382,61.111111111111114,10482.016880448338,53.146328
3,20,17,3,1.4599372465653582,8.593794401882478,65.0,10859.379440188248,51.425636
4,35,32,3,1.5594353775224419,17.95331330930101,54.285714285714285,11795.331330930101,51.953465
5,33,31,2,1.568170676921912,16.910463699857882,51.515151515151516,11691.046369985788,52.214478
6,31,29,2,1.5740255483154715,16.04366999082831,48.38709677419355,11604.366999082831,53.349716
7,35,30,5,1.2640706467743064,13.38325700836851,45.714285714285715,11338.325700836851,49.28132
8,52,29,23,1.0363922915582358,15.580710312186275,44.230769230769226,11558.071031218627,49.02471
9,42,19,23,0.9637369304310208,11.22158715922691,52.38095238095239,11122.158715922691,47.400112
10,57,29,28,0.8377580987330072,12.241422872176118,50.877192982456144,11224.142287217612,47.0619
11,114,79,35,0.5190883896541406,6.059575049951182,29.82456140350877,10605.957504995118,48.81076
12,103,70,33,0.5558981183090009,7.835096541954463,31.06796116504854,10783.509654195446,48.848038
13,83,68,15,0.4497223038950666,2.0091346835022703,27.710843373493976,10200.913468350227,49.166332
14,94,72,22,0.423307814597086,1.2922000493716042,27.659574468085108,10129.22000493716,48.700012
15,82,62,20,0.457876292592515,1.5877818438915348,28.04878048780488,10158.778184389153,48.721966
16,41,15,26,0.7329529500342203,4.822611401478516,51.21951219512195,10482.261140147852,47.54508
17,68,34,34,0.5462695069453983,3.4073995891988127,44.11764705882353,10340.739958919881,45.60319
18,80,43,37,0.6595870935415868,9.04342655929624,48.75,10904.342655929624,45.52617
19,72,43,29,0.6782220645531267,8.40613829541493,45.83333333333333,10840.613829541493,44.67815
20,64,38,26,0.4946876656479941,2.511574898717681,39.0625,10251.157489871768,45.12017
21,52,36,16,0.6028521059192382,5.5591032157745035,46.15384615384615,10555.91032157745,43.775974
22,44,29,15,0.6942773527397434,6.726919513220237,52.27272727272727,10672.691951322024,46.73042
23,36,22,14,0.5766395082988639,2.9263802435001707,47.22222222222222,10292.638024350017,46.946014
24,33,17,16,0.932581914822312,8.161472625621045,60.60606060606061,10816.147262562105,48.73572
25,38,18,20,1.3068751400912058,15.650542427097225,65.78947368421053,11565.054242709723,47.55235
26,39,21,18,1.5486387022107175,21.74652638229387,66.66666666666666,12174.652638229387,45.97426
27,21,10,11,2.726797926601976,23.537615247219946,90.47619047619048,12353.761524721995,42.5756
28,22,13,9,2.2352975382980715,19.36125841318726,86.36363636363636,11936.125841318726,45.386333
29,19,11,8,2.498412095180366,19.127281037160518,89.47368421052632,11912.728103716052,46.16617
30,15,10,5,1.9448405285467416,10.642465236463778,86.66666666666667,11064.246523646378,45.92901
31,9,8,1,1.8046208153202945,5.529935662496027,88.88888888888889,10552.993566249603,48.147003
32,8,7,1,1.5673742910353812,4.197627872474495,75.0,10419.76278724745,51.83133
33,4,3,1,2.465816512549543,3.6452008044171813,100.0,10364.520080441718,43.95363
34,5,5,0,1.4893485884312159,2.435252225803215,100.0,10243.525222580321,42.950638
35,6,5,1,2.117600470644959,4.538873633999592,100.0,10453.88736339996,43.881706
36,16,4,12,0.9392579948927402,3.7679435941706467,62.5,10376.794359417065,43.612778
37,19,5,14,1.115648203655389,6.2521222430029955,68.42105263157895,10625.2122243003,44.254875
38,25,5,20,1.1657018756385458,8.31978323261068,64.0,10831.978323261068,44.58523
39,34,4,30,1.1334144688720946,11.780847876871885,50.0,11178.084787687189,46.37375
40,32,2,30,1.0376295427789122,9.729795431790535,46.875,10972.979543179054,46.758877
41,20,2,18,1.3519273351235417,8.939953796214159,45.0,10893.995379621416,48.39123
42,23,6,17,1.2878850655837715,9.31442302545205,52.17391304347826,10931.442302545205,47.353725
43,29,7,22,0.5105673292864817,0.6991833366734681,41.37931034482759,10069.918333667347,44.946827
44,20,7,13,0.6905762616479484,2.266312334542999,60.0,10226.6312334543,42.486874
45,21,9,12,0.8568673048470057,3.480378769119125,61.904761904761905,10348.037876911912,41.680275
46,30,17,13,1.068112860065592,8.589796649879409,66.66666666666666,10858.97966498794,41.266712
47,26,11,15,0.9523698322810904,6.316798076170108,57.692307692307686,10631.67980761701,42.230885
48,13,10,3,1.8739536748289491,8.837151533393026,84.61538461538461,10883.715153339303,40.252094
49,16,11,5,2.6475453154963366,16.436108954450248,87.5,11643.610895445025,40.397095
50,23,14,9,2.243398914360312,21.538674556496808,82.6086956521739,12153.86745564968,44.467793
51,87,78,9,0.5525973674094773,4.114969233517513,27.586206896551722,10411.496923351751,53.68218
52,95,88,7,0.4958770780572347,2.2993132238212457,28.421052631578945,10229.931322382125,53.131073
53,102,89,13,0.6182919219362532,9.459836525052468,31.372549019607842,10945.983652505247,53.01569
54,103,89,14,0.7242990598690896,18.142660907710123,32.038834951456316,11814.266090771012,53.74859
55,96,84,12,0.6250670295366751,10.055288524714086,29.166666666666668,11005.528852471409,53.698956
56,28,13,15,2.422037111307298,35.36417038802554,71.42857142857143,13536.417038802554,50.37077
57,21,5,16,3.238495738169621,36.05557204554358,76.19047619047619,13605.557204554358,51.142548
58,21,10,11,3.216989794080913,34.38470957776486,80.95238095238095,13438.470957776486,48.13231
59,42,11,31,1.3901001636829142,22.318014450183455,38.095238095238095,12231.801445018345,51.15598
60,58,27,31,1.3643176763885938,31.96918076514028,36.206896551724135,13196.918076514028,49.521053
