start_idx,end_idx,regime,xgb_return,bh_return,difference,num_trades,win_rate,sharpe,max_dd
0,1440,Sideways,-1.3505806158034466,1.877632284180478,-3.228212899983925,22,31.818181818181817,1.4671231213452196,3.2370726271624926
1440,2880,Sideways,-3.761194119317115,-1.9199398516340356,-1.8412542676830794,17,41.17647058823529,-2.131294951723054,5.692166312752081
2880,4320,Sideways,-0.09292670227308918,-0.8201022009771113,0.7271754987040221,25,48.0,2.0419680072715107,3.960412862622035
4320,5760,Bear,-4.584607204904369,-4.476676862179103,-0.10793034272526647,22,36.36363636363637,-2.084180959852058,5.865107204983576
5760,7200,Bear,-4.841314906440784,-2.6072446699346106,-2.2340702365061738,19,36.84210526315789,-3.6114607325166332,6.4325702354095124
7200,8640,Sideways,0.4014978656085987,0.7528214993384328,-0.3513236337298341,21,57.14285714285714,3.054795343394683,2.6143203503998342
8640,10080,Bull,-0.6399331039957542,3.8234243843739066,-4.4633574883696605,14,57.14285714285714,2.4803209952294987,2.35129862130254
10080,11520,Sideways,-0.8312490260639424,2.123385539553733,-2.9546345656176753,11,36.36363636363637,1.2207204355433616,1.8860186063419966
11520,12960,Sideways,-0.08116684807615457,-1.4139875292337014,1.332820681157547,8,50.0,5.882748536196051,0.48030818646050344
12960,14400,Bear,-6.521460072937043,-5.472513919015698,-1.048946153921345,24,37.5,-4.219250184139903,6.318995268729327
14400,15840,Bull,3.158428429565647,7.132804185728906,-3.9743757561632593,12,83.33333333333334,12.748100378799835,0.3671994862145364
