threshold,trades,frequency,return,final_capital,win_rate,long_pct,short_pct
0.16,153,10.928571428571429,0.5698103500802608,10056.981035008026,63.39869281045751,40.52287581699346,59.47712418300654
0.17,156,11.142857142857142,4.680417851692746,10468.041785169275,73.07692307692307,0.0,100.0
0.18,156,11.142857142857142,4.680417851692746,10468.041785169275,73.07692307692307,0.0,100.0
0.19,156,11.142857142857142,4.680417851692746,10468.041785169275,73.07692307692307,0.0,100.0
0.2,156,11.142857142857142,4.680417851692746,10468.041785169275,73.07692307692307,0.0,100.0
0.22,116,8.285714285714286,2.778379338627419,10277.837933862742,68.96551724137932,0.0,100.0
0.25,90,6.428571428571429,2.7789666470269916,10277.8966647027,70.0,0.0,100.0
0.3,69,4.928571428571429,4.02487109503616,10402.487109503616,68.11594202898551,0.0,100.0
