entry_time,exit_time,side,entry_price,exit_price,hold_time,pnl_pct,pnl_dollars,balance,exit_reason
2025-08-13 19:00:00,2025-08-13 19:20:00,LONG,121732.2,122494.2,4,0.02103856826706492,76.96223607349306,7393.262004815316,take_profit
2025-08-13 22:00:00,2025-08-13 22:40:00,LONG,122835.4,123537.8,8,0.018872885178051562,69.76609245406537,7463.028097269381,take_profit
2025-08-14 20:05:00,2025-08-14 20:20:00,SHORT,117734.1,117996.5,3,-0.01291500423411719,-48.19251973778481,7414.835577531596,stop_loss
2025-08-15 00:30:00,2025-08-15 00:40:00,SHORT,118050.5,118329.3,2,-0.0134468045455124,-49.85292237408947,7364.982655157506,stop_loss
2025-08-15 00:45:00,2025-08-15 01:35:00,SHORT,118195.1,118464.3,10,-0.013110360750995502,-48.2787897669698,7316.7038653905365,stop_loss
2025-08-15 06:00:00,2025-08-15 06:05:00,LONG,119119.8,118895.1,1,-0.011545345106355017,-42.236935583467734,7274.4669298070685,stop_loss
2025-08-15 12:20:00,2025-08-15 13:30:00,SHORT,118755.4,118261.6,14,0.01263250681653174,45.947376538711254,7320.41430634578,take_profit
2025-08-15 17:25:00,2025-08-15 18:15:00,LONG,117486.7,117252.7,10,-0.011966859227470003,-43.8011837453987,7276.613122600381,stop_loss
2025-08-15 20:40:00,2025-08-15 22:55:00,LONG,117174.0,117646.8,27,0.012140099339444002,44.16940308153522,7320.782525681916,take_profit
2025-08-16 04:25:00,2025-08-16 05:25:00,LONG,117759.4,117535.0,12,-0.011622321445251733,-42.54224387212854,7278.240281809787,stop_loss
2025-08-16 07:35:00,2025-08-16 09:55:00,LONG,117622.4,117258.4,28,-0.016378594553418398,-59.60367331906008,7218.636608490727,stop_loss
2025-08-16 12:25:00,2025-08-16 22:25:00,LONG,117470.8,117377.4,120,-0.0071803648225774825,-25.91622218528842,7192.720386305438,max_hold
2025-08-17 01:35:00,2025-08-17 04:50:00,LONG,117388.0,118092.3,39,0.01999904589906985,71.92377257244894,7264.644158877887,take_profit
2025-08-17 08:00:00,2025-08-17 09:05:00,LONG,117978.2,118197.8,13,0.0034454433107135325,12.514959810959976,7277.159118688847,trailing_stop
2025-08-17 13:40:00,2025-08-17 16:10:00,LONG,118294.4,118054.1,30,-0.012125490302160993,-44.11956116047203,7233.039557528376,stop_loss
2025-08-17 21:40:00,2025-08-17 23:45:00,LONG,117684.2,117450.2,25,-0.011953489083496341,-43.23002969570632,7189.809527832669,stop_loss
2025-08-18 05:05:00,2025-08-18 05:30:00,LONG,115625.5,115330.8,5,-0.01419498294061421,-51.029611796925124,7138.779916035744,stop_loss
2025-08-18 05:35:00,2025-08-18 05:50:00,SHORT,115172.2,115450.0,3,-0.013648161622336046,-48.71561104017119,7090.0643049955725,stop_loss
2025-08-18 06:00:00,2025-08-18 06:20:00,LONG,115501.7,115105.5,4,-0.017721010166949824,-62.82155081657729,7027.242754178995,stop_loss
2025-08-18 11:20:00,2025-08-18 12:30:00,SHORT,114925.4,115183.4,14,-0.01297973816058069,-45.605885470040626,6981.636868708954,stop_loss
2025-08-18 13:55:00,2025-08-18 14:10:00,SHORT,114780.0,115167.2,3,-0.017493640006969756,-61.06712102029101,6920.5697476886635,stop_loss
2025-08-18 14:55:00,2025-08-18 15:15:00,LONG,115592.9,115355.4,4,-0.012218497848916326,-42.27948328770467,6878.290264400959,stop_loss
2025-08-18 20:40:00,2025-08-18 20:50:00,SHORT,116024.8,116256.2,2,-0.011977604787941687,-41.19272120187081,6837.097543199088,stop_loss
2025-08-18 23:00:00,2025-08-18 23:50:00,SHORT,116413.3,116196.9,10,0.0034355765191780912,11.744685889372501,6848.842229088461,trailing_stop
2025-08-19 01:00:00,2025-08-19 01:05:00,LONG,116683.9,116451.4,1,-0.011970251251458,-40.991181131892276,6807.851047956568,stop_loss
2025-08-19 01:30:00,2025-08-19 02:25:00,SHORT,115969.2,115790.0,11,0.0021809514940172763,7.423796457043979,6815.274844413612,trailing_stop
2025-08-19 08:15:00,2025-08-19 09:25:00,LONG,114952.3,115383.6,14,0.011007964172965757,37.511150658109905,6852.785995071722,take_profit
2025-08-19 12:45:00,2025-08-19 12:55:00,SHORT,115261.5,115553.3,2,-0.01412653834975262,-48.40307208101417,6804.382922990708,stop_loss
2025-08-19 13:00:00,2025-08-19 13:35:00,LONG,115550.4,115250.0,7,-0.014398925490521684,-48.98790135856068,6755.395021632147,stop_loss
2025-08-19 13:40:00,2025-08-19 14:00:00,SHORT,115082.9,115313.2,4,-0.012004664463617198,-40.54812527694199,6714.846896355205,stop_loss
2025-08-19 19:35:00,2025-08-19 19:50:00,LONG,113408.1,113165.8,3,-0.012546126775777142,-42.122660220803034,6672.7242361344015,stop_loss
2025-08-19 22:05:00,2025-08-19 23:30:00,SHORT,113246.1,113057.6,17,0.0026580659289812186,8.86827047277804,6681.5925066071795,trailing_stop
2025-08-20 00:35:00,2025-08-20 01:25:00,LONG,113161.1,112900.1,10,-0.013225785185898687,-44.184653596048456,6637.407853011131,stop_loss
2025-08-20 08:20:00,2025-08-20 10:25:00,LONG,113771.7,113556.0,25,-0.011583608225947124,-38.44256610255289,6598.9652869085785,stop_loss
2025-08-20 10:55:00,2025-08-20 11:15:00,LONG,113754.2,113528.5,4,-0.011936410260016671,-39.38397847807471,6559.581308430504,stop_loss
2025-08-20 14:40:00,2025-08-20 15:15:00,LONG,113461.7,114136.7,7,0.0197965762896202,64.92862590015558,6624.509934330659,take_profit
2025-08-20 18:10:00,2025-08-20 18:35:00,SHORT,113619.2,113557.1,5,-0.001813749788768403,-6.00760174704321,6618.502332583616,trailing_stop
