entry_idx,exit_idx,side,entry_price,exit_price,pnl_pct,pnl_usd,holding_candles,exit_reason,entry_prob
23974,23975,SHORT,112230.0,112066.9,0.14532656152544401,11.483441604234962,1,ML Exit,0.5526121
23982,24030,SHORT,112528.7,112620.8,-0.08184578689703678,-13.295897154447545,48,Max Hold,0.5597994
24049,24052,SHORT,112327.6,112062.5,0.23600611069764313,21.36583660740431,3,ML Exit,0.56129485
24059,24061,SHORT,111752.5,111544.9,0.1857676562045644,15.91936330330285,2,ML Exit,0.55170506
24065,24074,SHORT,112250.9,112084.8,0.14797208752891183,11.80824913342148,9,ML Exit,0.55534345
24081,24129,SHORT,112296.2,113049.0,-0.6703699679953578,-77.7619076348923,48,Max Hold,0.61053455
24143,24191,SHORT,112882.0,112889.2,-0.00637834198543354,-5.041806611460791,48,Max Hold,0.5526795
24200,24203,SHORT,112760.5,112598.5,0.14366733031513695,11.267560418815437,3,ML Exit,0.5819566
24206,24218,SHORT,112884.2,112521.4,0.321391301882817,30.612944636660597,12,ML Exit,0.5587587
24219,24229,SHORT,112670.0,112582.7,0.07748291470666807,4.089477187579805,10,ML Exit,0.5831888
24231,24234,SHORT,112487.3,112240.1,0.21975814158575863,19.61572427958278,3,ML Exit,0.5950088
24240,24245,SHORT,111934.6,111961.4,-0.02394255216884534,-6.988328116042046,5,ML Exit,0.55261165
24246,24261,SHORT,111890.0,111577.6,0.27920278845293967,26.130907649874608,15,ML Exit,0.56412905
24347,24355,SHORT,112061.0,111739.0,0.2873435004149526,27.081598446328474,8,ML Exit,0.5629733
24367,24415,SHORT,112297.3,112445.0,-0.13152586927735313,-18.822991825668467,48,Max Hold,0.575619
24445,24493,SHORT,113021.2,113608.3,-0.5194600658991462,-61.296234045095794,48,Max Hold,0.5953334
24495,24543,SHORT,113463.3,113534.1,-0.062399031228602464,-11.158813722985002,48,Max Hold,0.55324376
24552,24559,SHORT,113391.4,113409.9,-0.016315170286282734,-6.130516759038448,7,ML Exit,0.5905788
24583,24584,SHORT,113343.4,113302.5,0.036085030094380605,-0.4251490298371987,1,ML Exit,0.5539816
24588,24594,SHORT,113348.9,113203.5,0.12827649849270192,9.606590360619968,6,ML Exit,0.57129663
24608,24617,SHORT,113155.6,113033.2,0.10816963544005664,7.424905223421586,9,ML Exit,0.6088085
24652,24657,SHORT,111920.0,111714.6,0.18352394567547728,15.641514776112793,5,ML Exit,0.5551392
24659,24661,SHORT,111697.6,111785.0,-0.07824698113477298,-12.90276612497108,2,ML Exit,0.6507397
24662,24663,SHORT,111793.3,111898.7,-0.09428114207201521,-14.636023418168147,1,ML Exit,0.5698784
24669,24673,SHORT,111671.7,111604.2,0.06044503665655667,2.226574613460085,4,ML Exit,0.55303097
24708,24719,SHORT,111674.7,111514.3,0.1436314581547962,11.284673838754635,11,ML Exit,0.56566346
24720,24728,SHORT,111571.1,111569.6,0.0013444341769508412,-4.2122439783843255,8,ML Exit,0.5608919
24734,24735,SHORT,111505.3,111468.9,0.03264418821348288,-0.8005527603012732,1,ML Exit,0.55586237
24746,24747,SHORT,111511.1,111456.3,0.049143089791063764,0.9969520241288699,1,ML Exit,0.5724179
24751,24752,SHORT,111282.7,111315.1,-0.029115037647369026,-7.529420758257,1,ML Exit,0.5534624
24755,24756,SHORT,111068.1,110811.0,0.23147960575539311,20.849453371415173,1,ML Exit,0.59149295
24759,24763,SHORT,111447.3,111180.6,0.23930593204141964,21.741081312604187,4,ML Exit,0.5727476
24764,24766,SHORT,110661.1,110918.6,-0.2326924276010269,-29.800636631171624,2,ML Exit,0.6056612
24774,24784,SHORT,111668.3,110890.4,0.6966166763531,71.57406362214489,10,ML Exit,0.5990371
24785,24797,SHORT,110896.2,111071.3,-0.15789540128517102,-21.704903006123033,12,ML Exit,0.57590294
24797,24799,SHORT,111071.3,111048.8,0.02025725817560432,-2.1604977069299696,2,ML Exit,0.5860546
24800,24801,SHORT,111028.2,110926.5,0.09159835068928172,5.648641542009196,1,ML Exit,0.60913056
24802,24803,SHORT,110910.1,110904.4,0.005139297503123377,-3.8167197011574654,1,ML Exit,0.58642584
24806,24810,SHORT,110123.0,109656.9,0.42325399780246253,41.957122621253276,4,ML Exit,0.68337166
24810,24811,SHORT,109656.9,109544.2,0.10277511036696924,6.898131370994726,1,ML Exit,0.6731111
24838,24850,SHORT,109386.3,109094.4,0.26685243033177714,24.94057133673826,12,ML Exit,0.7337025
24853,24858,SHORT,109583.9,109128.0,0.41602826692606687,41.42977170339556,5,ML Exit,0.58271027
24859,24860,SHORT,109042.4,109130.5,-0.08079425984755088,-13.35516760750522,1,ML Exit,0.5768615
24869,24882,SHORT,109417.2,109082.7,0.30571061953696493,29.346415544380747,13,ML Exit,0.5608246
24902,24942,SHORT,109588.1,109258.8,0.30048883044783414,28.84235096967329,40,ML Exit,0.5822556
24950,24959,SHORT,109335.2,109191.2,0.13170506845005087,10.179655403925244,9,ML Exit,0.560967
24983,25009,SHORT,109250.1,109144.5,0.09665895042659532,6.2952066340323505,26,ML Exit,0.61661893
25013,25014,SHORT,109035.5,108907.8,0.11711781942578069,8.572622963831504,1,ML Exit,0.55128324
25048,25064,SHORT,109167.2,108856.8,0.2843344887475306,27.178850441401657,16,ML Exit,0.55887747
25065,25066,SHORT,108862.5,108830.2,0.02967045585027251,-1.1507579292407315,1,ML Exit,0.57114464
25067,25069,SHORT,108791.1,108968.7,-0.16324864809712492,-22.65725087760387,2,ML Exit,0.56123894
25069,25070,SHORT,108968.7,108888.0,0.07405796343353375,3.7903366611922547,1,ML Exit,0.5885339
25070,25078,SHORT,108888.0,109021.6,-0.12269487914187589,-18.10715493043667,8,ML Exit,0.56577647
25086,25122,SHORT,109292.3,108963.7,0.300661620260536,28.96784813553406,36,ML Exit,0.56807375
25186,25204,SHORT,109529.8,109281.9,0.22633109893381412,20.75889159467612,18,ML Exit,0.5752553
25235,25279,SHORT,109596.0,109258.9,0.3075842184021368,29.86358365484258,44,ML Exit,0.56721824
25280,25285,SHORT,109269.4,109116.8,0.13965483474787205,11.150761433219401,5,ML Exit,0.5942739
25291,25339,SHORT,109220.2,109301.3,-0.07425366369957738,-12.794464183272858,48,Max Hold,0.5969794
25344,25392,SHORT,109262.5,109312.8,-0.046035922663313494,-9.623878047501425,48,Max Hold,0.55563664
25398,25446,SHORT,109349.2,109616.7,-0.24462913308922243,-31.814321292637267,48,Max Hold,0.55251074
25452,25485,SHORT,109573.0,109316.2,0.23436430507515804,21.667748363857307,33,ML Exit,0.5833505
25489,25537,SHORT,109354.2,109338.2,0.014631353894043395,-2.8323120782062468,48,Max Hold,0.5711192
25565,25613,SHORT,109480.9,109387.8,0.08503766410395902,5.02954936889018,48,Max Hold,0.57455623
25627,25675,SHORT,109537.5,110292.3,-0.6890790825059938,-81.43888469693384,48,Max Hold,0.59437585
25707,25755,SHORT,110437.7,111960.5,-1.3788769595889836,-157.3929085273459,48,Max Hold,0.5755518
25756,25776,SHORT,112200.0,111783.7,0.37103386809269423,36.226871449987485,20,ML Exit,0.6793493
25780,25782,SHORT,111911.1,111753.7,0.14064735312226287,11.04965500979819,2,ML Exit,0.62849987
25805,25815,SHORT,111759.8,111569.3,0.17045485049185843,14.335533994949408,10,ML Exit,0.556342
25822,25870,SHORT,111671.6,112021.8,-0.3135980858159076,-38.90139147768925,48,Max Hold,0.5755712
25878,25926,SHORT,112076.8,113743.2,-1.4868375970762853,-167.41487212691464,48,Max Hold,0.56738967
25930,25978,SHORT,114054.0,114003.4,0.044364949936000334,0.47253176737468916,48,Max Hold,0.7446076
25990,26038,SHORT,114232.2,114209.5,0.019871804972675912,-2.1742372393122347,48,Max Hold,0.55362236
26050,26098,SHORT,114599.0,114079.1,0.4536688801821955,44.6943803628366,48,Max Hold,0.6458108
26126,26131,SHORT,113868.2,113615.0,0.2223623452377372,19.781063242482652,5,ML Exit,0.55082613
26151,26152,SHORT,113236.8,113246.7,-0.008742740875752563,-5.295244439124762,1,ML Exit,0.5981199
26155,26160,SHORT,112989.9,112804.6,0.1639969590202207,13.467445551881326,5,ML Exit,0.58649707
26191,26239,SHORT,113187.8,112907.2,0.2479065765038333,22.606979261260804,48,Max Hold,0.5948987
26281,26298,SHORT,114130.8,114164.7,-0.02970276209401334,-7.593026049169595,17,ML Exit,0.55568624
26299,26310,SHORT,114387.7,113883.3,0.44095650144202064,43.65489659514469,11,ML Exit,0.6053464
26310,26311,SHORT,113883.3,113847.6,0.03134787980326974,-0.9447119377740893,1,ML Exit,0.6125046
26311,26312,SHORT,113847.6,113875.8,-0.024769955624885452,-7.077221998389943,1,ML Exit,0.5570471
26314,26319,SHORT,113980.4,113718.9,0.22942540998276897,20.688647321893093,5,ML Exit,0.56131226
26336,26384,SHORT,113922.6,114509.5,-0.5151743376643388,-60.740682378151746,48,Max Hold,0.556234
26400,26448,SHORT,114462.1,116493.1,-1.7743864563030034,-197.46375680699813,48,Max Hold,0.5828508
26448,26496,SHORT,116493.1,117164.0,-0.575913938250415,-65.8751109594114,48,Max Hold,0.73975587
26498,26540,SHORT,117132.3,117106.7,0.021855628208449607,-1.9284497995378769,42,ML Exit,0.57243913
26571,26619,SHORT,117228.7,118945.7,-1.4646583984979789,-159.96267058165594,48,Max Hold,0.5807305
26619,26627,SHORT,118945.7,118405.0,0.45457717260901154,43.44530665139483,8,ML Exit,0.5683193
26634,26678,SHORT,118608.0,118487.4,0.10167948199110163,6.489834330606502,44,ML Exit,0.58609134
26682,26683,SHORT,118465.8,118355.1,0.09344469036633112,5.626788883623433,1,ML Exit,0.5818355
26684,26692,SHORT,118425.5,118369.9,0.046949347902272585,0.7327489569905676,8,ML Exit,0.58496
26692,26740,SHORT,118369.9,118619.1,-0.21052649364408657,-26.386396964047496,48,Max Hold,0.56397194
26757,26794,SHORT,118834.8,118797.9,0.03105151016369677,-0.9394348372778825,37,ML Exit,0.5577301
26795,26796,SHORT,118764.6,118520.1,0.2058694257379724,17.428325273287868,1,ML Exit,0.5738787
26811,26825,SHORT,120064.3,119385.7,0.5651971485279186,55.26896377851096,14,ML Exit,0.56588095
26829,26861,SHORT,119690.7,120497.0,-0.6736530072929667,-75.47385184223782,32,ML Exit,0.562593
26882,26884,SHORT,120361.5,120171.7,0.15769162065943254,12.36329880041336,2,ML Exit,0.5746928
26907,26912,SHORT,120155.3,120151.6,0.0030793481436083877,-3.8816824523440014,5,ML Exit,0.5546126
26914,26919,SHORT,120088.7,120092.5,-0.003164327701110022,-4.536666826841283,5,ML Exit,0.590777
26921,26932,SHORT,120065.8,119995.5,0.05855122774345643,1.9501774249491186,11,ML Exit,0.5750617
26962,26971,SHORT,120043.1,119856.5,0.155444169635744,12.133691089434677,9,ML Exit,0.5608253
26975,27002,SHORT,119887.6,119465.5,0.35207978139524504,32.83551039361762,27,ML Exit,0.61124885
27005,27053,SHORT,119608.0,120170.2,-0.47003544913383477,-53.82035050857162,48,Max Hold,0.5659495
27065,27113,SHORT,120486.4,122484.3,-1.6581954477849856,-178.33179869854837,48,Max Hold,0.5676009
27113,27144,SHORT,122484.3,122300.0,0.15046826409589056,11.414245337234973,31,ML Exit,0.6545036
27152,27162,SHORT,122612.1,122163.8,0.3656245998559709,33.679199385571216,10,ML Exit,0.582081
27166,27213,SHORT,122279.2,121725.7,0.4526526179431989,42.812303474345455,47,ML Exit,0.649446
27216,27219,SHORT,121921.0,121695.3,0.18511987270445376,15.115619887003476,3,ML Exit,0.55586886
27262,27286,SHORT,122520.0,122220.5,0.24444988573294157,21.32443214842401,24,ML Exit,0.57551986
27292,27326,SHORT,122350.6,121976.4,0.3058423906380611,27.7813800212365,34,ML Exit,0.5579198
27380,27386,SHORT,121849.6,121632.5,0.17817046588581809,14.476132768909643,6,ML Exit,0.57696146
27397,27398,SHORT,121783.6,121735.4,0.039578399718855115,-0.043387491079617924,1,ML Exit,0.5620953
27410,27415,SHORT,121660.8,121600.2,0.049810621005291614,1.029984648094917,5,ML Exit,0.55596304
27435,27483,SHORT,121935.8,122261.4,-0.26702576273743334,-32.20952693500324,48,Max Hold,0.57811326
27494,27542,SHORT,122272.4,125168.5,-2.368563960468598,-251.94676409480306,48,Max Hold,0.55874234
27543,27556,SHORT,125061.9,124820.7,0.1928644935028151,15.625239658605578,13,ML Exit,0.5627208
27557,27559,SHORT,124970.4,124825.2,0.11618751320312418,7.79932685437802,2,ML Exit,0.5745718
27561,27579,SHORT,125166.3,124619.9,0.4365392282107953,40.61972369810978,18,ML Exit,0.617738
27588,27590,SHORT,124610.5,124369.9,0.19308164239771594,15.740596192956435,2,ML Exit,0.5701851
27594,27595,SHORT,123523.1,123237.0,0.231616596409907,19.731400299596263,1,ML Exit,0.8101076
27595,27599,SHORT,123237.0,122987.1,0.20278000925046386,16.792645081927464,4,ML Exit,0.8298243
27616,27620,SHORT,123262.5,123293.7,-0.025311834499541296,-6.746936774386034,4,ML Exit,0.5701653
27656,27657,SHORT,122867.1,122839.6,0.022381906954750296,-1.8182770997071835,1,ML Exit,0.56227326
27698,27716,SHORT,122936.6,122693.4,0.19782554585047218,16.29389868859284,18,ML Exit,0.5603669
27720,27722,SHORT,122654.2,122651.3,0.0023643707268028156,-3.89030283075996,2,ML Exit,0.55375063
27736,27737,SHORT,122737.1,122638.2,0.08057873291776385,4.194742516703501,1,ML Exit,0.57165277
27741,27778,SHORT,122691.4,123119.7,-0.34908722208728804,-40.22784109707407,37,ML Exit,0.5544945
27787,27829,SHORT,123943.7,123339.5,0.4874793958870012,46.09575499653646,42,ML Exit,0.6464651
27855,27860,SHORT,123843.7,123391.6,0.36505692255640887,33.62737208279213,5,ML Exit,0.5689608
27892,27940,SHORT,124030.0,124601.9,-0.4610981214222319,-51.99696786988266,48,Max Hold,0.58498615
27942,27990,SHORT,124914.2,125286.1,-0.2977243579993377,-34.877193231688324,48,Max Hold,0.63452935
27998,28011,SHORT,125594.8,125138.2,0.36355008328370747,33.30778950480711,13,ML Exit,0.5666646
28012,28013,SHORT,125100.7,125075.5,0.020143772177131775,-2.0495026517689383,1,ML Exit,0.67510134
28013,28016,SHORT,125075.5,125149.8,-0.05940411991157573,-10.26158005909554,3,ML Exit,0.57749903
28018,28019,SHORT,125161.2,125158.3,0.002317011981344202,-3.885863819703776,1,ML Exit,0.63379455
28031,28036,SHORT,125062.0,125122.1,-0.04805616414258993,-9.07818962486181,5,ML Exit,0.5817604
28062,28077,SHORT,124646.1,124561.8,0.0676314782411988,2.8473788756658553,15,ML Exit,0.6343432
28083,28087,SHORT,124459.4,124414.2,0.0363170640385516,-0.3786861754093027,4,ML Exit,0.5821434
28092,28093,SHORT,124355.1,124314.9,0.03232678032506237,-0.7898398055325226,1,ML Exit,0.57069504
28111,28135,SHORT,124555.1,123893.1,0.5314916852059851,50.64142650949711,24,ML Exit,0.61543715
28211,28222,SHORT,124866.3,123532.7,1.0680223567127447,106.41727624864667,11,ML Exit,0.60745436
28225,28226,SHORT,123081.9,122791.6,0.23585921244308736,20.47338470020427,1,ML Exit,0.5823915
28241,28266,SHORT,122047.1,121382.8,0.5442980619777142,52.811635128772465,25,ML Exit,0.5796956
28266,28274,SHORT,121382.8,121146.6,0.1945909964179415,16.26740216008782,8,ML Exit,0.80688924
28274,28281,SHORT,121146.6,120836.5,0.25597086505110817,22.759372951338296,7,ML Exit,0.5514332
28294,28340,SHORT,121702.7,121420.6,0.23179436446355856,20.253185672735736,46,ML Exit,0.6266521
28353,28387,SHORT,121936.5,121305.0,0.5178925096259118,50.55541257088867,34,ML Exit,0.5770343
28395,28400,SHORT,121521.9,121547.1,-0.020737002959969886,-6.453480173124776,5,ML Exit,0.5674825
28405,28408,SHORT,121742.9,121372.6,0.30416558173001335,28.05669567831755,3,ML Exit,0.570302
28425,28473,SHORT,121608.8,122898.7,-1.0606962654018413,-117.19261780876012,48,Max Hold,0.5736393
28479,28504,SHORT,122917.5,122525.8,0.3186690259727029,29.361013228329206,25,ML Exit,0.6058341
28522,28526,SHORT,122296.0,122432.8,-0.11185975011447874,-16.041248080458423,4,ML Exit,0.6754697
28538,28586,SHORT,122675.9,123433.9,-0.6178882730837923,-69.3965893822255,48,Max Hold,0.5725456
28587,28594,SHORT,123529.1,123167.0,0.2931293112311235,26.535304597099035,7,ML Exit,0.6107935
28631,28637,SHORT,123239.6,123003.3,0.19174031723569607,15.945389941555339,6,ML Exit,0.5652458
28655,28657,SHORT,122493.0,122169.4,0.2641783612124822,23.59099219701056,2,ML Exit,0.5803374
28660,28674,SHORT,121993.2,122000.7,-0.006147883652531452,-4.865614317791717,14,ML Exit,0.643423
28687,28688,SHORT,122025.3,121972.1,0.0435975162527747,0.3800475979101039,1,ML Exit,0.562039
28698,28729,SHORT,121920.0,121658.1,0.21481299212597949,18.42804151436025,31,ML Exit,0.5951012
28730,28731,SHORT,121665.6,121583.8,0.06723346615641801,2.8763178704088306,1,ML Exit,0.5824401
28741,28742,SHORT,121514.0,121550.5,-0.030037691130240136,-7.396070608312287,1,ML Exit,0.5500572
28759,28800,SHORT,122063.0,122115.8,-0.043256351228466376,-8.78628719247164,41,ML Exit,0.561985
28809,28817,SHORT,121002.9,120979.2,0.01958630743560451,-2.151976122536295,8,ML Exit,0.55165565
28824,28843,SHORT,121331.8,120441.6,0.7336905905953732,73.14298352532045,19,ML Exit,0.75081646
28843,28844,SHORT,120441.6,120414.8,0.022251448004678542,-1.88287837386524,1,ML Exit,0.5857474
28844,28845,SHORT,120414.8,120569.6,-0.1285556260526139,-17.885641799326397,1,ML Exit,0.6502621
28847,28849,SHORT,120924.4,120754.5,0.14050100724088288,10.648557272942947,2,ML Exit,0.6091266
28862,28910,SHORT,120900.9,121425.0,-0.43349553229132776,-50.212160543676376,48,Max Hold,0.5955215
28945,28946,SHORT,121284.5,121234.8,0.04097803099324076,0.1040954885829608,1,ML Exit,0.5691883
28959,28966,SHORT,121190.1,121190.6,-0.0004125749545548687,-4.265566088503235,7,ML Exit,0.5956813
28981,28983,SHORT,121013.1,121127.0,-0.0941220413327104,-14.153166105170293,2,ML Exit,0.5745472
29005,29015,SHORT,121211.8,120880.5,0.27332322430654676,24.59225847629627,10,ML Exit,0.6088202
29019,29067,SHORT,121189.9,121456.1,-0.21965526830207108,-27.426546317273257,48,Max Hold,0.59115833
29083,29091,SHORT,122363.2,121177.0,0.9694091033905595,97.93213697335915,8,ML Exit,0.69965136
29091,29093,SHORT,121177.0,121149.8,0.022446503874495233,-1.8650856553027175,2,ML Exit,0.7365766
29093,29095,SHORT,121149.8,121289.0,-0.11489907535959373,-16.46216987675525,2,ML Exit,0.68583596
29095,29096,SHORT,121289.0,121296.5,-0.006183578065611886,-4.900420948436802,1,ML Exit,0.74726063
29096,29097,SHORT,121296.5,121314.8,-0.015086997563823284,-5.84273892369189,1,ML Exit,0.58829135
29097,29098,SHORT,121314.8,121228.9,0.07080751895070406,3.267176181091953,1,ML Exit,0.6047764
29098,29146,SHORT,121228.9,117231.1,3.297728511930727,345.49852007533275,48,Max Hold,0.6707274
29147,29151,SHORT,117173.0,116524.7,0.5532844597304865,56.12220123568635,4,ML Exit,0.69265705
29157,29205,SHORT,117020.9,113503.6,3.0057024001695325,325.8453810218147,48,Max Hold,0.8224553
29205,29248,SHORT,113503.6,112050.3,1.2803999168308342,140.12526943182428,43,ML Exit,0.7119521
29251,29252,SHORT,111856.7,111858.8,-0.0018774020689022839,-4.785611866840379,1,ML Exit,0.7350768
29259,29262,SHORT,112508.0,111899.2,0.5411170761190341,57.25507888972008,3,ML Exit,0.6509922
29263,29273,SHORT,111786.0,111971.1,-0.16558424131823826,-23.599557209670888,10,ML Exit,0.5835759
29278,29287,SHORT,112456.5,112100.0,0.3170114666559959,31.738913146827375,9,ML Exit,0.650128
29293,29306,SHORT,111244.0,110228.2,0.9131278990327594,100.30099963739045,13,ML Exit,0.74292666
29326,29374,SHORT,111599.0,112240.2,-0.5745571196874498,-71.18168391469659,48,Max Hold,0.5796541
29374,29382,SHORT,112240.2,111966.4,0.24394111913557082,23.484971662298516,8,ML Exit,0.5758782
29395,29399,SHORT,112023.2,111744.9,0.2484306822158293,24.04846340880008,4,ML Exit,0.56888676
29400,29406,SHORT,111895.3,111656.0,0.21386063579078202,20.099699117975828,6,ML Exit,0.5902279
29410,29413,SHORT,111714.6,111892.5,-0.15924507629261903,-23.070413334230224,3,ML Exit,0.58917767
29436,29441,SHORT,111810.6,111343.1,0.4181177813194813,43.70172139638749,5,ML Exit,0.5876656
29449,29457,SHORT,110780.0,110277.8,0.4533309261599541,47.94310392509175,8,ML Exit,0.6478496
29484,29501,SHORT,110902.5,109884.3,0.9181037397714182,102.25203925433502,17,ML Exit,0.6004992
29506,29509,SHORT,109746.6,109959.2,-0.19371898537174842,-27.441631431052635,3,ML Exit,0.58397204
29511,29512,SHORT,109744.7,109913.6,-0.1539026486017172,-22.715961008188554,1,ML Exit,0.5973424
29512,29514,SHORT,109913.6,109883.2,0.027658087807158286,-1.442332297575708,2,ML Exit,0.59368783
29533,29581,SHORT,111112.5,111647.8,-0.4817639779502782,-61.00718055782537,48,Max Hold,0.5829239
29592,29601,SHORT,111559.9,111413.4,0.13131958705592245,10.625687774758184,9,ML Exit,0.55320793
29607,29610,SHORT,111288.2,111277.3,0.009794389701688212,-3.5164495006707934,3,ML Exit,0.5611297
29611,29659,SHORT,111452.8,111600.0,-0.13207384650721837,-20.03096320167018,48,Max Hold,0.6403306
29660,29663,SHORT,111753.8,111244.2,0.4560023909701556,48.35046982481336,3,ML Exit,0.57225704
29695,29743,SHORT,113426.3,114978.6,-1.3685538539121904,-164.354214735407,48,Max Hold,0.61969686
29743,29755,SHORT,114978.6,114560.9,0.3632849939032234,37.21811397506622,12,ML Exit,0.65309083
29761,29775,SHORT,115106.7,114700.5,0.35288997078362694,36.13207294022378,14,ML Exit,0.6861718
29777,29811,SHORT,115202.0,115012.7,0.16432006388778225,14.399539220300227,34,ML Exit,0.69257385
29811,29824,SHORT,115012.7,115139.1,-0.10990090659554008,-17.38094030687617,13,ML Exit,0.60412145
29825,29826,SHORT,115105.6,114852.0,0.22031942842051627,20.880215443069073,1,ML Exit,0.60760546
29832,29833,SHORT,114949.6,114828.0,0.10578549207653251,7.631319271506133,1,ML Exit,0.57079244
29861,29909,SHORT,115052.4,114845.8,0.17957035229164386,16.19967040727726,48,Max Hold,0.5618967
29914,29924,SHORT,114816.7,114041.0,0.6755985845264645,73.86728018797643,10,ML Exit,0.59454554
29928,29939,SHORT,113945.1,114360.3,-0.3643860069454475,-47.27878104913344,11,ML Exit,0.64885163
29949,29957,SHORT,114737.3,114260.0,0.41599375268548494,43.79219154728627,8,ML Exit,0.55370396
29957,29964,SHORT,114260.0,114069.6,0.16663749343601802,14.802852077622896,7,ML Exit,0.59998614
29987,29997,SHORT,114607.2,114210.0,0.3465750842878956,35.87782895597174,10,ML Exit,0.6192208
30000,30048,SHORT,114806.3,115757.9,-0.8288743736188616,-101.97513111748434,48,Max Hold,0.58252555
30079,30081,SHORT,115205.8,114989.0,0.18818496985395083,17.249182311257567,2,ML Exit,0.55254626
30116,30126,SHORT,113435.7,113222.2,0.18821235290124716,17.276662925796845,10,ML Exit,0.5773265
30128,30129,SHORT,113130.2,112950.0,0.15928549582692958,13.924512541600759,1,ML Exit,0.5841943
30134,30136,SHORT,113474.7,113344.6,0.11465110725121218,8.724449328195018,2,ML Exit,0.5725128
30141,30144,SHORT,112522.5,112636.1,-0.10095758626053085,-16.482649839307918,3,ML Exit,0.6988583
30144,30146,SHORT,112636.1,112511.6,0.11053294636444266,8.23801272541559,2,ML Exit,0.621739
30147,30152,SHORT,112404.3,111778.6,0.5566513024857564,60.37768215785859,5,ML Exit,0.67280924
30155,30172,SHORT,111931.2,111613.6,0.28374572951955424,28.625316223425983,17,ML Exit,0.6760567
30172,30175,SHORT,111613.6,112023.7,-0.3674283420658336,-47.956386750225185,3,ML Exit,0.55038434
30187,30188,SHORT,111557.2,111459.5,0.08757839027870643,5.579585769079921,1,ML Exit,0.5583457
30189,30193,SHORT,111251.5,111104.7,0.13195327703446955,10.787492904366898,4,ML Exit,0.6803992
30222,30223,SHORT,110971.3,110861.4,0.09903461525638496,6.932030025347709,1,ML Exit,0.62329173
30223,30224,SHORT,110861.4,110826.8,0.031210141672386664,-1.0316323322941168,1,ML Exit,0.580695
30224,30225,SHORT,110826.8,110765.4,0.05540176202868686,1.8100813143098566,1,ML Exit,0.60958636
30235,30236,SHORT,110271.5,110643.8,-0.3376212348612315,-44.36219158003918,1,ML Exit,0.63297653
30244,30292,SHORT,111724.3,113380.8,-1.4826676023031695,-178.2409713500807,48,Max Hold,0.6462202
30293,30308,SHORT,113092.4,112064.8,0.9086375388620203,100.21159326571323,15,ML Exit,0.6430401
30330,30363,SHORT,112942.4,112704.1,0.21099250591450897,19.890359179320107,33,ML Exit,0.5902393
30367,30373,SHORT,112795.9,112453.6,0.3034684771343536,30.696733351824186,6,ML Exit,0.61019117
30386,30396,SHORT,112903.4,112565.9,0.2989281102252014,30.24327668146025,10,ML Exit,0.55944693
30399,30400,SHORT,112305.0,112157.4,0.1314278082008867,10.705815269576064,1,ML Exit,0.5693728
30400,30402,SHORT,112157.4,112137.3,0.017921242824808056,-2.586412951218379,2,ML Exit,0.6499253
30402,30403,SHORT,112137.3,112079.3,0.05172230827744203,1.3743548564722987,1,ML Exit,0.6436021
30403,30404,SHORT,112079.3,111964.0,0.10287359039537443,7.368200328360395,1,ML Exit,0.55689573
30408,30411,SHORT,111802.4,112107.7,-0.2730710610863478,-36.70533224421936,3,ML Exit,0.5516915
30429,30433,SHORT,112338.3,112186.3,0.13530559034630218,11.141876321483608,4,ML Exit,0.5616107
30439,30487,SHORT,112095.2,112393.3,-0.2659346698163756,-35.794310254719,48,Max Hold,0.5563442
30495,30497,SHORT,111761.8,111992.9,-0.20677906046609063,-28.789001641498274,2,ML Exit,0.6196714
30498,30499,SHORT,111945.6,111975.1,-0.02635208529857359,-7.7217381205328,1,ML Exit,0.55708224
30503,30504,SHORT,111850.7,111775.0,0.06767950491145526,3.2204961148948454,1,ML Exit,0.56952894
30504,30506,SHORT,111775.0,111934.3,-0.1425184522478219,-21.234447716243032,2,ML Exit,0.57179415
30510,30512,SHORT,111530.7,111554.5,-0.021339415963499656,-7.1233194668752065,2,ML Exit,0.55038536
30515,30516,SHORT,111659.0,111599.3,0.053466357391698915,1.5640630804930247,1,End of Data,0.5601656
