entry_time,exit_time,side,entry_price,exit_price,entry_prob,exit_prob,hold_candles,price_return_pct,leveraged_return_pct,pnl,balance,exit_reason
2025-09-29 09:55:00,2025-09-29 12:15:00,LONG,112060.4,112196.7,0.85245574,0.96373016,29,0.12163083479980699,0.48652333919922797,1.459570017597684,301.4595700175977,ML_EXIT
2025-10-01 21:00:00,2025-10-01 21:00:00,LONG,117475.4,117475.4,0.8551772,0.85735726,1,0.0,0.0,0.0,301.4595700175977,ML_EXIT
2025-10-01 21:05:00,2025-10-01 21:10:00,LONG,117428.9,117535.5,0.8542997,0.8354787,2,0.09077833480515088,0.3631133392206035,1.0946399110909724,302.55420992868864,ML_EXIT
2025-10-03 11:50:00,2025-10-03 13:25:00,LONG,120352.7,120486.4,0.85666573,0.9732902,20,0.1110901541884786,0.4443606167539144,1.3444317532540537,303.8986416819427,ML_EXIT
2025-10-03 13:30:00,2025-10-03 13:30:00,LONG,120409.9,120409.9,0.92133,0.9264539,1,0.0,0.0,0.0,303.8986416819427,ML_EXIT
2025-10-03 13:35:00,2025-10-03 13:35:00,LONG,120390.0,120390.0,0.9177167,0.7875194,1,0.0,0.0,0.0,303.8986416819427,ML_EXIT
2025-10-03 13:40:00,2025-10-03 14:25:00,LONG,120226.5,120393.3,0.9276307,0.8123179,10,0.13873813177627473,0.5549525271050989,1.6864931918520103,305.58513487379474,ML_EXIT
2025-10-03 14:30:00,2025-10-03 14:35:00,LONG,120348.1,120627.1,0.88804555,0.9802844,2,0.23182750703999477,0.9273100281599791,2.8337216002508963,308.41885647404564,ML_EXIT
2025-10-03 22:20:00,2025-10-03 23:05:00,SHORT,122419.6,122312.0,0.8011883,0.8353034,10,0.08789442213502234,0.35157768854008936,1.0843318866132254,309.50318836065884,ML_EXIT
2025-10-03 23:30:00,2025-10-03 23:30:00,SHORT,122226.4,122226.4,0.8060786,0.84363365,1,0.0,0.0,0.0,309.50318836065884,ML_EXIT
2025-10-03 23:35:00,2025-10-03 23:45:00,SHORT,122279.0,122175.8,0.8078025,0.9646796,3,0.08439715732055143,0.33758862928220573,1.0448475711714715,310.5480359318303,ML_EXIT
2025-10-04 01:05:00,2025-10-04 01:20:00,SHORT,122063.6,121955.4,0.8021883,0.83697635,4,0.08864231433450401,0.35456925733801603,1.101107864681286,311.6491437965116,ML_EXIT
2025-10-04 01:45:00,2025-10-04 01:45:00,SHORT,121725.7,121725.7,0.8112232,0.9879857,1,0.0,0.0,0.0,311.6491437965116,ML_EXIT
2025-10-04 01:55:00,2025-10-04 02:15:00,SHORT,121820.8,121695.3,0.8112328,0.9388037,5,0.10302017389477003,0.4120806955790801,1.2842459595229125,312.93338975603456,ML_EXIT
2025-10-04 02:50:00,2025-10-04 05:10:00,SHORT,121916.0,122598.6,0.8725437,0.77377516,29,-0.559893697299785,-2.23957478919914,-7.008377303962433,305.9250124520721,ML_EXIT
2025-10-04 16:35:00,2025-10-04 16:45:00,SHORT,121795.5,121600.0,0.87090904,0.9724689,3,0.16051496155440884,0.6420598462176353,1.964221664491056,307.88923411656316,ML_EXIT
2025-10-04 16:50:00,2025-10-04 18:35:00,SHORT,121655.9,121600.2,0.87871474,0.8901822,22,0.04578487356552135,0.1831394942620854,0.5638667862484819,308.4531009028116,ML_EXIT
2025-10-04 18:50:00,2025-10-04 18:50:00,SHORT,121546.0,121546.0,0.81406295,0.78763115,1,0.0,0.0,0.0,308.4531009028116,ML_EXIT
2025-10-04 18:55:00,2025-10-04 18:55:00,SHORT,121545.3,121545.3,0.8122089,0.9209723,1,0.0,0.0,0.0,308.4531009028116,ML_EXIT
2025-10-04 19:20:00,2025-10-04 20:55:00,SHORT,121816.3,121837.9,0.8226116,0.9462032,20,-0.01773161719736297,-0.07092646878945189,-0.2187748923419292,308.2343260104697,ML_EXIT
2025-10-04 21:00:00,2025-10-04 21:10:00,SHORT,121926.0,122108.4,0.8284714,0.7779126,3,-0.14959893706017927,-0.5983957482407171,-1.8444611014650814,306.38986490900464,ML_EXIT
2025-10-04 21:40:00,2025-10-04 21:40:00,LONG,122275.1,122275.1,0.867497,0.97192425,1,0.0,0.0,0.0,306.38986490900464,ML_EXIT
2025-10-04 21:45:00,2025-10-04 22:30:00,LONG,122132.5,122316.0,0.8557577,0.8949125,10,0.15024665834237405,0.6009866333694962,1.8413621341019746,308.2312270431066,ML_EXIT
2025-10-04 22:35:00,2025-10-04 22:35:00,LONG,122239.4,122239.4,0.93676305,0.84235346,1,0.0,0.0,0.0,308.2312270431066,ML_EXIT
2025-10-04 22:40:00,2025-10-04 22:40:00,LONG,122255.1,122255.1,0.938794,0.8055354,1,0.0,0.0,0.0,308.2312270431066,ML_EXIT
2025-10-04 22:45:00,2025-10-04 23:45:00,LONG,122296.5,122334.0,0.9388746,0.77131104,13,0.030663183329040486,0.12265273331616194,0.3780540249023152,308.60928106800895,ML_EXIT
2025-10-04 23:50:00,2025-10-05 02:25:00,LONG,122301.4,122825.5,0.94501,0.9977762,32,0.4285314804245952,1.7141259216983808,5.289951683553755,313.8992327515627,ML_EXIT
2025-10-05 02:35:00,2025-10-05 02:35:00,LONG,123808.8,123808.8,0.89329803,0.99743086,1,0.0,0.0,0.0,313.8992327515627,ML_EXIT
2025-10-05 02:40:00,2025-10-05 02:40:00,LONG,123646.1,123646.1,0.9030176,0.995125,1,0.0,0.0,0.0,313.8992327515627,ML_EXIT
2025-10-05 02:50:00,2025-10-05 02:50:00,LONG,123701.4,123701.4,0.8532071,0.9525088,1,0.0,0.0,0.0,313.8992327515627,ML_EXIT
2025-10-05 02:55:00,2025-10-05 02:55:00,LONG,124006.2,124006.2,0.85066885,0.98774105,1,0.0,0.0,0.0,313.8992327515627,ML_EXIT
2025-10-05 03:00:00,2025-10-05 03:00:00,LONG,123996.0,123996.0,0.85373133,0.987147,1,0.0,0.0,0.0,313.8992327515627,ML_EXIT
2025-10-05 03:05:00,2025-10-05 03:05:00,LONG,123920.2,123920.2,0.88860464,0.9592786,1,0.0,0.0,0.0,313.8992327515627,ML_EXIT
2025-10-05 03:10:00,2025-10-05 04:35:00,LONG,123638.4,124202.1,0.88203675,0.9305936,18,0.45592631415483514,1.8237052566193406,5.724596808178028,319.6238295597407,ML_EXIT
2025-10-05 08:30:00,2025-10-05 09:10:00,SHORT,124591.8,124369.9,0.81424385,0.9379506,9,0.1781016086130939,0.7124064344523756,2.277020727826687,321.90085028756744,ML_EXIT
2025-10-05 12:30:00,2025-10-05 13:50:00,SHORT,123093.5,123072.0,0.8021082,0.76905507,17,0.017466397494587445,0.06986558997834978,0.22489792819873347,322.1257482157662,ML_EXIT
2025-10-05 13:55:00,2025-10-05 14:30:00,SHORT,123113.0,123058.3,0.87705123,0.84655,8,0.04443072624336755,0.1777229049734702,0.572491237396586,322.6982394531628,ML_EXIT
2025-10-05 14:35:00,2025-10-05 14:35:00,SHORT,122993.0,122993.0,0.8656072,0.94576144,1,0.0,0.0,0.0,322.6982394531628,ML_EXIT
2025-10-05 14:50:00,2025-10-05 14:50:00,SHORT,122899.8,122899.8,0.863502,0.76856464,1,0.0,0.0,0.0,322.6982394531628,ML_EXIT
2025-10-05 14:55:00,2025-10-05 15:05:00,SHORT,122990.1,122800.7,0.86147124,0.8646738,3,0.153996134648243,0.615984538592972,1.9877712613432088,324.686010714506,ML_EXIT
2025-10-05 15:10:00,2025-10-05 15:25:00,SHORT,122900.8,122845.9,0.85410416,0.8400254,4,0.04467017301759527,0.1786806920703811,0.580151211000391,325.26616192550637,ML_EXIT
2025-10-05 16:05:00,2025-10-05 16:45:00,SHORT,123060.0,122669.9,0.8435541,0.84934574,9,0.3169998374776579,1.2679993499106317,4.124372818694683,329.39053474420103,ML_EXIT
2025-10-05 16:55:00,2025-10-05 18:05:00,SHORT,123231.3,122910.7,0.86540127,0.9157009,15,0.26016117658420046,1.0406447063368018,3.4277851629900122,332.81831990719104,ML_EXIT
2025-10-05 18:10:00,2025-10-05 18:10:00,SHORT,122936.6,122936.6,0.8536958,0.86546814,1,0.0,0.0,0.0,332.81831990719104,ML_EXIT
2025-10-05 18:20:00,2025-10-05 19:00:00,SHORT,122935.9,122921.8,0.80453235,0.81274277,9,0.01146939177245318,0.04587756708981272,0.1526889480026091,332.97100885519365,ML_EXIT
2025-10-06 04:05:00,2025-10-06 04:30:00,SHORT,123756.3,123737.0,0.81089145,0.92311823,6,0.015595165660255608,0.06238066264102243,0.20770952172636728,333.17871837692,ML_EXIT
2025-10-06 04:55:00,2025-10-06 04:55:00,SHORT,123538.8,123538.8,0.8362073,0.9595983,1,0.0,0.0,0.0,333.17871837692,ML_EXIT
2025-10-06 05:00:00,2025-10-06 05:00:00,SHORT,123512.9,123512.9,0.8488577,0.9317324,1,0.0,0.0,0.0,333.17871837692,ML_EXIT
2025-10-06 05:35:00,2025-10-06 07:30:00,SHORT,123453.9,123591.9,0.8550764,0.9401094,24,-0.11178261683106001,-0.44713046732424006,-1.4897435605036362,331.68897481641636,ML_EXIT
2025-10-06 07:45:00,2025-10-06 07:45:00,SHORT,123300.2,123300.2,0.8185525,0.97589225,1,0.0,0.0,0.0,331.68897481641636,ML_EXIT
2025-10-06 20:50:00,2025-10-06 21:10:00,SHORT,125161.2,125000.3,0.80176,0.83238816,5,0.1285542164824196,0.5142168659296784,1.7056006509352566,333.3945754673516,ML_EXIT
2025-10-06 21:55:00,2025-10-06 23:20:00,SHORT,125062.0,124679.5,0.83357817,0.90567774,18,0.3058482992435752,1.2233931969743008,4.078726555348931,337.4733020227005,ML_EXIT
2025-10-07 03:25:00,2025-10-07 03:25:00,SHORT,124094.1,124094.1,0.86124533,0.82764375,1,0.0,0.0,0.0,337.4733020227005,ML_EXIT
2025-10-07 06:20:00,2025-10-07 06:20:00,SHORT,124027.6,124027.6,0.8260838,0.9397974,1,0.0,0.0,0.0,337.4733020227005,ML_EXIT
2025-10-07 06:25:00,2025-10-07 06:25:00,SHORT,123830.7,123830.7,0.87642694,0.9948591,1,0.0,0.0,0.0,337.4733020227005,ML_EXIT
2025-10-07 06:30:00,2025-10-07 06:30:00,SHORT,123941.4,123941.4,0.90244335,0.97935474,1,0.0,0.0,0.0,337.4733020227005,ML_EXIT
2025-10-07 06:35:00,2025-10-07 06:35:00,SHORT,123893.1,123893.1,0.9078922,0.9856397,1,0.0,0.0,0.0,337.4733020227005,ML_EXIT
2025-10-07 06:40:00,2025-10-07 06:40:00,SHORT,123803.4,123803.4,0.90792274,0.99351704,1,0.0,0.0,0.0,337.4733020227005,ML_EXIT
2025-10-07 06:45:00,2025-10-07 06:45:00,SHORT,123909.1,123909.1,0.9092443,0.97527087,1,0.0,0.0,0.0,337.4733020227005,ML_EXIT
