window,total_trades,long_trades,short_trades,avg_leveraged_return,total_return_pct,win_rate,final_capital,avg_position_size
0,92,63,29,0.42431154833279794,1.179130077051177,29.347826086956523,10117.913007705118,51.937645
1,76,62,14,0.3608922770522675,-1.4315258491302119,30.263157894736842,9856.847415086979,52.131165
2,90,66,24,0.3206548792542294,-3.169702143352097,27.77777777777778,9683.02978566479,51.29992
3,85,58,27,0.349333688774723,-2.1594677838578535,29.411764705882355,9784.053221614215,50.55341
4,54,15,39,0.5229159643785689,3.3715958597709683,42.592592592592595,10337.159585977097,51.09179
5,69,25,44,0.5169766426553586,4.370609703318223,42.028985507246375,10437.060970331822,50.218235
6,79,31,48,0.607557875760059,8.909887280837411,45.56962025316456,10890.988728083741,50.04104
7,68,31,37,0.677257247573085,10.147381363785044,51.470588235294116,11014.738136378504,50.59986
8,54,23,31,0.5968491146926168,5.6927679610105955,46.2962962962963,10569.27679610106,51.217876
9,43,22,21,0.6870646910142062,6.76361686847833,58.139534883720934,10676.361686847833,50.49427
10,41,26,15,0.7124946379453843,6.499931812608356,65.85365853658537,10649.993181260836,52.034897
11,34,21,13,0.7145094470136274,5.284835002491418,67.64705882352942,10528.483500249142,52.726818
12,33,16,17,0.9648416318901559,9.264004764737292,69.6969696969697,10926.40047647373,53.37174
13,37,18,19,1.2918804717987693,16.39215681210406,72.97297297297297,11639.215681210406,52.681953
14,32,19,13,1.6145172079810997,19.915626277296,71.875,11991.5626277296,50.74127
15,17,6,11,2.6012339775844326,19.127258533748993,82.35294117647058,11912.725853374899,49.009525
16,23,13,10,1.950641340499561,18.257244577392974,73.91304347826086,11825.724457739298,52.210445
17,20,12,8,1.8205076106944975,14.187876472342614,75.0,11418.787647234261,52.010582
18,16,10,6,1.1422281798131737,6.05900334498212,68.75,10605.900334498212,52.863132
19,13,11,2,0.9240487325338517,3.2753796885452537,76.92307692307693,10327.537968854525,53.82986
20,13,11,2,0.8178710139903553,2.518605332492807,69.23076923076923,10251.86053324928,54.41297
21,5,4,1,1.4738332442570774,2.547489675224406,100.0,10254.74896752244,47.08515
22,6,6,0,1.402207239426898,2.8028949483584435,83.33333333333334,10280.289494835844,45.830814
23,9,6,3,1.5210517328442419,5.728136601364749,88.88888888888889,10572.813660136475,51.32603
24,17,4,13,0.7998013671034275,4.169664827704164,58.82352941176471,10416.966482770416,49.957943
25,20,5,15,0.9884953330694394,6.7096065063990125,65.0,10670.960650639901,49.61616
26,28,5,23,1.163535410627578,13.003226712285723,64.28571428571429,11300.322671228572,51.20082
27,40,3,37,1.0510084848921364,15.856928261418343,47.5,11585.692826141834,51.971447
28,37,2,35,1.004679461658658,12.804110099386307,43.24324324324324,11280.41100993863,51.026134
29,26,2,24,1.2013740638492572,11.91553223388466,42.30769230769231,11191.553223388466,52.37584
30,30,7,23,1.0608895218361865,11.417906025852027,50.0,11141.790602585203,51.93593
31,33,8,25,0.556017802892977,2.545271568600001,45.45454545454545,10254.52715686,49.31741
32,19,8,11,0.8703517534505862,4.77436537686257,73.68421052631578,10477.436537686257,47.22007
33,19,9,10,0.9444598164498944,5.426858533572904,73.68421052631578,10542.68585335729,47.208614
34,25,15,10,0.7751109878701157,4.98993713749369,60.0,10498.993713749369,47.353855
35,21,9,12,0.7679620179832282,4.00947836560148,52.38095238095239,10400.947836560148,46.841846
36,9,7,2,1.0317081349488437,2.8984627757849375,44.44444444444444,10289.846277578494,47.668423
37,15,6,9,2.079262427123334,13.699978044244762,66.66666666666666,11369.997804424476,48.909466
38,24,11,13,1.8125471733320748,18.87049564519215,66.66666666666666,11887.049564519215,49.93254
39,109,95,14,0.49554413577153517,3.9084443580843073,23.853211009174313,10390.84443580843,55.263416
40,124,112,12,0.443538042209754,1.0407574642027067,20.967741935483872,10104.07574642027,54.595512
41,133,113,20,0.5198059160216681,6.876991252035731,24.06015037593985,10687.699125203573,54.504025
42,132,116,16,0.5232461126333238,8.083742040414526,24.242424242424242,10808.374204041453,54.660137
43,125,111,14,0.4570453479987129,2.2831857223484073,22.400000000000002,10228.31857223484,54.58178
44,43,23,20,1.347319272290493,23.683413384362904,46.51162790697674,12368.34133843629,50.043533
45,29,7,22,2.2879369483122294,32.71692258724432,68.96551724137932,13271.692258724432,50.7851
46,27,13,14,2.281750004901496,29.828579197946308,66.66666666666666,12982.857919794631,49.655376
47,52,12,40,1.1455202737096766,21.300359646551787,32.69230769230769,12130.035964655179,52.294765
48,67,28,39,1.1625816435220553,29.635795227872457,31.343283582089555,12963.579522787246,52.15896
49,58,26,32,1.199741315665457,25.86211827595793,31.03448275862069,12586.211827595793,52.57166
50,62,32,30,0.7655268690619006,11.658046515721288,27.419354838709676,11165.804651572129,52.637856
51,71,41,30,0.6481133461203155,8.571752210283412,23.943661971830984,10857.175221028341,55.051685
52,44,42,2,0.9674815571185517,13.006993729804561,36.36363636363637,11300.699372980456,54.907043
53,31,29,2,1.1274292883879202,11.75791352186956,45.16129032258064,11175.791352186956,56.736862
54,31,29,2,1.0663673004749241,10.746401991672592,41.935483870967744,11074.64019916726,57.262665
55,25,23,2,1.4450646850199094,13.623412198201368,48.0,11362.341219820137,58.266865
56,10,7,3,3.3136904230969564,15.355050855981917,100.0,11535.505085598192,48.4076
57,8,6,2,2.6584290627766407,9.087235459130424,100.0,10908.723545913042,48.523766
58,7,4,3,1.93682306629995,5.575880423013205,85.71428571428571,10557.58804230132,51.687176
59,10,7,3,1.591937963436962,6.283201136387961,80.0,10628.320113638796,50.983192
60,10,7,3,1.5226641244080121,6.396207381252789,80.0,10639.620738125279,52.82577
61,17,14,3,1.8361831158340076,14.516957435782771,76.47058823529412,11451.695743578277,54.414593
62,18,14,4,1.8206608768243384,14.914898179192459,77.77777777777779,11491.489817919246,53.46137
63,16,12,4,2.08475065254325,15.289241482824565,81.25,11528.924148282456,52.786697
64,12,8,4,2.097771619232289,11.532048445467098,83.33333333333334,11153.20484454671,53.922485
65,15,9,6,2.3261416737219673,16.45132916437009,86.66666666666667,11645.132916437009,53.97747
66,11,5,6,2.9015389846501765,14.469742430262594,100.0,11446.97424302626,50.482933
67,13,9,4,2.6702992717756455,15.599053439262933,100.0,11559.905343926293,49.946056
68,18,9,9,2.4045713122777874,18.937787442396477,88.88888888888889,11893.778744239647,49.60252
69,24,12,12,2.7053707448858346,31.856179671589107,91.66666666666666,13185.61796715891,49.79314
70,24,10,14,2.5277834224545317,29.065148166966793,91.66666666666666,12906.51481669668,49.067173
71,20,7,13,2.4978835918746722,23.52836990261034,90.0,12352.836990261034,49.38324
72,33,20,13,1.6452212777878654,22.30489046617364,54.54545454545454,12230.489046617364,58.80233
73,28,20,8,1.851814222604526,24.00417902119207,57.14285714285714,12400.417902119207,61.334248
74,28,24,4,1.6479616737174803,20.112842934933852,53.57142857142857,12011.284293493385,61.789715
75,26,25,1,1.745427293656792,20.275455697432516,50.0,12027.545569743252,62.51174
76,31,27,4,1.7522187553978967,24.574331697996094,54.83870967741935,12457.43316979961,60.88598
77,16,10,6,2.3185128267023494,18.8343854955664,81.25,11883.43854955664,52.15026
78,25,19,6,1.8352438220887664,22.847756966452252,60.0,12284.775696645225,56.21288
79,27,21,6,1.1973548566308918,14.263867142723557,59.25925925925925,11426.386714272356,59.897907
80,29,21,8,1.413743552169368,19.51334912819082,62.06896551724138,11951.334912819082,59.839024
81,28,22,6,2.1983327216580575,32.60259501971217,67.85714285714286,13260.259501971217,61.09738
82,45,24,21,1.8080468207243614,42.29331602900142,62.22222222222222,14229.331602900142,58.82919
83,38,14,24,2.1119746500972982,42.36813878339211,76.31578947368422,14236.813878339211,57.218586
84,38,9,29,4.917305127345034,138.40986752068733,81.57894736842105,23840.986752068733,55.332817
85,41,15,26,4.476035065104492,137.7397014216172,75.60975609756098,23773.97014216172,56.291378
86,44,16,28,4.257446751891275,139.82993679080863,75.0,23982.993679080864,55.424995
87,39,20,19,5.317335470603419,173.8923663237045,84.61538461538461,27389.23663237045,56.482445
88,36,20,16,4.817897694335378,146.56877540360128,86.11111111111111,24656.87754036013,56.28612
89,37,23,14,3.2419877563406434,74.41016376537438,83.78378378378379,17441.01637653744,53.428288
90,42,22,20,3.5887007145934042,107.69526397221058,90.47619047619048,20769.52639722106,54.51429
91,35,20,15,3.734514463602644,89.62330400306008,94.28571428571428,18962.330400306008,54.793488
92,29,17,12,3.6879879930443007,70.7179518600025,96.55172413793103,17071.79518600025,55.698032
93,29,19,10,3.766744516128727,73.69319459388237,96.55172413793103,17369.319459388236,56.196384
94,32,15,17,2.6353920070636514,50.80818920053811,84.375,15080.81892005381,54.35543
95,24,9,15,3.8980845068887735,62.79121011365347,83.33333333333334,16279.121011365347,53.167717
96,26,7,19,3.91475143739863,71.84472274801028,80.76923076923077,17184.472274801028,54.37161
97,23,5,18,3.8273273616590795,59.087812493751876,78.26086956521739,15908.781249375188,53.307087
98,43,26,17,1.7800784806733336,44.35558984114844,44.18604651162791,14435.558984114845,49.13747
