entry_time,exit_time,side,entry_price,exit_price,entry_prob,exit_prob,hold_candles,pnl,balance,exit_reason
2025-09-28 07:15:00,2025-09-28 17:15:00,LONG,109393.7,110230.4,0.8633739,0.1305235,120,290.64379392963116,10290.643793929632,Max Hold
2025-09-28 18:00:00,2025-09-29 04:00:00,LONG,110155.7,111790.8,0.85921896,0.0106172,120,580.4482231634561,10871.092017093088,Max Hold
2025-09-29 04:05:00,2025-09-29 14:05:00,LONG,111809.5,113469.8,0.90321,0.19384415,120,613.4294625118868,11484.521479604975,Max Hold
2025-09-29 23:40:00,2025-09-30 09:40:00,SHORT,114181.3,112947.1,0.84338045,0.07899318,120,471.72300857047526,11956.24448817545,Max Hold
2025-09-30 09:45:00,2025-09-30 19:45:00,LONG,112855.8,114278.0,0.8875211,0.29652563,120,572.5523142108402,12528.79680238629,Max Hold
2025-10-01 04:20:00,2025-10-01 14:20:00,LONG,114408.5,117091.1,0.8512346,0.17238165,120,1116.3248460377492,13645.12164842404,Max Hold
2025-10-01 17:45:00,2025-10-02 03:45:00,LONG,116960.9,118736.9,0.8612148,0.22043437,120,787.3417268581564,14432.463375282196,Max Hold
2025-10-02 05:15:00,2025-10-02 15:15:00,LONG,118409.0,119077.9,0.8686848,0.44534114,120,309.8136463998469,14742.277021682043,Max Hold
2025-10-02 19:00:00,2025-10-03 05:00:00,SHORT,120593.3,119902.1,0.81811535,0.0061096735,120,321.09142990588214,15063.368451587925,Max Hold
2025-10-03 16:10:00,2025-10-04 02:10:00,SHORT,123063.1,121829.5,0.8421049,0.021695197,120,573.7889832381925,15637.157434826117,Max Hold
2025-10-04 16:35:00,2025-10-05 02:35:00,LONG,121795.5,123808.8,0.89165944,0.07741571,120,982.2423524796462,16619.399787305763,Max Hold
2025-10-05 04:45:00,2025-10-05 14:45:00,SHORT,125271.1,122839.6,0.91198,0.009194402,120,1225.8076141645522,17845.207401470314,Max Hold
2025-10-05 14:50:00,2025-10-06 00:50:00,LONG,122899.8,123119.7,0.90190274,0.027671644,120,121.3330876764342,17966.540489146748,Max Hold
2025-10-06 04:40:00,2025-10-06 14:40:00,LONG,123676.9,124680.3,0.90301746,0.03990586,120,553.9028028829799,18520.44329202973,Max Hold
2025-10-06 18:40:00,2025-10-07 04:40:00,SHORT,125405.4,124536.0,0.81370896,0.005243182,120,487.90848649854036,19008.35177852827,Max Hold
2025-10-07 04:45:00,2025-10-07 14:45:00,SHORT,124478.9,122779.5,0.8790225,0.020734427,120,986.115827238489,19994.46760576676,Max Hold
2025-10-07 14:50:00,2025-10-08 00:50:00,SHORT,122633.8,121950.2,0.8927105,0.025222663,120,423.53110325333336,20417.998709020092,Max Hold
2025-10-08 03:10:00,2025-10-08 13:10:00,LONG,121687.3,122604.4,0.86554974,0.029937558,120,584.7472755247273,21002.74598454482,Max Hold
