entry_time,exit_time,side,entry_price,exit_price,position_size_pct,pnl_pct,pnl_usd,commission_usd,net_pnl_usd,exit_reason,hold_time
2025-07-09 11:40:00,2025-07-09 13:05:00,LONG,109009.1,109691.6,0.95,2.5043780748579705,237.91591711150718,38.118957958555754,199.79695915295144,ML_EXIT,17
2025-07-09 13:10:00,2025-07-09 13:15:00,LONG,109666.1,109629.9,0.8875118494033813,-0.13203715642303918,-11.718453653012764,35.494613612528966,-47.21306726554173,ML_EXIT,1
2025-07-09 13:15:00,2025-07-09 13:20:00,LONG,109629.9,109557.0,0.95,-0.2659858305078968,-25.268653898250196,37.987365673050874,-63.25601957130107,ML_EXIT,1
2025-07-09 13:20:00,2025-07-09 13:25:00,LONG,109557.0,109538.4,0.95,-0.06790985514391895,-6.4514362386723,37.99677428188066,-44.44821052055296,ML_EXIT,1
2025-07-09 13:25:00,2025-07-09 13:30:00,LONG,109538.4,109415.7,0.95,-0.44806204947305084,-42.56589469993983,37.978717052650026,-80.54461175258986,ML_EXIT,1
2025-07-09 13:30:00,2025-07-09 13:35:00,LONG,109415.7,109417.3,0.95,0.005849251981226902,0.5556789382165557,38.000277839469106,-37.44459890125255,ML_EXIT,1
2025-07-09 13:35:00,2025-07-09 13:40:00,LONG,109417.3,109413.7,0.95,-0.013160624508211483,-1.250259328280091,37.99937487033586,-39.24963419861595,ML_EXIT,1
2025-07-09 13:40:00,2025-07-09 13:45:00,LONG,109413.7,109516.5,0.95,0.3758213093972799,35.70302439274159,38.01785151219637,-2.314827119454783,ML_EXIT,1
2025-07-09 11:40:00,2025-07-09 13:05:00,LONG,109009.1,109691.6,0.95,2.5043780748579705,237.91591711150718,38.118957958555754,199.79695915295144,ML_EXIT,17
2025-07-09 13:10:00,2025-07-09 13:15:00,LONG,109666.1,109629.9,0.8875118494033813,-0.13203715642303918,-11.718453653012764,35.494613612528966,-47.21306726554173,ML_EXIT,1
2025-07-09 13:15:00,2025-07-09 13:20:00,LONG,109629.9,109557.0,0.95,-0.2659858305078968,-25.268653898250196,37.987365673050874,-63.25601957130107,ML_EXIT,1
2025-07-09 13:20:00,2025-07-09 13:25:00,LONG,109557.0,109538.4,0.95,-0.06790985514391895,-6.4514362386723,37.99677428188066,-44.44821052055296,ML_EXIT,1
2025-07-09 13:25:00,2025-07-09 13:30:00,LONG,109538.4,109415.7,0.95,-0.44806204947305084,-42.56589469993983,37.978717052650026,-80.54461175258986,ML_EXIT,1
2025-07-09 13:30:00,2025-07-09 13:35:00,LONG,109415.7,109417.3,0.95,0.005849251981226902,0.5556789382165557,38.000277839469106,-37.44459890125255,ML_EXIT,1
2025-07-09 13:35:00,2025-07-09 13:40:00,LONG,109417.3,109413.7,0.95,-0.013160624508211483,-1.250259328280091,37.99937487033586,-39.24963419861595,ML_EXIT,1
2025-07-09 13:40:00,2025-07-09 13:45:00,LONG,109413.7,109516.5,0.95,0.3758213093972799,35.70302439274159,38.01785151219637,-2.314827119454783,ML_EXIT,1
2025-07-09 13:45:00,2025-07-09 14:35:00,LONG,109516.5,108549.7,0.95,-3.531157405505117,-335.4599535229861,37.83227002323851,-373.2922235462246,STOP_LOSS,10
2025-07-09 14:35:00,2025-07-09 19:50:00,LONG,108549.7,111850.0,0.95,12.161433886966073,1155.336219261777,38.57766810963089,1116.758551152146,ML_EXIT,63
2025-07-09 11:40:00,2025-07-09 13:05:00,LONG,109009.1,109691.6,0.95,2.5043780748579705,237.91591711150718,38.118957958555754,199.79695915295144,ML_EXIT,17
2025-07-09 13:10:00,2025-07-09 13:15:00,LONG,109666.1,109629.9,0.8875118494033813,-0.13203715642303918,-11.718453653012764,35.494613612528966,-47.21306726554173,ML_EXIT,1
2025-07-09 13:15:00,2025-07-09 13:20:00,LONG,109629.9,109557.0,0.95,-0.2659858305078968,-25.268653898250196,37.987365673050874,-63.25601957130107,ML_EXIT,1
2025-07-09 13:20:00,2025-07-09 13:25:00,LONG,109557.0,109538.4,0.95,-0.06790985514391895,-6.4514362386723,37.99677428188066,-44.44821052055296,ML_EXIT,1
2025-07-09 13:25:00,2025-07-09 13:30:00,LONG,109538.4,109415.7,0.95,-0.44806204947305084,-42.56589469993983,37.978717052650026,-80.54461175258986,ML_EXIT,1
2025-07-09 13:30:00,2025-07-09 13:35:00,LONG,109415.7,109417.3,0.95,0.005849251981226902,0.5556789382165557,38.000277839469106,-37.44459890125255,ML_EXIT,1
2025-07-09 13:35:00,2025-07-09 13:40:00,LONG,109417.3,109413.7,0.95,-0.013160624508211483,-1.250259328280091,37.99937487033586,-39.24963419861595,ML_EXIT,1
2025-07-09 13:40:00,2025-07-09 13:45:00,LONG,109413.7,109516.5,0.95,0.3758213093972799,35.70302439274159,38.01785151219637,-2.314827119454783,ML_EXIT,1
2025-07-09 13:45:00,2025-07-09 14:35:00,LONG,109516.5,108549.7,0.95,-3.531157405505117,-335.4599535229861,37.83227002323851,-373.2922235462246,STOP_LOSS,10
2025-07-09 14:35:00,2025-07-09 19:50:00,LONG,108549.7,111850.0,0.95,12.161433886966073,1155.336219261777,38.57766810963089,1116.758551152146,ML_EXIT,63
2025-07-10 09:10:00,2025-07-10 16:15:00,LONG,111122.8,111673.9,0.95,1.9837513093622237,188.45637438941125,38.0942281871947,150.36214620221654,ML_EXIT,85
2025-07-10 16:15:00,2025-07-10 17:50:00,LONG,111673.9,113715.3,0.8374276161193848,7.312003968698179,612.3274203185036,33.80327067427058,578.524149644233,ML_EXIT,19
2025-07-10 17:50:00,2025-07-10 17:55:00,LONG,113715.3,113685.3,0.95,-0.10552669693524092,-10.025036208847887,37.99498748189558,-48.020023690743464,ML_EXIT,1
2025-07-10 17:55:00,2025-07-10 18:00:00,LONG,113685.3,113554.4,0.95,-0.4605696602815271,-43.75411772674507,37.97812294113663,-81.73224066788171,ML_EXIT,1
2025-07-10 18:00:00,2025-07-10 18:05:00,LONG,113554.4,113378.5,0.95,-0.6196149158464813,-58.86341700541573,37.970568291497294,-96.83398529691303,ML_EXIT,1
2025-07-10 18:05:00,2025-07-10 18:15:00,LONG,113378.5,113485.6,0.95,0.37784941589456844,35.895694509984004,38.017947847254995,-2.1222533372709904,ML_EXIT,2
2025-07-10 18:15:00,2025-07-10 19:00:00,LONG,113485.6,113507.5,0.95,0.07719041006081538,7.333088955777462,38.00366654447789,-30.670577588700425,ML_EXIT,9
2025-07-10 19:00:00,2025-07-10 19:05:00,LONG,113507.5,113561.5,0.95,0.1902957954320199,18.07810056604189,38.00903905028302,-19.930938484241132,ML_EXIT,1
2025-07-10 19:05:00,2025-07-10 19:10:00,LONG,113561.5,113594.3,0.95,0.11553211255576198,10.975550692797388,38.005487775346396,-27.029937082549008,ML_EXIT,1
2025-07-10 19:10:00,2025-07-10 19:15:00,LONG,113594.3,113540.8,0.95,-0.18838973434406478,-17.897024762686154,37.99105148761866,-55.88807625030482,ML_EXIT,1
2025-07-10 19:15:00,2025-07-10 21:15:00,LONG,113540.8,116480.1,0.95,10.3550441779519,983.7291969054305,38.49186459845272,945.2373323069778,ML_EXIT,24
2025-07-10 22:20:00,2025-07-10 22:25:00,LONG,115910.0,115900.1,0.95,-0.03416443792595696,-3.2456216029659117,37.99837718919852,-41.24399879216443,ML_EXIT,1
2025-07-10 22:25:00,2025-07-10 22:30:00,LONG,115900.1,115854.2,0.95,-0.15841228782376798,-15.049167343257958,37.992475416328375,-53.04164275958633,ML_EXIT,1
2025-07-10 22:30:00,2025-07-10 22:35:00,LONG,115854.2,115796.1,0.95,-0.20059695720998036,-19.056710934948132,37.990471644532526,-57.04718257948066,ML_EXIT,1
