config_name,threshold,avg_return,vs_bh,avg_trades,win_rate,sharpe,max_dd,p_value
lookahead3_thresh1,0.3,-2.1013484695779288,-2.0104032750507645,18.454545454545453,47.581569170966986,1.2962225715137705,3.8762879138650788,0.00459930549300668
lookahead3_thresh1,0.4,-1.7404096640579503,-1.6494644695307863,17.727272727272727,46.88027981962685,1.5317809081407738,3.564133614761676,0.017268798534990193
lookahead5_thresh1,0.3,-1.954286444901956,-1.8633412503747921,18.545454545454547,45.92691521452275,1.249252645738443,3.6791389539848236,0.0090320637159838
lookahead5_thresh2,0.3,-1.889421479845248,-1.798476285318084,18.454545454545453,47.173483082573995,1.3395696431670367,3.646049292211599,0.014419546569646984
