entry_time,exit_time,side,entry_price,exit_price,entry_prob,exit_prob,hold_candles,pnl,balance,exit_reason
2025-10-03 21:55:00,2025-10-03 23:10:00,SHORT,122248.3,122239.3,0.8001327,0.80597436,15,2.7975849152912553,10002.797584915292,ML Exit
2025-10-03 23:15:00,2025-10-03 23:25:00,SHORT,122278.7,122219.1,0.8842452,0.84396654,2,18.526804725854,10021.324389641146,ML Exit
2025-10-03 23:30:00,2025-10-04 00:00:00,SHORT,122226.4,122064.3,0.87543535,0.79276365,6,50.50410874844403,10071.82849838959,ML Exit
2025-10-04 00:05:00,2025-10-04 01:50:00,SHORT,122181.8,121655.7,0.8625216,0.89786047,21,164.79866966611004,10236.6271680557,ML Exit
2025-10-04 01:55:00,2025-10-04 04:40:00,SHORT,121820.8,122440.0,0.8785351,0.8077307,33,-197.7197183186141,10038.907449737086,ML Exit
2025-10-04 04:45:00,2025-10-04 05:10:00,SHORT,122428.0,122598.6,0.833222,0.8189429,5,-53.15796158979792,9985.749488147289,ML Exit
2025-10-04 16:40:00,2025-10-04 18:50:00,SHORT,121784.9,121546.0,0.8037562,0.7675691,26,74.43667564968769,10060.186163796976,ML Exit
2025-10-05 08:15:00,2025-10-05 09:25:00,SHORT,124619.9,123964.9,0.8033145,0.81101155,14,200.92941305273612,10261.115576849712,ML Exit
2025-10-05 14:20:00,2025-10-05 14:35:00,SHORT,123145.4,122993.0,0.8641722,0.8631153,3,48.255292141362794,10309.370868991075,ML Exit
2025-10-05 14:40:00,2025-10-05 14:45:00,SHORT,122867.1,122839.6,0.8586608,0.83878654,1,8.768248422967314,10318.139117414043,ML Exit
2025-10-05 14:50:00,2025-10-05 15:00:00,SHORT,122899.8,122895.1,0.8921335,0.79351074,2,1.4994488570111641,10319.638566271055,ML Exit
2025-10-05 15:05:00,2025-10-05 16:45:00,SHORT,122800.7,122669.9,0.8775248,0.8023194,20,41.769087252592854,10361.407653523647,ML Exit
2025-10-05 16:50:00,2025-10-05 18:05:00,SHORT,122873.2,122910.7,0.89816386,0.8315892,15,-12.016457540188744,10349.391195983459,ML Exit
2025-10-05 18:10:00,2025-10-05 18:20:00,SHORT,122936.6,122935.9,0.8862277,0.8205024,2,0.22393152715931494,10349.615127510619,ML Exit
2025-10-05 18:25:00,2025-10-05 19:05:00,SHORT,123005.7,122791.2,0.88965106,0.81850475,8,68.58195425442808,10418.197081765047,ML Exit
2025-10-05 19:20:00,2025-10-06 00:15:00,SHORT,122899.8,124301.8,0.8075682,0.95453095,59,-451.6198299168222,9966.577251848224,ML Exit
2025-10-06 05:35:00,2025-10-06 07:30:00,SHORT,123453.9,123591.9,0.8103967,0.88148797,23,-42.33542327029935,9924.241828577926,ML Exit
2025-10-06 20:00:00,2025-10-06 20:10:00,SHORT,125288.0,125301.6,0.80168545,0.9129208,2,-4.093646779429209,9920.148181798497,ML Exit
2025-10-06 20:15:00,2025-10-06 20:20:00,SHORT,125138.2,125100.7,0.8196893,0.819688,1,11.296479539471447,9931.444661337968,ML Exit
2025-10-06 20:40:00,2025-10-06 21:20:00,SHORT,125149.8,124715.9,0.8169141,0.833251,8,130.8445126281272,10062.289173966095,ML Exit
2025-10-06 21:25:00,2025-10-06 21:30:00,SHORT,124749.0,124585.2,0.8632674,0.8864283,1,50.206184205433054,10112.495358171529,ML Exit
2025-10-06 21:40:00,2025-10-07 06:10:00,SHORT,124959.2,124233.2,0.8085258,0.8016477,102,223.25968951564684,10335.755047687177,ML Exit
2025-10-07 06:20:00,2025-10-07 06:25:00,SHORT,124027.6,123830.7,0.8363783,0.9029835,1,62.352400931573634,10398.10744861875,ML Exit
2025-10-07 06:30:00,2025-10-07 08:00:00,SHORT,123941.4,123502.5,0.8455128,0.7971026,18,139.92234689099118,10538.029795509741,ML Exit
2025-10-07 08:05:00,2025-10-07 08:15:00,SHORT,123631.1,123395.9,0.8709066,0.8207512,2,76.18204084599468,10614.211836355737,ML Exit
