threshold,long_coverage_pct,short_coverage_pct
0.15,0.0,18.15251084934904
0.2,0.0,3.732176069435834
0.25,0.0,2.5418474891506513
0.3,0.0,0.0
0.35,0.0,0.0
0.4,0.0,0.0
0.5,0.0,0.0
0.6,0.0,0.0
0.7,0.0,0.0
0.75,0.0,0.0
