window,total_trades,long_trades,short_trades,avg_leveraged_return,total_return_pct,win_rate,final_capital,avg_position_size
0,71,56,15,0.6181999776105709,7.854779289616963,32.3943661971831,10785.477928961696,51.390434
1,63,55,8,0.5054624833757214,3.1543194495997886,25.396825396825395,10315.431944959979,51.547684
2,66,57,9,0.5158178010268175,3.5218890003925662,27.27272727272727,10352.188900039257,51.121582
3,55,48,7,0.7361550346194109,8.684665160080893,25.454545454545453,10868.46651600809,51.349743
4,21,7,14,1.3721164051044863,10.356037641726271,61.904761904761905,11035.603764172627,51.715057
5,31,12,19,1.2991052960821292,14.574071130039046,64.51612903225806,11457.407113003905,50.590942
6,38,16,22,1.4699419036874457,21.991747529243312,71.05263157894737,12199.174752924331,50.29766
7,35,14,21,1.6333129200697443,23.927467052051487,71.42857142857143,12392.746705205149,50.77598
8,31,11,20,1.1853703586922466,12.82082640782437,67.74193548387096,11282.082640782437,50.713177
9,23,10,13,1.573953991935691,14.323009008587142,82.6086956521739,11432.300900858714,49.968
10,24,16,8,1.1334314575461981,9.061251026149368,75.0,10906.125102614937,52.598118
11,19,12,7,0.9025670431729604,4.400574731243505,68.42105263157895,10440.05747312435,52.893276
12,22,14,8,1.2746673310955519,9.121239374961569,68.18181818181817,10912.123937496157,52.599983
13,27,17,10,1.1586436731828174,9.035059588913972,70.37037037037037,10903.505958891397,51.833206
14,25,18,7,1.6490260652957445,15.71341045210078,76.0,11571.341045210078,50.614727
15,12,6,6,2.708189181375546,14.049001622154991,91.66666666666666,11404.9001622155,48.340782
16,11,7,4,2.4303270565308788,11.502590352558036,90.9090909090909,11150.259035255804,49.2135
17,6,3,3,4.0053112079964555,11.630203430953625,100.0,11163.020343095362,48.63869
18,5,2,3,4.144946623166586,9.781021055153197,100.0,10978.10210551532,48.921997
19,4,3,1,3.098729995961367,5.408859365373428,100.0,10540.885936537343,47.846
20,3,2,1,3.6267760707222845,4.545012892568175,100.0,10454.501289256817,45.63856
21,4,3,1,3.141015137175768,5.136314155436394,100.0,10513.63141554364,45.250805
22,5,5,0,1.5953227552262337,2.7827708155600703,100.0,10278.277081556007,46.341507
23,5,4,1,2.2455441342999602,4.689358944121123,100.0,10468.935894412112,47.749416
24,7,3,4,1.8770185090274276,5.235864739113949,100.0,10523.586473911395,47.013577
25,9,3,6,1.8615338376201656,6.5495628825243335,100.0,10654.956288252433,46.43521
26,12,3,9,2.5178999424653496,13.44049427412221,100.0,11344.049427412221,46.8264
27,18,1,17,2.191388322487145,18.562679283251672,66.66666666666666,11856.267928325167,49.382046
28,18,1,17,2.078694160295825,17.24834528972182,66.66666666666666,11724.834528972182,49.298172
29,14,1,13,2.3023161743932423,15.354175918825314,57.14285714285714,11535.417591882531,50.505608
30,14,2,12,1.925444752176089,12.55839163295941,57.14285714285714,11255.839163295941,50.706238
31,13,3,10,0.43828467059804355,-0.2489301450088169,38.46153846153847,9975.106985499118,49.52497
32,6,3,3,0.9394010615436968,0.9638060513550227,83.33333333333334,10096.380605135502,46.663918
33,6,4,2,1.542946370711893,2.5895101728575356,83.33333333333334,10258.951017285754,46.62765
34,6,4,2,1.542946370711893,2.5895101728575356,83.33333333333334,10258.951017285754,46.62765
35,6,2,4,3.7850777633272887,10.567040380871731,83.33333333333334,11056.704038087173,47.385406
36,3,2,1,6.210092632151532,9.152632169497139,100.0,10915.263216949714,50.68953
37,4,1,3,6.594338340407557,12.571439232951015,100.0,11257.143923295102,48.552364
38,10,4,6,4.130123096829028,19.897200917750794,90.0,11989.72009177508,50.537884
39,53,46,7,0.7592722842734715,8.577013700383995,24.528301886792452,10857.7013700384,55.012245
40,54,49,5,0.6552439942169357,5.786444817470292,25.925925925925924,10578.64448174703,54.74915
41,60,50,10,0.8743321078970894,13.976974899593534,30.0,11397.697489959353,54.396473
42,63,52,11,1.0794152616737016,25.265353667801467,33.33333333333333,12526.535366780146,54.994846
43,59,49,10,0.9056562669324336,15.903662482303643,30.508474576271187,11590.366248230364,54.736614
44,17,6,11,3.5967120348596637,32.91050969967792,88.23529411764706,13291.050969967791,52.31085
45,18,5,13,3.9656287583981,39.96112878737735,83.33333333333334,13996.112878737735,53.0864
46,16,8,8,4.104955261880624,35.83843061739042,100.0,13583.843061739042,51.931328
47,29,7,22,2.148351607653172,28.890831760417424,58.620689655172406,12889.083176041742,52.95053
48,33,12,21,2.3964682444296583,42.05083377211546,57.57575757575758,14205.083377211546,53.719543
49,31,11,20,2.224610048091747,32.27128075113482,54.83870967741935,13227.128075113482,52.8593
50,28,10,18,1.5409429305766822,16.917257101331344,50.0,11691.725710133134,53.03611
51,25,7,18,1.4185416323936701,12.874218283521241,40.0,11287.421828352124,53.22926
52,10,9,1,3.486927590317865,16.710453645916076,70.0,11671.045364591608,49.576824
53,6,5,1,3.85705758713663,10.906772934707387,83.33333333333334,11090.677293470739,48.587666
54,6,5,1,4.01796904515487,11.704101002506922,83.33333333333334,11170.410100250692,49.78437
55,7,6,1,3.747270855830313,12.498338208330642,85.71428571428571,11249.833820833064,48.664913
56,7,6,1,4.283420504279757,14.364892642190096,100.0,11436.48926421901,48.55364
57,6,5,1,3.2689818025844954,8.45428214987136,100.0,10845.428214987136,47.136593
58,3,1,2,2.1695881315391423,3.3254767277728936,100.0,10332.54767277729,55.302834
59,5,3,2,1.952077882115001,4.561398111280159,100.0,10456.139811128016,51.99854
60,7,5,2,2.0756785687490393,6.729001110907502,100.0,10672.90011109075,51.99122
61,9,6,3,2.9316130833653515,12.477724759583761,100.0,11247.772475958376,51.137268
62,9,6,3,2.7133903742816043,10.52575328896819,88.88888888888889,11052.575328896819,49.242516
63,5,1,4,4.257874958220487,9.935228472945782,100.0,10993.522847294578,49.96005
64,5,1,4,4.257874958220487,9.935228472945782,100.0,10993.522847294578,49.96005
65,5,0,5,3.876310147229709,9.227669127214796,100.0,10922.76691272148,52.312614
66,7,2,5,3.2546876608883606,10.588153849581012,100.0,11058.815384958101,51.71601
67,6,3,3,3.4784014775435073,8.782226017871798,100.0,10878.22260178718,47.41648
68,10,4,6,3.3206111254743145,14.82483047732725,90.0,11482.483047732725,48.676197
69,14,6,8,3.253353030516641,20.873891870968382,92.85714285714286,12087.389187096838,48.190098
70,14,5,9,3.0913446604651584,19.945813238650498,92.85714285714286,11994.58132386505,48.378387
71,12,4,8,2.9824359057757044,16.02519842471518,91.66666666666666,11602.519842471518,48.14603
72,17,11,6,1.8485276716993702,12.348643436204693,70.58823529411765,11234.86434362047,57.027042
