candles_to_trough,trough_pnl,candles_to_recovery,bounce_speed_10candles,entry_volume_ratio,trough_volume_ratio,volume_spike_at_trough,volume_increase_after_trough,entry_rsi,trough_rsi,rsi_change,rsi_divergence,trough_rsi_oversold
8,0.008760847414742177,,,1.401394336316659,1.5270812749970128,True,1.4926152526958851,38.83235444403585,31.120274680860874,-7.712079763174977,False,False
7,0.007995134140488911,,,0.48427793355918586,1.4813621972658142,False,1.4926152526958851,37.56722168480759,31.120274680860874,-6.446947003946718,False,False
9,0.010432008167953595,4.0,-0.0019179372965564003,0.44710599603417733,1.610181165501426,True,1.091559688311369,58.24519093674518,29.229845626637157,-29.015345310108025,False,True
8,0.009542106621225632,4.0,-0.0019179372965564003,0.6933045995671121,1.7192051436256175,True,1.091559688311369,55.1304894471974,29.229845626637157,-25.90064382056024,False,True
7,0.008676796983406692,4.0,-0.0019179372965564003,0.2988887688948554,1.7382588319249763,True,1.091559688311369,52.21191605425319,29.229845626637157,-22.98207042761603,False,True
6,0.0077989704881224935,4.0,-0.0019179372965564003,0.4055696282300456,1.8021497819226526,True,1.091559688311369,49.3620147522732,29.229845626637157,-20.13216912563604,False,True
4,0.007346765989116433,4.0,-0.0019179372965564003,0.20235686296184904,2.1513075299165973,True,1.091559688311369,47.87504248620679,29.229845626637157,-18.64519685956963,False,True
3,0.007187464788251483,4.0,-0.0019179372965564003,1.189260636249447,2.247216993525214,True,1.091559688311369,47.30850293451318,29.229845626637157,-18.07865730787602,False,True
95,0.009347958184938191,,,6.8414632197580545,1.3113109133983825,False,1.042942274319767,70.04017845269075,44.241052062915145,-25.79912638977561,True,False
94,0.00887269853918552,,,0.9350272009051376,0.9142439488989075,False,1.042942274319767,61.857737551181,44.241052062915145,-17.61668548826586,True,False
9,0.009342437428970568,,,0.4590600549486759,7.071811268644788,True,0.7109006264481249,48.170855847703784,24.33446603015328,-23.836389817550504,False,True
8,0.009957898559740665,,,0.4461717736857456,7.139320394066399,True,0.7109006264481249,51.467575373869536,24.33446603015328,-27.133109343716256,False,True
7,0.01076956935162498,,,0.18758869538056513,7.067459891481443,True,0.7109006264481249,55.493974626520995,24.33446603015328,-31.159508596367715,False,True
6,0.008910575290910782,,,0.26225299425519655,7.087839887709546,True,0.7109006264481249,46.07553742606615,24.33446603015328,-21.74107139591287,False,True
4,0.007672097663570301,,,0.4269579950939483,6.745487191158991,True,0.7109006264481249,41.96208559244884,24.33446603015328,-17.627619562295557,False,True
10,0.011209854993621189,0.0,0.005935544409415937,0.21069516344392247,2.048449844518673,True,0.900369964779353,68.33054527915765,24.539652084796472,-43.790893194361175,False,True
9,0.010911931680657893,0.0,0.005935544409415937,0.6000267017604088,2.05780022056581,True,0.900369964779353,66.32267275252077,24.539652084796472,-41.7830206677243,False,True
8,0.009965805982157027,0.0,0.005935544409415937,0.3554725056682891,2.0213935560190146,True,0.900369964779353,60.27306146452527,24.539652084796472,-35.7334093797288,False,True
6,0.009209257916910171,0.0,0.005935544409415937,0.3874256298131037,2.262586217675905,True,0.900369964779353,55.62464377971433,24.539652084796472,-31.08499169491786,False,True
5,0.0086638933062077,0.0,0.005935544409415937,1.287337914498052,2.525656928956943,True,0.900369964779353,52.455272990698546,24.539652084796472,-27.915620905902074,False,True
4,0.006746217667563833,0.0,0.005935544409415937,1.3724298412722613,2.5882910015270344,True,0.900369964779353,43.164935364393614,24.539652084796472,-18.62528327959714,False,True
89,0.015604009420530238,,,0.9960312469780909,2.5055502918318644,True,1.482807565302355,27.559834053053393,17.180937699570322,-10.378896353483071,False,True
88,0.014705352255304071,,,1.5031130154745393,2.434148997688846,True,1.482807565302355,25.554378084392212,17.180937699570322,-8.37344038482189,False,True
87,0.01480115505672605,,,1.777348530324851,2.415650513851711,True,1.482807565302355,26.170661249681842,17.180937699570322,-8.98972355011152,False,True
86,0.014828405898170114,4.0,0.0,1.465335992790428,2.312260357170986,True,1.482807565302355,26.35743278806015,17.180937699570322,-9.17649508848983,False,True
85,0.015697164645201777,4.0,0.0,2.100852424592978,2.25269656159116,True,1.482807565302355,32.24732414541249,17.180937699570322,-15.06638644584217,False,True
84,0.014792071107892322,4.0,0.0,0.6474719091308689,2.096749013439032,True,1.482807565302355,29.592010785374853,17.180937699570322,-12.411073085804532,False,True
91,0.022011523069157594,,,0.3975092116381308,2.71922601621218,True,0.7001921984886209,63.933844177849295,28.36980419677792,-35.564039981071375,False,True
81,0.016670341823225507,4.0,0.003356688158558362,0.7934465600360551,1.060371284312926,False,0.804373999822004,42.11139682386798,33.21198321699647,-8.899413606871505,False,False
80,0.015711865449144526,4.0,0.003356688158558362,0.25920372303988504,1.0683315665320525,False,0.804373999822004,38.850273427551826,33.21198321699647,-5.638290210555354,False,False
79,0.01653956228956224,4.0,0.003356688158558362,0.24102454284094216,1.2169043023428714,False,0.804373999822004,42.95780249780247,33.21198321699647,-9.745819280805996,False,False
78,0.017019468609601324,4.0,0.003356688158558362,7.96188976903143,1.2964345510729849,False,0.804373999822004,45.25692699007683,33.21198321699647,-12.044943773080355,False,False
77,0.01990800976106527,4.0,0.003356688158558362,1.1862996118096278,0.9449713283856304,False,0.804373999822004,56.627399843223465,33.21198321699647,-23.415416626226992,False,False
33,0.012540214704189078,16.0,0.008729266067139535,0.6694414647904089,14.575183998333497,True,0.8847243730893929,48.555640892741906,19.084061087296007,-29.4715798054459,False,True
32,0.011690936283253305,16.0,0.008729266067139535,0.7245656057615737,14.469789921364315,True,0.8847243730893929,44.490716725280315,19.084061087296007,-25.406655637984308,False,True
30,0.011948802705402078,16.0,0.008729266067139535,0.2973871409388214,16.989034033126526,True,0.8847243730893929,46.00264939633678,19.084061087296007,-26.91858830904077,False,True
92,0.012549861558865782,,,0.3362343816163597,12.717306277462262,True,3.2168947282134184,47.014498385931006,23.62961488295943,-23.384883502971576,False,True
91,0.01335793991705386,,,0.34998332947346816,12.920992158829776,True,3.2168947282134184,52.27976500184598,23.62961488295943,-28.65015011888655,False,True
53,0.014781018664232091,0.0,0.0036382821278811883,0.923377537430373,1.2778619482852143,False,1.5987649563021025,42.42473606970148,35.7184258571519,-6.706310212549582,False,False
52,0.014315249535474176,0.0,0.0036382821278811883,1.153696978382079,0.8937749078841509,False,0.932158783536808,41.03323117388109,34.997074720036906,-6.036156453844185,False,False
51,0.014950582339566658,0.0,0.0036382821278811883,0.6478106012989734,1.7659791574520256,True,1.7761297698902327,43.744190387676845,32.58753708880815,-11.156653298868697,False,False
50,0.014985485262965215,0.0,0.0036382821278811883,0.5312993203245076,1.806304985279055,True,1.573407240048543,43.89689184803086,32.58753708880815,-11.309354759222714,False,False
22,0.010185664789475067,0.0,0.0036382821278811883,0.25893897697558493,0.9431054613751536,False,0.3879482268290436,50.49386167928748,31.76190951200077,-18.731952167286707,False,False
28,0.008543889511278243,0.0,0.0047223030150153975,0.0745489130322506,0.6010627968424945,False,3.248894291549159,54.8614214357068,34.45684988387033,-20.40457155183647,False,False
4,0.006524109114744658,0.0,0.0047223030150153975,0.658267442179241,14.527661903873346,True,3.4790539028474887,55.30963092335354,35.121702331412706,-20.187928591940832,False,False
9,0.006159819233159502,14.0,0.00499306448166746,1.1044436587302116,2.1220760867873256,True,1.0895658555378718,76.9680059966768,44.07680743897504,-32.891198557701756,False,False
8,0.007500708329960333,14.0,0.00499306448166746,1.3332985297421256,2.0650422315882353,True,1.0895658555378718,79.36440124137171,44.07680743897504,-35.28759380239667,False,False
9,0.012856850557980031,3.0,0.0076320581953949924,0.3550969654379169,2.8070792116667844,True,0.936767364864193,53.61271747930196,25.114237759596378,-28.498479719705585,False,True
8,0.013056305685064124,3.0,0.0076320581953949924,0.41597391154099567,2.8026201737462118,True,0.936767364864193,54.643890614186944,25.114237759596378,-29.529652854590566,False,True
6,0.010896918295378902,3.0,0.0076320581953949924,1.7202824968348784,3.38514289376103,True,0.936767364864193,42.82497229112277,25.114237759596378,-17.71073453152639,False,True
5,0.013010793978713903,3.0,0.0076320581953949924,1.0744741825862403,3.2070675554096124,True,0.936767364864193,53.52158533431517,25.114237759596378,-28.40734757471879,False,True
49,0.006518835294655467,6.0,0.0031795436629327074,0.5393898513556706,1.1771137325349994,False,0.24982692082650182,42.50150939258728,32.64896924472592,-9.852540147861362,True,False
17,0.008569094661295166,6.0,0.0031795436629327074,1.2637242008611218,1.8482861274541418,True,0.970816984398086,60.46159585488422,35.689253325614104,-24.77234252927012,False,False
18,0.007111284550208581,7.0,0.00444504663953961,0.2296250232178543,3.175527689000437,True,1.3743207004890536,56.321706855431074,36.38969823126352,-19.93200862416755,False,False
17,0.006748849349492814,7.0,0.00444504663953961,0.5450860230802583,3.24961139788096,True,1.3743207004890536,54.30207186906495,36.38969823126352,-17.91237363780143,False,False
92,0.010133712779091399,,,1.843648689626764,0.6947184553140483,False,0.5735275229454386,73.28451205867972,36.740060626084755,-36.54445143259497,True,False
90,0.007720948034049676,,,0.45970899454886954,0.4988642196494913,False,0.5735275229454386,59.34368978837268,36.740060626084755,-22.603629162287923,False,False
37,0.011453929701560303,15.0,0.005033606624337532,0.7552406567889344,0.2501503284707642,False,1.1534177215189874,53.62308163171877,39.646197504301185,-13.976884127417584,True,False
35,0.011350017016840235,15.0,0.005033606624337532,0.442295266011231,0.2723208990121694,False,1.1534177215189874,53.13621053711712,39.646197504301185,-13.490013032815938,True,False
8,0.00660564882535461,15.0,0.005033606624337532,5.21289089742845,10.636912097018326,True,4.9826377427508,52.169711217157634,33.164391997678464,-19.00531921947917,False,False
7,0.009055830759770952,15.0,0.005033606624337532,3.471467247809909,8.763230313601477,True,4.9826377427508,59.764122199756386,33.164391997678464,-26.59973020207792,False,False
6,0.008753644472280438,15.0,0.005033606624337532,1.7488097723133003,7.699626407611738,True,4.9826377427508,58.527178685040106,33.164391997678464,-25.36278668736164,False,False
5,0.006974463890554908,15.0,0.005033606624337532,0.6840388080680188,7.331317112237478,True,4.9826377427508,51.750145281637046,33.164391997678464,-18.58575328395858,False,False
79,0.007499868340057318,0.0,0.0032315588030619345,1.157948191967827,0.9156732692851794,False,1.2264378178687538,59.41093631211793,42.22506426945476,-17.18587204266317,True,False
66,0.007054954014966754,0.0,0.0032315588030619345,0.7918417224447205,0.75852174254926,False,1.1363335086796422,58.54214025372944,50.41875258655839,-8.123387667171052,True,False
9,0.014755501025135937,,,0.6036510164975848,18.87406821259434,True,1.6361344116615855,45.74998475432844,13.912969936079236,-31.8370148182492,False,True
6,0.014923737467271735,,,0.9510728077693944,17.419197654079856,True,1.6361344116615855,46.77855553979006,13.912969936079236,-32.86558560371083,False,True
4,0.012260380392931761,,,4.468901861663119,15.754249478140261,True,1.6361344116615855,34.78074808746949,13.912969936079236,-20.867778151390254,False,True
3,0.007728169696264287,,,6.610711289004314,13.195001155751184,True,1.6361344116615855,23.252015431028326,13.912969936079236,-9.33904549494909,False,True
2,0.0068468453036070916,,,3.878345794474827,10.14969045291626,True,1.7042320551964678,21.75043944113905,13.912969936079236,-7.837469505059815,False,True
95,0.018579521549496276,,,1.09112514154371,10.73368162233613,True,2.551093950546071,61.59339549271629,26.2267895987562,-35.36660589396009,False,True
21,0.011949229999827572,10.0,0.006291907700162649,0.36130179127514817,1.635856349301756,True,0.8090959248001274,39.23762349426949,31.505659158883716,-7.731964335385776,False,False
95,0.012343886898682587,,,1.2205785267821674,1.14847183572481,False,0.8090959248001274,44.81019262933873,31.505659158883716,-13.304533470455013,True,False
94,0.009924591123822681,,,0.9705705694138319,1.096599901758034,False,0.8090959248001274,38.85659310315464,31.505659158883716,-7.3509339442709205,True,False
93,0.011461548506833452,,,0.6027675205555189,1.0694180116784922,False,0.8090959248001274,43.94720310123677,31.505659158883716,-12.44154394235305,True,False
89,0.009150453708551559,0.0,0.0,1.4558826149097321,0.7551305052255353,False,0.8090959248001274,42.66655033492015,31.505659158883716,-11.160891176036436,False,False
81,0.007303880892696604,0.0,0.009963334439106223,0.7960100651193992,2.0013948477246375,True,0.7696812377218385,40.972446627147676,30.949697178276296,-10.02274944887138,True,False
73,0.006668643204982964,0.0,0.009963334439106223,0.9488407718971995,1.421413162781432,False,0.7696812377218385,48.89730024865347,30.949697178276296,-17.947603070377177,True,False
77,0.022000336858834606,9.0,0.0,1.0981004910388843,5.153578562400757,True,1.477838697826288,64.44091748279966,24.47917572088386,-39.9617417619158,False,True
75,0.020708718349668132,9.0,0.003410191959952311,0.46086419633875575,4.788457464120567,True,1.477838697826288,56.6608409127998,24.47917572088386,-32.18166519191594,False,True
74,0.018528005242450327,9.0,0.003410191959952311,1.0151478096686033,4.780276779624237,True,1.477838697826288,46.15871014418759,24.47917572088386,-21.67953442330373,False,True
73,0.017626236335242112,9.0,0.003410191959952311,2.144946351805719,4.6118584572152,True,1.477838697826288,42.64938417753875,24.47917572088386,-18.17020845665489,False,True
95,0.020551672975858623,,,0.6021200458026402,1.4873826857158474,False,1.395053977201238,53.140402271583476,37.53327875144181,-15.607123520141663,True,False
95,0.024236803676353596,,,0.5140776116247766,1.4571527056226954,False,1.395053977201238,57.272846026485304,37.53327875144181,-19.73956727504349,True,False
94,0.023943799699025933,,,0.5896888085286641,1.4718473152315439,False,1.395053977201238,56.369316781581844,37.53327875144181,-18.83603803014003,False,False
78,0.02436256408526422,3.0,0.0024349478724732475,0.7825945332977077,0.7417116559955643,False,0.9467163045169208,59.65325475093148,29.997224506694664,-29.656030244236817,False,True
63,0.01735531214035496,3.0,0.0024349478724732475,2.2641628876140056,2.890514447337195,True,2.77669166413802,43.57089807429301,27.59131511240375,-15.979582961889264,False,True
62,0.015421895827350162,3.0,0.0024349478724732475,1.1026486198632164,2.720027389812004,True,2.589207532681458,38.65916375172007,27.59131511240375,-11.067848639316324,False,True
61,0.01440754980775955,3.0,0.0024349478724732475,0.5245754481052883,2.613064642796109,True,2.589207532681458,36.35083668396734,27.59131511240375,-8.759521571563589,False,True
60,0.014807859441942963,3.0,0.0024349478724732475,0.7220613070534796,1.565269637180352,True,0.9819225620326711,37.92512606545197,33.443027901706785,-4.482098163745185,False,False
9,0.008779314914641156,3.0,0.0024349478724732475,1.226467935881544,5.80150678241183,True,0.6533637276334604,49.597701933780634,27.75923952982471,-21.838462403955923,False,True
6,0.008429010989011014,3.0,0.0024349478724732475,0.8808617896333613,5.598432949588251,True,0.6533637276334604,49.552490921071914,27.75923952982471,-21.793251391247203,False,True
7,0.006532095977767352,6.0,0.0024602491235974923,0.7120481087271184,0.6640343279446443,False,0.9692548119899185,58.6535011110167,38.26533816447297,-20.38816294654373,True,False
35,0.01802761224336833,12.0,0.003994967919600298,0.5321970969520374,13.210933830094442,True,4.16385300682525,50.949169896799056,20.58790955581864,-30.361260340980415,False,True
34,0.018299674153583387,12.0,0.003994967919600298,0.1716093173530984,13.550121106691105,True,4.16385300682525,52.72611369226569,20.58790955581864,-32.13820413644705,False,True
33,0.01803788146833818,12.0,0.003994967919600298,0.34181432545761864,14.223909375182139,True,4.16385300682525,50.81834025997052,20.58790955581864,-30.23043070415188,False,True
32,0.018508323867793604,12.0,0.003994967919600298,0.4017730221913683,14.464320305620813,True,4.16385300682525,54.03741754188897,20.58790955581864,-33.44950798607033,False,True
30,0.01735022512996317,12.0,0.003994967919600298,2.214510681537074,23.008056152643537,True,4.16385300682525,45.82329494622898,20.58790955581864,-25.235385390410336,False,True
9,0.011756038520233596,12.0,0.003994967919600298,1.1697961240343178,5.781600084878518,True,0.735759868048126,42.16213726820425,19.99846702978705,-22.163670238417197,False,True
8,0.011456921396517866,12.0,0.003994967919600298,0.8560305520214891,5.83718758149249,True,0.735759868048126,41.261104667180355,19.99846702978705,-21.262637637393304,False,True
6,0.007769467919573621,12.0,0.003994967919600298,2.3484224925248016,5.562147741892941,True,0.735759868048126,31.85183823681652,19.99846702978705,-11.853371207029468,False,True
65,0.009876908832199703,,,1.038031758661119,0.42477055735912517,False,1.0491063700717078,58.37136013479506,37.45508828352327,-20.916271851271794,True,False
95,0.013090320048429669,,,4.542955465718985,1.9969015498910119,True,1.4075149528589688,31.105867247799125,21.467232542316523,-9.638634705482602,False,True
79,0.013079380085986402,0.0,0.0018686702589660402,2.8875575022107314,0.4711968177081279,False,1.408446564332823,53.97175754060465,43.567378052094114,-10.404379488510536,True,False
10,0.010035923577764921,8.0,0.003312148265153802,1.0042446349706535,1.8878238538401637,True,2.030471904049095,62.46644344204159,39.31973327698204,-23.146710165059545,False,False
9,0.01091039845530431,8.0,0.003312148265153802,0.5792729738983639,1.8203063268557529,True,2.030471904049095,64.11024075946747,39.31973327698204,-24.79050748248543,False,False
8,0.008767794542198141,8.0,0.003312148265153802,0.4627465597815661,1.835316215035862,True,2.030471904049095,57.47672405754837,39.31973327698204,-18.156990780566325,False,False
7,0.009662419476412765,8.0,0.003312148265153802,0.6034606675189286,1.8166452463092995,True,2.030471904049095,59.36494759784327,39.31973327698204,-20.045214320861227,False,False
6,0.0063340519623189895,8.0,0.003312148265153802,0.9437196831181733,1.7800095499860948,True,2.030471904049095,50.417171177046946,39.31973327698204,-11.097437900064904,False,False
94,0.0351902637738494,,,1.5679310722925341,3.423745621206058,True,1.007408586267523,26.24317567986816,15.739200080127759,-10.5039755997404,False,True
93,0.03411114472360992,,,5.085954983909156,3.2499635869559445,True,1.007408586267523,23.848026856700045,15.739200080127759,-8.108826776572286,False,True
79,0.028261993703745023,0.0,0.005585374492548293,0.27933395375091336,1.9207660239203876,True,1.083157659234884,33.196149023411024,33.81487491792109,0.6187258945100638,True,False
68,0.016923701468551027,0.0,0.005585374492548293,1.6033290094019872,0.395783836547648,False,0.8223040926343217,34.692369415163824,35.49081544544714,0.7984460302833156,True,False
67,0.015281838280975525,0.0,0.005585374492548293,1.2383381246940788,0.373290148808829,False,0.8223040926343217,33.009282862151906,35.49081544544714,2.481532583295234,True,False
66,0.013473751760759987,0.0,0.005585374492548293,0.6079408527615762,0.35674613273516825,False,0.8223040926343217,31.219330081261802,35.49081544544714,4.271485364185338,True,False
92,0.010819575471698113,,,0.493130295469317,0.17228019699691755,False,0.6144620788677504,42.657874181881624,36.59070233528228,-6.067171846599344,True,False
35,0.01599848331648127,,,2.93679112052606,3.803786574870912,True,1.2775934877613857,40.38681886607568,16.9350822397208,-23.45173662635488,False,True
33,0.015392852023910875,,,0.4733218588640276,2.997340610040932,True,0.6978462068581827,37.586234558392825,27.745658651718657,-9.840575906674168,False,True
32,0.015787841347912366,,,0.6880607689889647,2.957029119451627,True,0.8788605127497774,40.641072979183484,27.745658651718657,-12.895414327464827,False,True
31,0.014746577214728473,,,0.79163766654785,1.877144634220328,True,0.33024267911308514,35.685689995565866,28.072634882634958,-7.613055112930908,False,True
30,0.014053673449228647,,,4.195814210974209,6.904685685060327,True,2.3042490930856983,32.82270799790591,24.97644828837734,-7.846259709528567,False,True
29,0.014458886734079045,,,0.9305739342441237,5.821100359330607,True,1.9321311562277108,36.0527986030678,24.97644828837734,-11.076350314690458,False,True
28,0.01425008124453971,,,0.527317691110418,5.628226811976823,True,1.5492930495817006,35.11562077459109,24.97644828837734,-10.139172486213752,False,True
27,0.013887164885383952,,,0.7320217759935821,5.5687561655385975,True,1.5492930495817006,33.487226188462586,24.97644828837734,-8.510777900085245,False,True
16,0.008507148296914758,,,0.5154391880814612,2.768119796423393,True,1.4202616611138703,34.137220412075806,32.22455484908916,-1.9126655629866463,True,False
15,0.00901953596358577,,,0.5489077966413373,2.7963624041749036,True,1.4202616611138703,36.534833192659086,32.22455484908916,-4.310278343569927,True,False
9,0.006137391677807743,16.0,0.007576585058003353,0.7807467611060553,3.2512970094416644,True,1.3379704689197565,67.21402479229005,32.321947067116824,-34.89207772517322,False,False
8,0.006868338671913556,16.0,0.007576585058003353,0.8942257132664714,3.245132556262571,True,1.3379704689197565,70.03882146750452,32.321947067116824,-37.716874400387695,False,False
7,0.006597583742058128,16.0,0.007576585058003353,1.1320069086097735,3.270114771588026,True,1.3379704689197565,67.71055972189333,32.321947067116824,-35.38861265477651,False,False
6,0.007168145649938085,16.0,0.007576585058003353,0.7897181475195568,3.1266607309616163,True,1.3379704689197565,69.97624794258056,32.321947067116824,-37.65430087546373,False,False
5,0.007606791642385711,16.0,0.007576585058003353,1.2649100612749469,3.050619504225867,True,1.3379704689197565,71.62628370134503,32.321947067116824,-39.30433663422821,False,False
4,0.006593284854485588,16.0,0.007576585058003353,1.5817460827086707,2.943791882274688,True,1.3379704689197565,63.01412381986141,32.321947067116824,-30.692176752744587,False,False
9,0.007703054528057933,,,3.124484549289415,7.54837767780572,True,1.9247785473123757,31.74051119967625,16.213900849080588,-15.52661035059566,False,True
8,0.007235852369535717,,,0.6613997498452214,6.707684398077738,True,1.9247785473123757,30.338140267557705,16.213900849080588,-14.124239418477117,False,True
63,0.02069120037794043,0.0,0.002718861235210683,1.446546819974114,1.4195700267886702,False,0.9704967369445923,42.5321512769162,24.73480269240696,-17.797348584509244,False,True
56,0.013276446360899214,0.0,0.002718861235210683,3.642934843893914,0.8763346399417572,False,0.9704967369445923,31.637631839237656,24.73480269240696,-6.9028291468306975,True,True
7,0.006763196351544965,0.0,0.006455636821118544,0.6553522564813302,4.421822240261958,True,2.411182276243561,60.32448099828375,30.602237222558784,-29.722243775724962,False,False
9,0.00843965225245571,2.0,0.009267728660512968,0.6709988351061601,3.9164174008162296,True,1.064692492453321,41.10733874344564,24.660782658064065,-16.446556085381573,False,True
8,0.00845277147350606,2.0,0.009267728660512968,0.46646068117413153,4.273273086092282,True,1.064692492453321,41.18879993716719,24.660782658064065,-16.528017279103125,False,True
7,0.007022484316451693,2.0,0.009267728660512968,1.5189908351999333,4.482974844226246,True,1.064692492453321,35.44130150807797,24.660782658064065,-10.780518850013905,False,True
6,0.007754346538525024,2.0,0.009267728660512968,1.5512214934542616,4.545796849589512,True,1.064692492453321,40.04798604968906,24.660782658064065,-15.387203391624993,False,True
38,0.007419173675075615,0.0,0.005406483720084491,1.723000477928389,0.8806553891336024,False,0.8304154576138817,65.96435848927385,42.97037787869153,-22.99398061058232,False,False
37,0.007727800637983703,0.0,0.005406483720084491,0.6306352142039282,0.8306804503035788,False,0.8304154576138817,66.4987229116165,42.97037787869153,-23.528345032924967,False,False
36,0.00831670168067232,0.0,0.005406483720084491,0.4180543107454562,0.8318523284970866,False,0.8304154576138817,67.5466922752777,42.97037787869153,-24.576314396586177,False,False
