exit_threshold,total_trades,wins,losses,win_rate,avg_return,ml_exit_pct,avg_hold
0.15,2,2,0,100.0,9.578974896673532,50.0,96.0
0.2,2,2,0,100.0,5.536665207363225,0.0,120.0
0.75,2,2,0,100.0,5.536665207363225,0.0,120.0
