start_idx,end_idx,regime,hybrid_return,bh_return,difference,num_trades,num_strong,num_moderate,win_rate,sharpe,max_dd,config_name
7200,8640,Sideways,0.07956192713148993,0.7528214993384328,-0.6732595722069429,10,10,0,60.0,2.301493433416025,1.8594149163695888,Sweet-3
8640,10080,Bull,1.7641883276007138,3.8234243843739066,-2.0592360567731927,6,3,3,83.33333333333334,14.215115339078418,0.1590149457448999,Sweet-3
10080,11520,Sideways,-0.8837020679052876,2.123385539553733,-3.0070876074590207,3,1,2,33.33333333333333,-4.647523238673916,0.2452265674434813,Sweet-3
11520,12960,Sideways,-0.5627000294422578,-1.4139875292337014,0.8512874997914436,3,2,1,66.66666666666666,-1.5938587112095217,0.0,Sweet-3
12960,14400,Bear,-3.714353112532372,-5.472513919015698,1.7581608064833265,7,5,2,14.285714285714285,-14.720854148205598,3.5544632337413775,Sweet-3
14400,15840,Bull,0.3044931491574243,7.132804185728906,-6.828311036571482,2,0,2,50.0,19.15138135099855,0.0,Sweet-3
0,1440,Sideways,2.113847814954315,1.877632284180478,0.23621553077383695,10,7,3,60.0,7.97353263557677,0.43242280355297524,Sweet-4
1440,2880,Sideways,2.3478241216101194,-1.9199398516340356,4.267763973244155,8,8,0,62.5,14.194894233488498,0.16589479648450442,Sweet-4
2880,4320,Sideways,1.9791990342503414,-0.8201022009771113,2.7993012352274524,9,6,3,55.55555555555556,5.187991705804124,1.5760193169874752,Sweet-4
4320,5760,Bear,-0.9308626025958074,-4.476676862179103,3.5458142595832953,9,7,2,44.44444444444444,0.2613213202882618,1.2683603267319534,Sweet-4
5760,7200,Bear,-1.8773531936243852,-2.6072446699346106,0.7298914763102253,9,7,2,33.33333333333333,-1.5147568897060106,3.988957686870668,Sweet-4
7200,8640,Sideways,-0.24395855057300653,0.7528214993384328,-0.9967800499114393,11,11,0,54.54545454545454,1.8168316205892994,2.1766673938691663,Sweet-4
8640,10080,Bull,2.164173746185206,3.8234243843739066,-1.6592506381887007,7,4,3,85.71428571428571,16.271273512394412,0.1590149457448981,Sweet-4
10080,11520,Sideways,-0.7649411484187112,2.123385539553733,-2.8883266879724445,3,1,2,33.33333333333333,-3.346259836603493,0.2452265674434813,Sweet-4
11520,12960,Sideways,-0.5627000294422578,-1.4139875292337014,0.8512874997914436,3,2,1,66.66666666666666,-1.5938587112095217,0.0,Sweet-4
12960,14400,Bear,-3.8318946013590356,-5.472513919015698,1.6406193176566628,7,6,1,28.57142857142857,-13.816980339491332,3.6721999094417854,Sweet-4
14400,15840,Bull,-0.6392965224166256,7.132804185728906,-7.7721007081455316,4,1,3,25.0,-2.8149071657179787,0.2826039969293747,Sweet-4
0,1440,Sideways,2.113847814954315,1.877632284180478,0.23621553077383695,10,7,3,60.0,7.97353263557677,0.43242280355297524,Sweet-5
1440,2880,Sideways,1.2791007714103944,-1.9199398516340356,3.19904062304443,10,9,1,50.0,11.096901490081285,0.1993721426318227,Sweet-5
2880,4320,Sideways,-0.5049313156026256,-0.8201022009771113,0.3151708853744857,15,9,6,46.666666666666664,1.4652315394661413,3.685622922971891,Sweet-5
4320,5760,Bear,-0.8076256700182239,-4.476676862179103,3.669051192160879,9,7,2,44.44444444444444,0.5304159669704969,1.2683603267319534,Sweet-5
5760,7200,Bear,-2.9305405595985943,-2.6072446699346106,-0.3232958896639837,10,7,3,30.0,-2.9872550794541386,3.988957686870689,Sweet-5
7200,8640,Sideways,-0.10854328433946647,0.7528214993384328,-0.8613647836778993,11,11,0,54.54545454545454,2.0490521825146013,1.868240662570454,Sweet-5
8640,10080,Bull,2.164173746185206,3.8234243843739066,-1.6592506381887007,7,4,3,85.71428571428571,16.271273512394412,0.1590149457448981,Sweet-5
10080,11520,Sideways,0.1415368760470119,2.123385539553733,-1.9818486635067212,5,2,3,40.0,2.957298848215374,1.5970002667011267,Sweet-5
11520,12960,Sideways,0.3363286106130181,-1.4139875292337014,1.7503161398467195,4,4,0,75.0,4.1942716392881865,0.0,Sweet-5
12960,14400,Bear,-5.194727367695013,-5.472513919015698,0.27778655132068497,9,8,1,11.11111111111111,-17.078222562492517,4.972851393590593,Sweet-5
14400,15840,Bull,-0.6302737818401875,7.132804185728906,-7.763077967569093,5,3,2,20.0,-0.6606151488639609,0.2826039969293821,Sweet-5
0,1440,Sideways,2.373802503276147,1.877632284180478,0.49617021909566894,12,8,4,66.66666666666666,8.095750289205458,0.4324228035529756,Conservative (Reference)
1440,2880,Sideways,0.5640536002385852,-1.9199398516340356,2.483993451872621,11,10,1,36.36363636363637,4.7664312364976125,1.1812953895515523,Conservative (Reference)
2880,4320,Sideways,-0.20185730532037272,-0.8201022009771113,0.6182448956567386,18,12,6,44.44444444444444,1.998811466857892,3.620518813037362,Conservative (Reference)
4320,5760,Bear,-3.8924996214095335,-4.476676862179103,0.5841772407695691,14,8,6,42.857142857142854,-3.349416329555169,3.0444756537616637,Conservative (Reference)
5760,7200,Bear,-2.949940146964036,-2.6072446699346106,-0.34269547702942527,10,6,4,30.0,-3.00745171042703,4.388329993464918,Conservative (Reference)
7200,8640,Sideways,-0.8677481332105709,0.7528214993384328,-1.6205696325490035,14,12,2,50.0,1.1234002874640812,2.4695145733289987,Conservative (Reference)
8640,10080,Bull,1.6385707427051965,3.8234243843739066,-2.18485364166871,9,4,5,88.88888888888889,28.932274711553035,0.1590149457449054,Conservative (Reference)
10080,11520,Sideways,-0.611848130454764,2.123385539553733,-2.735233670008497,7,3,4,28.57142857142857,0.6921258605100084,1.7405136304589723,Conservative (Reference)
11520,12960,Sideways,0.5950060208294236,-1.4139875292337014,2.008993550063125,4,1,3,75.0,29.781449383245008,0.0,Conservative (Reference)
12960,14400,Bear,-5.4339524703295865,-5.472513919015698,0.03856144868611189,10,8,2,0.0,-15.973275716351845,5.15964615538171,Conservative (Reference)
14400,15840,Bull,0.4768594422182469,7.132804185728906,-6.655944743510659,8,2,6,37.5,4.826919263950938,0.6959270849255329,Conservative (Reference)
