timestamp,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,rsi,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,atr,vwap,trend_strength,volatility,support_level,resistance_level
2025-10-04 11:40:00,121993.7,122075.0,121978.4,122012.7,11.2253,122111.13,122216.85,122237.2925,122051.0618673977,122118.73063987141,39.57951823383476,-67.66888860071776,-62.99638202229191,-4.672506578425853,122312.619772414,122111.12999999998,121909.64022758596,0.0033001049521696737,87.39303681665413,122240.82244179235,0.0016703916031218994,0.0004067118990908355,121909.6,122290.0
2025-10-04 11:45:00,122012.9,122048.4,121980.5,121982.3,4.4855,122098.93499999998,122211.19799999999,122234.924,122040.48311856728,122108.62466461383,37.42275113026218,-68.14165550532925,-64.02543671889939,-4.116218786429869,122300.6141240701,122098.93499999997,121897.25587592984,0.0033035361704035794,86.00067704403557,122240.59696874322,0.0018729707567385642,0.00040585307587668787,121909.6,122290.0
2025-10-04 11:50:00,121982.1,122022.7,121976.8,121977.5,21.0918,122089.07999999999,122205.41799999999,122232.7485,122030.79340801846,122098.9117247734,37.07918114292226,-68.11841982654005,-64.84403334042752,-3.274386486112533,122294.23905635215,122089.07999999996,121883.92094364777,0.0033608092771636837,83.13634296946118,122239.52239164962,0.001865040059025784,0.00039881508151741853,121909.6,122290.0
2025-10-04 11:55:00,121977.3,122000.0,121928.0,121928.0,34.1306,122075.83499999999,122199.69799999999,122229.2495,122014.97903755409,122086.2515949355,33.64840318198451,-71.27265489498677,-66.12975765133936,-5.142897243647411,122286.60063549753,122075.83499999996,121865.0693645024,0.0034530279559023707,82.34088990021395,122237.47698169487,0.00222339338350893,0.0004012619584185736,121909.6,122290.0
2025-10-04 12:00:00,121928.2,122004.1,121920.0,121964.3,21.8962,122061.575,122194.57399999998,122226.3625,122007.18226254577,122077.21814208664,38.166663682654956,-70.03597120336781,-66.91100036174505,-3.124970841622755,122261.73710307627,122061.57499999995,121861.41289692363,0.003279690649187838,82.46654062162766,122236.33111392258,0.0018844862947840534,0.00039041373966616446,121909.6,122290.0
2025-10-04 12:05:00,121964.5,121997.4,121949.7,121971.5,9.5929,122047.41,122188.656,122222.524,122001.69268369258,122069.38716749735,39.053169455342136,-67.69456977886148,-67.06771424516833,-0.6268555336931456,122230.21535991578,122047.40999999996,121864.60464008414,0.002995645051637158,79.9832162915112,122235.84532991762,0.0017772189915895521,0.0003907676487534502,121909.6,122290.0
2025-10-04 12:10:00,121971.7,122064.0,121971.0,122060.0,14.6951,122037.65,122181.856,122218.6805,122010.66304004757,122068.69182166626,48.77477922412439,-58.02886131488776,-65.25994365911222,7.231082344224461,122193.96101696797,122037.64999999995,121881.33898303194,0.002561685135169596,80.91298655640325,122235.35259987625,0.0009973330246350143,0.0004334145600621925,121909.6,122270.0
2025-10-04 12:15:00,122060.0,122064.8,122000.0,122021.1,12.7698,122028.51999999999,122173.60800000001,122215.7275,122012.26872619409,122065.16650111774,45.35056611660263,-52.897849141503684,-62.78752475559052,9.889675614086833,122165.04826238786,122028.51999999995,121891.99173761203,0.002237645140462534,79.7620589452318,122234.83217307524,0.0012482892377214695,0.0004297535125108737,121909.6,122203.9
2025-10-04 12:20:00,122021.1,122055.0,122000.0,122039.2,6.9351,122021.35999999999,122165.90800000001,122212.37599999999,122016.4119990873,122063.24305637574,47.207726849133955,-46.831126223434694,-59.59624504915935,12.765118825724656,122138.50053788826,122021.35999999996,121904.21946211165,0.0019200005292238419,77.99334044914382,122234.57444013277,0.0010371797015580914,0.0004318673335108345,121909.6,122192.4
2025-10-04 12:25:00,122039.4,122039.4,121968.0,122018.7,10.7146,122015.525,122158.32199999999,122209.4375,122016.76399922771,122059.94357037716,45.32884925048122,-43.17963531926216,-56.31292310317991,13.133287783917751,122120.339634025,122015.52499999998,121910.71036597496,0.0017180540595145438,77.52238755991883,122234.13593867546,0.0011429593802048828,0.00042593231654847234,121909.6,122182.0
2025-10-04 12:30:00,122018.5,122035.0,121955.0,121983.4,11.9211,122011.34,122150.978,122206.2425,122011.6310762696,122054.27367573242,42.21326251628795,-42.64265942205384,-53.578870366954696,10.936210944900857,122114.24994907543,122011.33999999997,121908.43005092451,0.001686891547547298,77.69935987706747,122233.57055095701,0.0013718924133379318,0.000412950474507918,121909.6,122177.0
2025-10-04 12:35:00,121983.6,122035.0,121955.0,121999.1,13.0515,122007.72,122143.37399999998,122203.18800000001,122009.70321838195,122050.18673642706,44.0550342145848,-40.48357392511389,-50.95981107858653,10.476237153472646,122106.9377323705,122007.71999999997,121908.50226762945,0.0016264172852426962,77.8636913144198,122232.99313158689,0.0011811856449943474,0.00041429782786867785,121909.6,122177.0
2025-10-04 12:40:00,121999.1,122035.0,121985.4,121985.4,8.8543,122000.48000000001,122137.48599999999,122201.615,122005.9642617078,122045.3877185201,42.77390733983535,-39.423508946885704,-48.65255065224637,9.229041705360665,122082.54006599524,122000.47999999995,121918.41993400466,0.0013452416907751622,75.84485622053307,122232.58016922147,0.0012452032949163184,0.00039669053893455584,121909.6,122177.0
2025-10-04 12:45:00,121985.4,122000.0,121918.8,121918.8,27.2484,121992.095,122131.25799999999,122200.644,121992.55437529122,122036.01084976905,37.122324396694275,-43.45652346313,-47.61334521442309,4.156821751293094,122071.51198776234,121992.09499999994,121912.67801223755,0.001302002195509366,76.22736649049479,122230.97780706006,0.0017395874199542282,0.0004062596111211628,121909.6,122100.0
2025-10-04 12:50:00,121919.0,121950.1,121888.8,121916.8,14.3255,121989.11500000002,122125.78799999999,122200.02700000002,121980.89985601566,122027.18041583152,36.96437607652096,-46.28060579393059,-47.34679733032459,1.066191536394001,122074.88292604673,121989.11499999995,121903.34707395316,0.0014061570337121454,75.16112602688824,122230.13657645413,0.001711252008461825,0.0003557975265869621,121888.8,122100.0
2025-10-04 12:55:00,121916.6,121986.8,121890.1,121954.2,15.8554,121989.37999999998,122119.534,122199.1235,121976.79218585939,122021.77445875107,41.93932071624189,-44.982315816145274,-46.87390102748873,1.891585211343454,122074.68075271825,121989.37999999996,121904.07924728167,0.0013984947332020652,76.69961702496744,122229.32125079153,0.0013538702170285267,0.00035984694238900145,121888.8,122100.0
2025-10-04 13:00:00,121954.2,122207.0,121916.3,122196.4,42.067,122001.59500000002,122118.93400000001,122199.481,122010.57800341949,122034.70968480903,62.55149791705402,-24.131720354169374,-42.325464892824854,18.19374453865548,122123.95876078561,122001.59499999994,121879.23123921428,0.0020059370664074583,91.98535866604098,122229.06517345288,0.0006343488062218574,0.0005713783351288727,121888.8,122207.0
2025-10-04 13:05:00,122196.4,122461.3,122179.1,122413.4,110.5849,122019.89499999999,122122.83,122201.099,122072.55061827804,122062.76082083434,72.10624204414276,9.789762932035956,-31.90241932785269,41.69218225988865,122236.99032915916,122019.89499999995,121802.79967084073,0.0035583595471741065,105.57211876132355,122232.7589078092,0.0023793257984603897,0.0006687433370290366,121888.8,122461.3
2025-10-04 13:10:00,122413.6,122440.0,122318.0,122339.4,56.0327,122033.795,122123.71,122201.73,122113.60436931218,122083.2526129434,65.92869893249191,30.351725473301485,-19.451590367621854,49.80331584092334,122291.53459323653,122033.79499999995,121776.05540676338,0.004224069131613522,106.74553884980044,122233.83077583167,0.0017661599045753504,0.0006897453708309425,121888.8,122461.3
2025-10-04 13:15:00,122339.4,122408.9,122310.0,122341.6,24.3481,122051.19000000002,122123.646,122201.63100000001,122148.68062018722,122102.38945734545,66.0218993088997,46.291135151230264,-6.303045263851429,52.594180415081695,122340.75280085449,122051.18999999994,121761.6271991454,0.004744940231300432,106.18514321767142,122234.29941904313,0.0017846994184894584,0.0006721917978630774,121888.8,122461.3
2025-10-04 13:20:00,122341.6,122341.6,122232.0,122279.6,38.2153,122064.535,122121.866,122199.9685,122168.82206323535,122115.51616479077,60.960924399769155,53.305873387202155,5.618738466359289,47.687134920842865,122369.93995924699,122064.53499999995,121759.1300407529,0.005003991687627209,106.42906155926674,122234.60651170254,0.0012916114465529973,0.0006876573795044136,121888.8,122461.3
2025-10-04 13:25:00,122279.8,122328.6,122250.0,122257.2,13.6617,122078.28,122120.44600000001,122198.48149999998,122182.41866889145,122126.011264126,59.19539440188542,56.407381995013566,15.776467172090145,40.63091482292342,122392.26715011151,122078.27999999996,121764.2928498884,0.005144029717842616,104.44127144789095,122234.66113340195,0.0011198288614175734,0.0006860028283144094,121888.8,122461.3
2025-10-04 13:30:00,122257.0,122325.5,122257.0,122322.4,11.4205,122095.525,122119.98199999999,122197.621,122203.95425829277,122140.55857844742,62.59147796562473,63.39565931458492,25.3003056005891,38.09535371399582,122423.0703610404,122095.52499999995,121767.9796389595,0.00536539502230653,101.8740377730416,122234.83809437507,0.0016575338178481318,0.0006912495451009593,121888.8,122461.3
2025-10-04 13:35:00,122322.6,122408.3,122320.0,122403.9,38.058,122119.32000000002,122121.61200000001,122197.66049999998,122234.71514163235,122160.06535110086,66.36038087534719,74.64977220809669,35.17019892209062,39.47957328600607,122463.4526175266,122119.31999999995,121775.1873824733,0.005636006121335169,100.90446364639597,122235.96680566862,0.002311531885117811,0.0006881416536161736,121888.8,122461.3
2025-10-04 13:40:00,122404.1,122407.0,122350.0,122350.6,23.1424,122138.63499999998,122122.69,122197.5535,122252.54358138122,122174.17902925705,61.96359524420385,78.36453561802045,43.809066261276584,34.55546935674387,122489.1015877433,122138.63499999997,121788.16841225664,0.005738832560939118,97.76843052879624,122236.43030635358,0.001866237961184801,0.0007017759941196607,121888.8,122461.3
2025-10-04 13:45:00,122350.8,122400.0,122322.8,122367.2,15.4127,122158.42,122124.52,122197.80300000001,122270.1830303995,122188.47687937315,62.79048198618711,81.70613617431081,51.38848024388343,30.317655930427385,122513.55745849408,122158.41999999997,121803.28254150586,0.00581437543959897,96.29925691959632,122236.78150231118,0.0019871521296459796,0.0007014142190220318,121888.8,122461.3
2025-10-04 13:50:00,122367.4,122367.6,122300.0,122327.4,11.9026,122171.79,122125.444,122197.44399999999,122278.98564110727,122198.76748118858,59.45328318792055,80.2181464543246,57.15441348597166,23.063732968352937,122531.20777313174,122171.78999999996,121812.37222686819,0.005883809562449335,94.24930999676842,122236.96905469413,0.0016536766900105684,0.0006963303586810295,121888.8,122461.3
2025-10-04 13:55:00,122327.4,122368.1,122300.0,122332.7,17.098,122187.37,122128.20399999998,122197.9725,122287.24938862922,122208.6884087646,59.75999028083583,78.56096765426628,61.43572431963058,17.125243334635698,122546.32278300314,122187.36999999997,121828.4172169968,0.005875448223546723,92.3815021398568,122237.25282847426,0.0016744371349308779,0.0006892790776100927,121888.8,122461.3
2025-10-04 14:00:00,122332.5,122363.0,122265.6,122279.4,15.1497,122199.38,122130.634,122198.04400000001,122286.04179037859,122213.92630453713,55.23499175497868,72.11547466102638,63.57167438790974,8.543800273116645,122553.74305455115,122199.37999999996,121845.01694544878,0.005799752086322931,92.73996627272376,122237.3632383422,0.001218089148706038,0.0007006390242672187,121888.8,122461.3
2025-10-04 14:05:00,122279.6,122316.4,122232.0,122280.3,11.2773,122212.45999999999,122132.95599999999,122198.2765,122285.15843801266,122218.84287468047,55.296544723161254,66.3155530889926,64.12045012812631,2.1951029608662935,122558.3926316759,122212.45999999993,121866.52736832396,0.005661167963986144,92.14425439610022,122237.44680321988,0.0012064229412412804,0.0006982212684244534,121888.8,122461.3
2025-10-04 14:10:00,122280.3,122384.9,122270.0,122375.0,14.1829,122232.04,122136.188,122199.3325,122298.98021677994,122230.41006938614,61.322919883281344,68.57013814692618,65.01038773188628,3.5597504150399004,122568.08468994164,122232.03999999995,121895.99531005826,0.005498471430922461,93.76966479637836,122237.78266715808,0.0019552927261820663,0.0007068806564357226,121888.8,122461.3
2025-10-04 14:15:00,122375.2,122420.0,122280.0,122330.6,17.6943,122248.61499999999,122138.27600000001,122200.31549999998,122303.84479881379,122237.83154586903,57.41489499196906,66.01324452397239,65.2109590903035,0.8022854336688852,122569.42291315079,122248.61499999995,121927.8070868491,0.005248450678166656,97.07183159663705,122238.06455034518,0.001574641515326393,0.0007165231734671456,121888.8,122461.3
2025-10-04 14:20:00,122330.4,122330.6,122266.1,122286.6,8.1252,122263.675,122140.516,122201.24949999999,122301.19175284244,122241.44402401643,53.758634621610426,59.74772109260084,64.11831149076298,-4.370590398162136,122561.0680858934,122263.67499999996,121966.28191410651,0.004864782379450763,94.74527219687727,122238.13214223464,0.001196032281376661,0.0007231385576253604,121888.8,122461.3
