window,total_trades,long_trades,short_trades,avg_leveraged_return,total_return_pct,win_rate,final_capital,avg_position_size
0,588,275,313,0.0,-75.80186315012809,0.0,2419.813684987192,60.252773
1,437,185,252,0.0,-63.490866629529975,0.0,3650.913337047003,57.575573
2,286,132,154,0.0,-47.46202644001306,0.0,5253.797355998694,56.197105
3,368,149,219,0.0,-55.975098619737395,0.0,4402.49013802626,55.671585
4,428,196,232,0.0,-61.74657745457021,0.0,3825.3422545429794,56.06555
5,314,164,150,0.0,-50.38643752055974,0.0,4961.356247944026,55.74163
6,390,194,196,0.0,-58.13452353231422,0.0,4186.547646768578,55.751713
7,542,224,318,0.0,-70.32252830380281,0.0,2967.7471696197194,55.96893
8,420,173,247,0.0,-61.06873311393305,0.0,3893.126688606695,56.08937
9,327,131,196,0.0,-52.12625341039465,0.0,4787.374658960534,56.251137
10,301,125,176,0.0,-48.94893005039077,0.0,5105.106994960923,55.779522
11,248,98,150,0.0,-42.448284902744646,0.0,5755.1715097255355,55.631477
12,99,68,31,0.0,-19.32875014299052,0.0,8067.124985700948,54.180008
13,151,78,73,0.0,-27.642458269884163,0.0,7235.754173011584,53.50995
14,263,53,210,0.0,-43.02412415926716,0.0,5697.587584073284,53.415756
15,298,49,249,0.0,-47.18985089297977,0.0,5281.0149107020225,53.504616
16,288,50,238,0.0,-45.79140885692387,0.0,5420.859114307613,53.096508
17,303,68,235,0.0,-47.57622848509976,0.0,5242.377151490024,53.22718
18,263,29,234,0.0,-42.37846091294143,0.0,5762.153908705857,52.34691
19,138,41,97,0.0,-24.452251747029386,0.0,7554.774825297061,50.74588
20,140,90,50,0.0,-24.796680123703027,0.0,7520.331987629697,50.835945
21,131,90,41,0.0,-23.65127949583245,0.0,7634.872050416755,51.44615
22,118,77,41,0.0,-21.293854987951143,0.0,7870.6145012048855,50.678688
23,136,136,0,0.0,-25.792037203513456,0.0,7420.7962796486545,54.773224
24,237,177,60,0.0,-43.017760502938366,0.0,5698.223949706164,59.25635
25,263,158,105,0.0,-46.9428091042351,0.0,5305.71908957649,60.173363
26,345,234,111,0.0,-57.181813004080425,0.0,4281.818699591957,61.38761
27,576,326,250,0.0,-77.32184645973524,0.0,2267.8153540264757,64.31572
28,572,270,302,0.0,-76.97399958825511,0.0,2302.60004117449,64.10118
29,457,212,245,0.0,-69.24159976203981,0.0,3075.8400237960195,64.41286
30,381,181,200,0.0,-63.239356858911236,0.0,3676.0643141088767,65.57832
31,355,123,232,0.0,-59.4048375421131,0.0,4059.51624578869,63.40528
32,179,41,138,0.0,-31.529458006919914,0.0,6847.054199308009,52.84344
33,143,41,102,0.0,-25.289833767328858,0.0,7471.0166232671145,50.918484
34,147,45,102,0.0,-25.853820378306807,0.0,7414.617962169319,50.820423
35,221,81,140,0.0,-36.57433133628825,0.0,6342.566866371175,51.451153
36,195,70,125,0.0,-33.1054521186835,0.0,6689.45478813165,51.491535
37,135,55,80,0.0,-24.406678532501072,0.0,7559.332146749893,51.761024
38,268,95,173,0.0,-43.12117542368121,0.0,5687.882457631879,52.578987
39,332,96,236,0.0,-50.21758364992031,0.0,4978.241635007969,52.46744
40,362,164,198,0.0,-53.930412152812444,0.0,4606.958784718755,53.465263
41,407,210,197,0.0,-58.26785904608308,0.0,4173.214095391691,53.62092
42,500,214,286,0.0,-65.57458683155389,0.0,3442.5413168446125,53.26113
43,351,172,179,0.0,-52.800867160413524,0.0,4719.913283958647,53.417397
44,280,167,113,0.0,-45.32719897149413,0.0,5467.280102850587,53.85208
