entry_time,exit_time,direction,entry_price,exit_price,size_pct,leveraged_pnl_pct,balance_pnl_pct,gross_pnl,fees,net_pnl,candles_held,exit_reason,balance_after
2025-07-01 14:00:00,2025-07-01 14:20:00,SHORT,106836.9,106780.0,0.5992738,0.0021303500943960067,0.0012766629982096692,12.766629982096692,23.9709529876709,-11.204323005574206,4,ML,9988.795676994427
2025-07-01 14:20:00,2025-07-01 14:25:00,SHORT,106780.0,106488.4,0.5892122,0.010923393893987856,0.006436196720361347,64.28985397663112,23.54208027306082,40.7477737035703,1,ML,10029.543450697996
2025-07-01 14:25:00,2025-07-01 14:40:00,SHORT,106488.4,105984.5,0.57329243,0.018927883224839296,0.010851212248515712,108.83270473923464,22.99944551568495,85.83325922354969,3,ML,10115.376709921546
2025-07-01 14:50:00,2025-07-01 16:10:00,SHORT,105843.0,106201.9,0.44610876,-0.013563485539903221,-0.006050789694454711,-61.206017151920484,18.050232581250558,-79.25624973317105,16,ML,10036.120460188375
2025-07-01 16:25:00,2025-07-02 02:25:00,SHORT,106159.3,105672.6,0.4432404,0.018338478117319805,0.008128354451832173,81.57714442169613,17.79365635464602,63.783488067050115,120,MAX_HOLD,10099.903948255425
2025-07-08 07:45:00,2025-07-08 17:45:00,LONG,108374.9,108875.1,0.36252013,0.018461839411155596,0.006692788395466931,67.59651994021455,14.645673908173904,52.950846032040644,120,MAX_HOLD,10152.854794287467
2025-07-12 00:25:00,2025-07-12 10:25:00,LONG,117494.6,118034.8,0.3562544,0.018390632420553697,0.006551743696955166,66.51890240457395,14.467996724295626,52.050905680278326,120,MAX_HOLD,10204.905699967745
2025-07-12 20:30:00,2025-07-12 20:40:00,LONG,117327.9,117303.0,0.34187233,-0.0008489029463578289,-0.00029021643201854365,-2.9616313213303376,13.955099739196587,-16.916731060526924,2,ML,10187.988968907219
2025-07-12 20:40:00,2025-07-12 20:45:00,LONG,117303.0,117302.9,0.4496377,-3.4099724646708357e-06,-1.533252213751732e-06,-0.015620756640255218,18.32361616065201,-18.339236917292265,1,ML,10169.649731989926
2025-07-12 20:45:00,2025-07-13 06:45:00,LONG,117302.9,117850.7,0.38562632,0.018679845084818975,0.007203439844827436,73.2564600873549,15.686738247500797,57.5697218398541,120,MAX_HOLD,10227.21945382978
2025-07-26 03:55:00,2025-07-26 04:45:00,LONG,117501.7,117438.7,0.34523052,-0.0021446498220876807,-0.0007403985728073479,-7.572218687403113,14.122993151454514,-21.695211838857627,10,ML,10205.524241990923
2025-07-26 05:45:00,2025-07-26 05:55:00,LONG,117436.8,117436.3,0.37262842,-1.703043679664296e-05,-6.3460247655139515e-06,-0.06476450958472739,15.211473518399428,-15.276238027984155,2,ML,10190.248003962939
2025-07-26 05:55:00,2025-07-26 06:00:00,LONG,117436.3,117430.1,0.45159683,-0.00021117831539301185,-9.536745701801668e-05,-0.9718180385208658,18.407534631806698,-19.379352670327563,1,ML,10170.86865129261
2025-07-26 06:00:00,2025-07-26 06:05:00,LONG,117430.1,117358.2,0.3378853,-0.002449116538264337,-0.000827520452716419,-8.416601830836896,13.746347630810009,-22.162949461646903,1,ML,10148.705701830964
2025-07-26 06:05:00,2025-07-26 06:10:00,LONG,117358.2,117381.6,0.47738087,0.0007975582447586528,0.0003807390501724428,3.864008569394776,19.379191901221233,-15.515183331826456,1,ML,10133.190518499137
2025-07-26 06:10:00,2025-07-26 06:15:00,LONG,117381.6,117353.9,0.43573743,-0.0009439298833892753,-0.0004113055824787524,-4.167837828579459,17.661641619457658,-21.829479448037116,1,ML,10111.3610390511
2025-07-26 06:15:00,2025-07-26 06:20:00,LONG,117353.9,117322.0,0.44621575,-0.0010873094119579897,-0.00048517458341990684,-4.905775379929894,18.047394149180562,-22.953169529110454,1,ML,10088.40786952199
2025-07-26 06:20:00,2025-07-26 06:25:00,LONG,117322.0,117336.9,0.410841,0.0005080036139852433,0.00020870870675813183,2.1055385596964946,16.578925832269036,-14.473387272572541,1,ML,10073.934482249419
2025-07-26 06:25:00,2025-07-26 06:30:00,LONG,117336.9,117354.0,0.42272142,0.0005829368255001052,0.00024641988017295617,2.482417727986113,17.033871386364595,-14.551453658378481,1,ML,10059.38302859104
2025-07-26 06:30:00,2025-07-26 06:40:00,LONG,117354.0,117391.8,0.5332477,0.0012884094278849604,0.0006870413760270563,6.911212357946406,21.45657182683545,-14.545359468889044,2,ML,10044.837669122151
2025-07-26 06:45:00,2025-07-26 06:50:00,LONG,117373.2,117371.9,0.44089586,-4.4303128823374005e-05,-1.9533065880664684e-05,-0.19620647595154525,17.71490918700335,-17.911115662954895,1,ML,10026.926553459196
2025-07-26 06:50:00,2025-07-26 06:55:00,LONG,117371.9,117329.2,0.36006135,-0.0014552035027122197,-0.0005239625340508551,-5.253733845692287,14.44123474387008,-19.694968589562368,1,ML,10007.231584869634
2025-07-26 06:55:00,2025-07-26 07:00:00,LONG,117329.2,117340.0,0.40528038,0.000368194788680155,0.00014922212440092445,1.4933003564662768,16.222938535542212,-14.729638179075936,1,ML,9992.501946690558
2025-07-26 07:00:00,2025-07-26 07:05:00,LONG,117340.0,117323.4,0.34340242,-0.0005658769388104933,-0.00019432350767118703,-1.941778028692074,13.725797222087232,-15.667575250779306,1,ML,9976.834371439778
2025-07-26 07:05:00,2025-07-26 07:10:00,LONG,117323.4,117325.1,0.35022926,5.795945224947936e-05,2.029909626293497e-05,0.20252072130521437,13.976717408127927,-13.774196686822712,1,ML,9963.060174752954
2025-07-26 07:10:00,2025-07-26 07:15:00,LONG,117325.1,117330.3,0.34296423,0.00017728516745341242,6.080247129496474e-05,0.6057786802854229,13.667893123537512,-13.062114443252089,1,ML,9949.998060309703
2025-07-26 07:15:00,2025-07-26 07:20:00,LONG,117330.3,117326.4,0.38648584,-0.00013295798272087368,-5.138637828150038e-05,-0.5112943642272695,15.382133626400126,-15.893427990627396,1,ML,9934.104632319075
2025-07-26 07:20:00,2025-07-26 07:25:00,LONG,117326.4,117344.5,0.4947176,0.0006170819184771994,0.0003052812844544684,3.0326962220594518,19.658305526393463,-16.62560930433401,1,ML,9917.479023014741
2025-07-26 07:25:00,2025-07-26 07:30:00,LONG,117344.5,117324.8,0.33587173,-0.0006715269995610221,-0.00022554693258248945,-2.236856972592159,13.324003199004029,-15.560860171596188,1,ML,9901.918162843145
2025-07-26 07:30:00,2025-07-26 07:35:00,LONG,117324.8,117341.9,0.41556937,0.0005829969452320828,0.00024227567034135872,2.398993860568098,16.459735373831798,-14.0607415132637,1,ML,9887.857421329882
2025-07-26 07:35:00,2025-07-26 07:40:00,LONG,117341.9,117354.7,0.37912786,0.00043633177918553937,0.00016542553372283293,1.6357040912987701,14.995048899275588,-13.359344807976818,1,ML,9874.498076521904
2025-07-26 07:40:00,2025-07-26 07:45:00,LONG,117354.7,117352.8,0.53242415,-6.47609341592345e-05,-3.448028544581576e-05,-0.34047551231263395,21.029685055219932,-21.370160567532565,1,ML,9853.127915954372
2025-07-26 07:45:00,2025-07-26 07:50:00,LONG,117352.8,117322.6,0.48035,-0.0010293746719293308,-0.0004944601110465608,-4.871978723478767,18.931799494725635,-23.8037782182044,1,ML,9829.324137736168
2025-07-26 07:50:00,2025-07-26 07:55:00,LONG,117322.6,117319.0,0.60782886,-0.00012273850051075651,-7.460400229302224e-05,-0.7333069205105279,23.89818736448594,-24.631494284996467,1,ML,9804.692643451172
2025-07-26 07:55:00,2025-07-26 08:00:00,LONG,117319.0,117335.3,0.6586782,0.0005557497080610271,0.0003660602029171518,3.5891077786020413,25.83254818881826,-22.24344041021622,1,ML,9782.449203040955
2025-07-26 08:00:00,2025-07-26 08:05:00,LONG,117335.3,117340.8,0.50653976,0.00018749685729699416,9.497461347473815e-05,0.9290843318950749,19.82079796512876,-18.891713633233685,1,ML,9763.557489407722
2025-07-26 08:05:00,2025-07-26 08:10:00,LONG,117340.8,117346.3,0.54535174,0.00018748806894106738,0.00010224694531960445,0.9982939287442858,21.298292406181364,-20.29999847743708,1,ML,9743.257490930284
2025-07-26 08:10:00,2025-07-26 08:20:00,LONG,117346.3,117418.0,0.5347043,0.002444048086731225,0.0013068430887969024,12.73290871439089,20.839047780635816,-8.106139066244927,2,ML,9735.151351864039
2025-07-26 08:40:00,2025-07-26 08:45:00,LONG,117480.1,117544.9,0.40746897,0.002206331114801174,0.0008990114769547112,8.752012795216944,15.86708855530171,-7.115075760084766,1,ML,9728.036276103954
2025-07-26 09:10:00,2025-07-26 09:15:00,LONG,117545.5,117537.8,0.4811854,-0.0002620261941119682,-0.00012608318071338564,-1.226541755786386,18.723956357771833,-19.95049811355822,1,ML,9708.085777990396
2025-07-26 09:20:00,2025-07-26 09:25:00,LONG,117464.4,117452.9,0.442109,-0.0003916080105972533,-0.00017313342155621182,-1.680794107504676,17.168127944484542,-18.84892205198922,1,ML,9689.236855938407
2025-07-26 09:25:00,2025-07-26 09:30:00,LONG,117452.9,117449.8,0.35934782,-0.00010557423443750709,-3.7937871023057174e-05,-0.36758901815244327,13.92722457750926,-14.294813595661704,1,ML,9674.942042342745
2025-07-26 09:30:00,2025-07-26 09:35:00,LONG,117449.8,117496.9,0.38418993,0.001604089576993448,0.0006162750679748121,5.962425564797143,14.868061360943553,-8.90563579614641,1,ML,9666.036406546598
2025-07-26 10:05:00,2025-07-26 10:15:00,LONG,117521.3,117624.0,0.36238164,0.0034955365537990843,0.001266718258896038,12.244144807326423,14.011176388951233,-1.7670315816248099,2,ML,9664.269374964973
2025-07-26 10:15:00,2025-07-26 20:15:00,LONG,117624.0,118068.6,0.34448904,0.015119363395225661,0.005208454951051127,50.335911674328095,13.316939439453646,37.01897223487445,120,MAX_HOLD,9701.288347199848
2025-08-09 11:55:00,2025-08-09 21:55:00,SHORT,117070.5,116472.8,0.39461964,0.02042188254086203,0.008058876011717286,78.1814799440013,15.313275803554038,62.86820414044726,120,MAX_HOLD,9764.156551340297
2025-08-15 19:00:00,2025-08-16 05:00:00,LONG,116990.4,117704.8,0.33654666,0.024425935803279886,0.008220467099012856,80.26592767990374,13.144377079567322,67.12155060033642,120,MAX_HOLD,9831.278101940634
2025-08-16 21:40:00,2025-08-16 21:50:00,LONG,117437.2,117462.8,0.34766987,0.0008719553940320724,0.00030315261819362525,2.980377696792958,13.672156705224,-10.691779008431041,2,ML,9820.586322932202
2025-08-16 21:50:00,2025-08-16 21:55:00,LONG,117462.8,117389.5,0.38647568,-0.0024961094065526416,-0.0009646855858895562,-9.473778070716815,15.181671197339028,-24.655449268055843,1,ML,9795.930873664147
2025-08-17 03:05:00,2025-08-17 03:10:00,LONG,117489.2,117519.3,0.3779804,0.0010247750431531008,0.0003873448920475614,3.794403786764813,14.810679913085787,-11.016276126320975,1,ML,9784.914597537825
2025-08-17 03:10:00,2025-08-17 03:15:00,LONG,117519.3,117505.4,0.4076491,-0.0004731137779074154,-0.0001928644056796205,-1.8871617384799755,15.955246510274138,-17.842408248754115,1,ML,9767.07218928907
2025-08-17 03:20:00,2025-08-17 03:25:00,LONG,117495.8,117527.1,0.35637915,0.0010655700033534105,0.00037974693349303063,3.709015713087586,13.923123591749388,-10.214107878661801,1,ML,9756.858081410408
2025-08-17 03:25:00,2025-08-17 03:30:00,LONG,117527.1,117545.2,0.43585086,0.0006160281330856039,0.00026849639078154434,2.6196811802264377,17.01013989153255,-14.390458711306112,1,ML,9742.467622699101
2025-08-17 03:30:00,2025-08-17 03:35:00,LONG,117545.2,117600.9,0.36690816,0.0018954410728808013,0.0006954528018075029,6.775426404724972,14.298363587589217,-7.522937182864244,1,ML,9734.944685516237
2025-08-17 03:35:00,2025-08-17 03:40:00,LONG,117600.9,117657.2,0.37340564,0.0019149513311548776,0.0007150536184874343,6.961007423153403,14.54033282183799,-7.579325398684587,1,ML,9727.365360117552
2025-08-17 03:40:00,2025-08-17 03:45:00,LONG,117657.2,117661.2,0.38149986,0.00013598827781045273,5.18795084989864e-05,0.5046509338729644,14.84395396421954,-14.339303030346576,1,ML,9713.026057087205
