entry_time,exit_time,side,entry_price,exit_price,entry_probability,exit_probability,pnl_pct,pnl_usd,balance,exit_reason,hold_candles
2025-09-29 09:55:00,2025-09-29 19:55:00,LONG,112060.4,114206.7,0.85245574,0.009917495,1.9153063883405763,22.983676660086914,322.9836766600869,Max_Hold,120
2025-10-01 21:00:00,2025-10-02 07:00:00,LONG,117475.4,118618.7,0.8551772,0.012794319,0.973225032645135,12.573431970454353,335.5571086305413,Max_Hold,120
2025-10-03 11:50:00,2025-10-03 15:15:00,LONG,120352.7,121208.9,0.85666573,0.7971566,0.7114090502331872,9.548734557993912,345.1058431885352,ML_Exit,41
2025-10-04 21:40:00,2025-10-05 03:10:00,LONG,122275.1,123638.4,0.867497,0.82283133,1.1149449070170365,15.390960089795094,360.4968032783303,ML_Exit,66
2025-10-05 03:10:00,2025-10-05 03:15:00,LONG,123638.4,123462.2,0.88203675,0.7568234,-0.14251235861997333,-2.055009988406215,358.4417932899241,ML_Exit,1
2025-10-05 03:15:00,2025-10-05 03:20:00,LONG,123462.2,123569.1,0.87435305,0.92437357,0.08658520583628733,1.2414302580934413,359.6832235480175,ML_Exit,1
2025-10-05 03:20:00,2025-10-05 05:10:00,LONG,123569.1,125168.5,0.8839585,0.7636306,1.294336529116093,18.62204540593715,378.3052689539547,ML_Exit,22
2025-10-05 05:10:00,2025-10-05 10:50:00,SHORT,125168.5,122960.7,0.8893409,0.88816077,1.7638623136012679,26.691136277786896,404.99640523174156,ML_Exit,68
2025-10-07 11:20:00,2025-10-07 15:05:00,SHORT,124241.4,121749.7,0.8220792,0.9333031,2.0055311675496226,32.48931653751259,437.48572176925416,ML_Exit,45
2025-10-22 21:00:00,2025-10-23 07:00:00,LONG,107250.6,109937.0,0.9193249,0.10528029,2.504787852002687,43.832356852490214,481.31807862174435,Max_Hold,120
