start_idx,end_idx,regime,xgb_return,bh_return,difference,num_trades,win_rate,sharpe,max_dd
0,1440,Sideways,2.6411457071842777,2.270613143709525,0.3705325634747525,11,63.63636363636363,5.285336996030124,1.4298972080665953
1440,2880,Sideways,0.786145721650937,-2.0224330193216757,2.808578740972613,9,66.66666666666666,2.524406521864427,2.4416566798282426
2880,4320,Sideways,3.5216611700315843,-0.5914351004940368,4.113096270525621,18,61.111111111111114,3.8094221934692025,2.9822894032471248
4320,5760,Bear,0.017692407665763313,-4.493761894214929,4.5114543018806925,15,46.666666666666664,0.924571240723727,1.8671388909084505
5760,7200,Bear,3.6249279763796762,-3.5276730419637223,7.152601018343399,10,50.0,8.704640470771505,0.6417057781405228
7200,8640,Sideways,2.194282961175013,2.1740653023939758,0.02021765878103743,13,61.53846153846154,4.053807723347559,1.9651530060159041
8640,10080,Bull,1.1394253227313857,3.882065420730484,-2.7426400979990984,8,75.0,5.134282960261372,1.2559133040568553
10080,11520,Sideways,2.353658588624967,1.8614519495474038,0.492206639077563,6,66.66666666666666,11.701349751838155,0.12525691600883948
11520,12960,Sideways,0.6149169370795061,-1.1782215588216938,1.7931384959012,3,100.0,24.29299369491223,0.0
12960,14400,Bear,0.8698810465170572,-5.201186834529879,6.071067881046936,14,42.857142857142854,3.7887092775930973,1.2281939384121654
14400,15840,Bull,2.504352224592385,7.248375460768837,-4.744023236176451,6,66.66666666666666,10.443783274734342,0.2554472682323543
