signal_weight,volatility_weight,regime_weight,base_position,max_position,min_position,long_entry_threshold,short_entry_threshold,exit_threshold,stop_loss,take_profit,total_return,return_per_week,sharpe,win_rate,trades_per_week,avg_holding_hours,total_trades,composite_score
0.4691235782265585,0.2357089671272294,0.15763291309903643,0.7790827453029904,0.8692337845961868,0.25610816210122744,0.6857415262308482,0.5048972349365579,0.602857808736872,0.005181821261359405,0.03559251400961777,225.64807085775817,17.550405511158967,3.279836484881932,83.125,37.33333333333333,1.0581597222222223,480,33.443411814256166
0.3789076345322655,0.32458416974412535,0.08458192215636158,0.7837272651546902,0.8547484575991597,0.2213209812707862,0.6967762266753637,0.5570620401128381,0.6018242623124962,0.005232195252296515,0.027989225753079425,216.58353904418482,16.845386370103263,3.268717296373147,83.01075268817203,36.166666666666664,1.0677419354838709,465,32.42448762951622
0.29691489297081414,0.22401159593017173,0.111096861741538,0.7827098377370103,0.9701403760342158,0.10923373802071151,0.7072822433222252,0.5078989966196742,0.6213703258698389,0.005116676486464276,0.033399869740952916,213.950511946589,16.640595373623587,3.207651814559117,81.8574514038877,36.01111111111111,1.0975521958243342,463,32.0586767805196
0.26626932112702917,0.18077709589398355,0.13174867580803762,0.7949139707539365,0.992197025786932,0.16161646393596713,0.7490930156582492,0.5261958453367364,0.6022396122714233,0.005314119937746009,0.03879301621037739,211.50928727408692,16.450722343540093,3.289409419009376,83.14350797266515,34.144444444444446,1.027714502657555,439,31.565652292669956
0.3000022902926781,0.36135949362692144,0.2915234829397323,0.7925349282545611,0.9621672780901547,0.1826558210207142,0.6729169228975698,0.5862330421200705,0.6031530210442716,0.005597668398848019,0.02811340058887571,203.8546400459194,15.855360892460398,3.1017156212363832,83.2244008714597,35.699999999999996,1.0724400871459694,459,30.98379213493316
0.3674926338769611,0.3085407818999747,0.18584648782793733,0.767816772893321,0.8618901948222465,0.2580980077671985,0.7228927357831942,0.6308328005081719,0.6015701782703782,0.005238631732342653,0.02579688463881155,200.87151332788946,15.623339925502513,3.4440230899815045,84.52655889145497,33.67777777777778,1.0304080061585834,433,30.930830549909967
0.41832904548339356,0.35284636729896224,0.22432527426357596,0.7919135762293021,0.893299011094398,0.25453619296562624,0.6637229398033198,0.5373152498208968,0.6117654641263037,0.005005747988364082,0.0305812311581852,199.8346557268076,15.542695445418367,2.966114026265622,80.87318087318087,37.41111111111111,1.1015246015246016,481,30.82770127572739
0.48774917247064264,0.19041920013559271,0.07913770446828934,0.7624348943826926,0.8542734088784558,0.21657288047472653,0.701465572019699,0.5837994256142414,0.6006394025238413,0.005513942175803282,0.028587597264828978,199.26837667126688,15.498651518876311,3.2706199219649106,83.74164810690424,34.922222222222224,1.0694135115070527,449,30.770446918361685
0.3512036833863013,0.18040514799534843,0.17474205584520697,0.7943649584941912,0.9918127264411005,0.24608891380494602,0.6678478882321043,0.5163592693088748,0.6206014187875175,0.005151550186148166,0.03709617700459455,200.85643261819018,15.622166981414791,2.965623226722514,80.97251585623678,36.788888888888884,1.121740662438337,473,30.750635657082043
0.4426695358664753,0.2470690717980738,0.13696962383038114,0.7456516723075337,0.867590791296026,0.29809750731556783,0.7054841755812153,0.5112386451437957,0.6111998999617556,0.005361993200359338,0.03121094797205745,194.73018804480674,15.145681292373856,3.2034529284265547,82.79569892473118,36.166666666666664,1.0833333333333333,465,30.59425381589363
0.23200801947817368,0.3049618080684577,0.06143964059619027,0.7672391323742278,0.9953822460995294,0.10138317923253555,0.6712523605414515,0.6603386467790645,0.6048734464133604,0.005211742723865391,0.026049376989951516,194.91616997222502,15.160146553395279,3.2300395081014663,83.44370860927152,35.233333333333334,1.0614422369389258,453,30.428558902931545
0.3182410858005912,0.27874916929339943,0.13299475032672053,0.7913957342801852,0.9889456721427572,0.10586942478923987,0.7113947600458046,0.5949943077498417,0.6258025315281456,0.005519644866041094,0.03593436443675371,200.06427415773862,15.560554656713004,3.1840700486662143,83.17757009345794,33.288888888888884,1.1285046728971964,428,30.250916976267654
0.4021651079254286,0.3547251338035946,0.2367796870427047,0.7399783121234761,0.8522522763788049,0.16628687947347914,0.7317451743696133,0.5796040597801367,0.6014735700122514,0.005110460054637982,0.03001583935537945,192.45651237574134,14.968839851446548,3.37599227136977,83.29519450800915,33.98888888888889,1.011250953470633,437,30.21804661640831
