trade_id,side,entry_time,entry_price,exit_time,exit_price,exit_reason,hold_candles,pnl,return_pct,size,balance_after,entry_prob,exit_prob
1,SHORT,2025-10-03 22:20:00,122419.6,2025-10-03 23:05:00,122312.0,ML_EXIT,9,1.0019964123392546,0.35157768854008936,285.0,301.0019964123393,0.8011882901191711,0.8353034257888794
2,SHORT,2025-10-03 23:30:00,122226.4,2025-10-03 23:45:00,122175.8,ML_EXIT,3,0.4735201549759676,0.1655943396843604,285.9518965917223,301.47551656731525,0.8060786128044128,0.9646795988082886
3,SHORT,2025-10-03 23:45:00,122175.8,2025-10-03 23:50:00,122126.8,ML_EXIT,1,0.4594587568473797,0.160424568531575,286.40174073894946,301.9349753241626,0.8029296398162842,0.9518489837646484
4,SHORT,2025-10-04 01:05:00,122063.6,2025-10-04 01:20:00,121955.4,ML_EXIT,3,1.017040169668075,0.35456925733801603,286.8382265579545,302.9520154938307,0.8021882772445679,0.8369763493537903
5,SHORT,2025-10-04 01:45:00,121725.7,2025-10-04 01:50:00,121655.7,ML_EXIT,1,0.6620231891979997,0.23002537672816833,287.8044147191391,303.6140386830287,0.8112232089042664,0.9903974533081055
6,SHORT,2025-10-04 01:55:00,121820.8,2025-10-04 02:15:00,121695.3,ML_EXIT,4,1.1885781003567237,0.4120806955790801,288.43333674887725,304.8026167833854,0.8112328052520752,0.9388036727905273
7,SHORT,2025-10-04 02:50:00,121916.0,2025-10-04 05:10:00,122598.6,ML_EXIT,28,-6.484968434184967,-2.23957478919914,289.5624859442161,298.31764834920045,0.8725436925888062,0.7737751603126526
8,SHORT,2025-10-04 16:35:00,121795.5,2025-10-04 16:45:00,121600.0,ML_EXIT,2,1.8196089425193955,0.6420598462176353,283.40176593174044,300.13725729171983,0.8709090352058411,0.972468912601471
9,SHORT,2025-10-04 16:45:00,121600.0,2025-10-04 18:35:00,121600.2,ML_EXIT,22,-0.0018758578580459514,-0.0006578947368325316,285.1303944271338,300.13538143386177,0.8735703825950623,0.8901821970939636
10,SHORT,2025-10-04 18:50:00,121546.0,2025-10-04 18:55:00,121545.3,ML_EXIT,1,0.006568378347380851,0.0023036545834403096,285.12861236216867,300.14194981220913,0.8140629529953003,0.9209722876548767
11,SHORT,2025-10-04 18:55:00,121545.3,2025-10-04 20:55:00,121837.9,ML_EXIT,24,-2.745658048128468,-0.962933161545502,285.13485232159866,297.3962917640807,0.812208890914917,0.9462031722068787
12,SHORT,2025-10-04 20:55:00,121837.9,2025-10-04 21:10:00,122108.4,ML_EXIT,3,-2.509019347052916,-0.8880652079525337,282.5264771758766,294.88727241702776,0.8365384936332703,0.7779126167297363
13,SHORT,2025-10-05 08:30:00,124591.8,2025-10-05 09:10:00,124369.9,ML_EXIT,8,1.9957561079260104,0.7124064344523756,280.14290879617636,296.8830285249538,0.8142438530921936,0.937950611114502
14,SHORT,2025-10-05 12:30:00,123093.5,2025-10-05 13:50:00,123072.0,ML_EXIT,16,0.19704812545332384,0.06986558997834978,282.03887709870605,297.0800766504071,0.8021082282066345,0.7690550684928894
15,SHORT,2025-10-05 13:50:00,123072.0,2025-10-05 14:30:00,123058.3,ML_EXIT,8,0.12566618556956013,0.04452678107123339,282.2260728178867,297.20574283597665,0.8886339068412781,0.8465499877929688
16,SHORT,2025-10-05 14:30:00,123058.3,2025-10-05 14:35:00,122993.0,ML_EXIT,1,0.5992983246747479,0.21225711715504897,282.3454556941778,297.8050411606514,0.8781436085700989,0.9457614421844482
17,SHORT,2025-10-05 14:35:00,122993.0,2025-10-05 14:40:00,122867.1,ML_EXIT,1,1.1584064767269053,0.40945419658027427,282.91478910261884,298.9634476373783,0.8656072020530701,0.9156295657157898
18,SHORT,2025-10-05 14:50:00,122899.8,2025-10-05 15:05:00,122800.7,ML_EXIT,3,0.9160605233799447,0.32253917418907374,284.0152752555094,299.87950816075823,0.863502025604248,0.8646737933158875
19,SHORT,2025-10-05 15:10:00,122900.8,2025-10-05 15:25:00,122845.9,ML_EXIT,3,0.5090354415309529,0.1786806920703811,284.88553275272034,300.3885436022892,0.8541041612625122,0.8400254249572754
20,SHORT,2025-10-05 16:05:00,123060.0,2025-10-05 16:45:00,122669.9,ML_EXIT,8,3.618478541078889,1.2679993499106317,285.3691164221747,304.0070221433681,0.8435540795326233,0.8493457436561584
21,SHORT,2025-10-05 16:55:00,123231.3,2025-10-05 18:05:00,122910.7,ML_EXIT,14,3.005451333685753,1.0406447063368018,288.80667103619965,307.01247347705385,0.8654012680053711,0.9157009124755859
22,SHORT,2025-10-05 18:05:00,122910.7,2025-10-05 18:10:00,122936.6,ML_EXIT,1,-0.24583838217194948,-0.08428883734291231,291.66184980320116,306.7666350948819,0.8516788482666016,0.8654681444168091
23,SHORT,2025-10-05 18:10:00,122936.6,2025-10-05 19:00:00,122921.8,ML_EXIT,10,0.14033701564659792,0.0481549026083458,291.4283033401378,306.9069721105285,0.853695809841156,0.8127427697181702
24,SHORT,2025-10-06 04:05:00,123756.3,2025-10-06 04:30:00,123737.0,ML_EXIT,5,0.18187807274934328,0.06238066264102243,291.56162350500205,307.0888501832778,0.8108914494514465,0.9231182336807251
25,SHORT,2025-10-06 04:55:00,123538.8,2025-10-06 05:00:00,123512.9,ML_EXIT,1,0.2446493298870346,0.08386029328440532,291.7344076741139,307.33349951316484,0.8362072706222534,0.9317324161529541
26,SHORT,2025-10-06 05:00:00,123512.9,2025-10-06 05:05:00,123339.5,ML_EXIT,1,1.6395711662442365,0.5615607762427866,291.96682453750657,308.9730706794091,0.8488577008247375,0.974879264831543
27,SHORT,2025-10-06 05:35:00,123453.9,2025-10-06 07:30:00,123591.9,ML_EXIT,23,-1.3124370980931517,-0.44713046732424006,293.52441714543863,307.66063358131595,0.8550763726234436,0.940109372138977
28,SHORT,2025-10-06 07:45:00,123300.2,2025-10-06 07:50:00,123282.5,ML_EXIT,1,0.167828229108111,0.057420831434165036,292.2776019022501,307.8284618104241,0.8185524940490723,0.9918813109397888
29,SHORT,2025-10-06 20:50:00,125161.2,2025-10-06 21:10:00,125000.3,ML_EXIT,4,1.5037605753230445,0.5142168659296784,292.43703871990283,309.3322223857471,0.8017600178718567,0.832388162612915
30,SHORT,2025-10-06 21:10:00,125000.3,2025-10-06 21:15:00,124844.1,ML_EXIT,1,1.4688543461038142,0.49983880038686973,293.8656112664597,310.8010767318509,0.8415802717208862,0.9794054627418518
31,SHORT,2025-10-06 21:55:00,125062.0,2025-10-06 23:20:00,124679.5,ML_EXIT,17,3.6122032674173234,1.2233931969743008,295.26102289525835,314.41327999926824,0.8335781693458557,0.9056777358055115
32,SHORT,2025-10-07 03:25:00,124094.1,2025-10-07 04:10:00,124115.7,ML_EXIT,9,-0.20796348917740246,-0.06962458327991827,298.6926159993048,314.2053165100908,0.861245334148407,0.8123697638511658
33,SHORT,2025-10-07 06:20:00,124027.6,2025-10-07 06:25:00,123830.7,ML_EXIT,1,1.8955031131715083,0.6350199471730767,298.49505068458626,316.10081962326234,0.826083779335022,0.9948590993881226
34,SHORT,2025-10-07 06:25:00,123830.7,2025-10-07 06:30:00,123941.4,ML_EXIT,1,-1.073812639214008,-0.3575849930590624,300.2957786420992,315.02700698404834,0.8764269351959229,0.979354739189148
35,SHORT,2025-10-07 06:30:00,123941.4,2025-10-07 06:35:00,123893.1,ML_EXIT,1,0.4665112453291499,0.15588011753938028,299.2756566348459,315.4935182293775,0.9024433493614197,0.9856396913528442
36,SHORT,2025-10-07 06:35:00,123893.1,2025-10-07 06:40:00,123803.4,ML_EXIT,1,0.8679992721441272,0.28960450581997427,299.71884231790864,316.36151750152163,0.9078922271728516,0.9935170412063599
37,SHORT,2025-10-07 06:40:00,123803.4,2025-10-07 06:45:00,123909.1,ML_EXIT,1,-1.0263835009351534,-0.34150919926273965,300.54344162644554,315.3351340005865,0.9079227447509766,0.9752708673477173
38,SHORT,2025-10-07 06:45:00,123909.1,2025-10-07 06:50:00,123897.2,ML_EXIT,1,0.11507996393741042,0.038415257636472966,299.56837730055713,315.4502139645239,0.9092442989349365,0.9306007027626038
39,SHORT,2025-10-07 06:50:00,123897.2,2025-10-07 07:05:00,123847.0,ML_EXIT,3,0.4856871891848169,0.1620698450005233,299.6777032662977,315.93590115370876,0.9106788635253906,0.9147912859916687
40,SHORT,2025-10-07 07:05:00,123847.0,2025-10-07 07:10:00,123770.7,ML_EXIT,1,0.7396421001761028,0.24643309890430262,300.1391060960233,316.6755432538849,0.9054097533226013,0.925235390663147
41,SHORT,2025-10-07 07:10:00,123770.7,2025-10-07 07:15:00,123725.7,ML_EXIT,1,0.4375148391050088,0.14543021894519462,300.8417660911906,317.1130580929899,0.8914666175842285,0.9648244380950928
42,SHORT,2025-10-07 07:15:00,123725.7,2025-10-07 07:35:00,123622.5,ML_EXIT,4,1.0051190404398067,0.3336412725892748,301.2574051883404,318.1181771334297,0.8186979293823242,0.930647611618042
43,SHORT,2025-10-07 07:35:00,123622.5,2025-10-07 07:40:00,123641.2,ML_EXIT,1,-0.18285892670911844,-0.060506784768135535,302.2122682767582,317.9353182067206,0.8352267146110535,0.9222675561904907
44,SHORT,2025-10-07 07:40:00,123641.2,2025-10-07 08:00:00,123502.5,ML_EXIT,4,1.3553005698264868,0.4487177413354031,302.0385522963845,319.2906187765471,0.8801686763763428,0.9193128943443298
45,SHORT,2025-10-07 08:25:00,123599.4,2025-10-07 08:30:00,123388.3,ML_EXIT,1,2.07224750743256,0.6831748374182764,303.32608783771974,321.36286628397966,0.8006528615951538,0.8627938628196716
46,SHORT,2025-10-07 08:35:00,123680.6,2025-10-07 12:45:00,124852.5,STOP_LOSS,50,-11.570929825640697,-3.7900851063141485,305.29472296978065,309.79193645833897,0.9029198288917542,
47,SHORT,2025-10-07 16:45:00,122028.6,2025-10-07 17:10:00,121443.6,ML_EXIT,5,5.643492384136895,1.917583255072991,294.302339635422,315.43542884247586,0.9203054308891296,0.7940840125083923
