entry_idx,entry_time,entry_price,exit_idx,exit_time,exit_price,side,entry_prob,position_size_pct,hold_time,exit_reason,pnl_pct,balance_before,balance_after
6,2025-07-14 14:50:00,121012.4,8,2025-07-14 15:00:00,120910.7,SHORT,0.7794056045191521,0.23025494852972336,2,ml_exit,-0.00014698578552234647,10000.0,9998.530142144777
103,2025-07-14 22:55:00,120034.7,118,2025-07-15 00:10:00,119610.6,SHORT,0.8404962665489037,0.3633417650916866,15,ml_exit,0.0036815895005404284,9998.530142144777,10035.340625736933
107,2025-07-14 23:15:00,119829.7,118,2025-07-15 00:10:00,119610.6,SHORT,0.9390572966618593,0.6932208369237582,11,ml_exit,0.0022971346985819546,10035.340625736933,10058.393154900403
114,2025-07-14 23:50:00,119832.0,118,2025-07-15 00:10:00,119610.6,SHORT,0.9593861343805491,0.7748746115694112,4,ml_exit,0.0026270934157112437,10058.393154900403,10084.817493330276
117,2025-07-15 00:05:00,119697.6,118,2025-07-15 00:10:00,119610.6,SHORT,0.9838088495356807,0.8783325663629271,1,ml_exit,-0.000959730752225891,10084.817493330276,10075.138783851342
119,2025-07-15 00:15:00,119619.3,124,2025-07-15 00:40:00,119388.0,SHORT,0.9512268991894319,0.7416020541571062,5,ml_exit,0.0027695409195574853,10075.138783851342,10103.042292983439
120,2025-07-15 00:20:00,119770.0,124,2025-07-15 00:40:00,119388.0,SHORT,0.9134859819874239,0.5966176443427325,4,ml_exit,0.0052250495074223835,10103.042292983439,10155.831189139859
121,2025-07-15 00:25:00,119877.6,124,2025-07-15 00:40:00,119388.0,SHORT,0.8276924192430112,0.3299329258100839,3,ml_exit,0.0040702714491957824,10155.831189139859,10197.168178871867
122,2025-07-15 00:30:00,119711.8,124,2025-07-15 00:40:00,119388.0,SHORT,0.7828348358377126,0.23569879232433483,2,ml_exit,0.0016073049529836821,10197.168178871867,10213.558137792175
123,2025-07-15 00:35:00,119649.5,124,2025-07-15 00:40:00,119388.0,SHORT,0.8509395292215942,0.39241687747999476,1,ml_exit,0.001860919779154146,10213.558137792175,10232.564750146334
125,2025-07-15 00:45:00,119444.2,128,2025-07-15 01:00:00,119206.3,SHORT,0.9354895688652802,0.6793254493356815,3,ml_exit,0.002694816142145493,10232.564750146334,10260.139630810578
140,2025-07-15 02:00:00,118795.5,141,2025-07-15 02:05:00,118507.6,SHORT,0.97225451295931,0.8286763640263111,1,ml_exit,0.00471845826484951,10260.139630810578,10308.551671450086
156,2025-07-15 03:20:00,117564.2,158,2025-07-15 03:30:00,117341.8,SHORT,0.7777966448659913,0.22780608321510898,2,ml_exit,0.0008125682130689851,10308.551671450086,10316.928072861087
161,2025-07-15 03:45:00,117504.4,171,2025-07-15 04:35:00,117399.3,LONG,0.8387529744635657,0.35864472117126034,10,ml_exit,-0.002717715863218486,10316.928072861087,10288.889593777787
166,2025-07-15 04:10:00,117010.0,183,2025-07-15 05:35:00,117061.8,SHORT,0.944570581118266,0.7149523143979937,17,ml_exit,-0.004125838823810867,10288.889593777787,10246.439293637875
188,2025-07-15 06:00:00,116954.9,195,2025-07-15 06:35:00,116883.3,SHORT,0.9245253181295913,0.6374605633260881,7,ml_exit,-0.0009888242426304144,10246.439293637875,10236.307366063686
200,2025-07-15 07:00:00,117249.4,225,2025-07-15 09:05:00,117067.0,LONG,0.8395565686772554,0.3608042113768743,25,ml_exit,-0.003688369081856332,10236.307366063686,10198.552086462318
206,2025-07-15 07:30:00,116895.2,225,2025-07-15 09:05:00,117067.0,LONG,0.9032866712767265,0.5600873298137754,19,ml_exit,0.0010522752970510683,10198.552086462318,10209.28377088859
208,2025-07-15 07:40:00,116763.5,209,2025-07-15 07:45:00,116578.2,SHORT,0.93264650725767,0.6683476094419121,1,ml_exit,0.0015691960564566002,10209.28377088859,10225.304138721116
209,2025-07-15 07:45:00,116578.2,251,2025-07-15 11:15:00,116590.1,SHORT,0.9013824186256628,0.5533982624258825,42,ml_exit,-0.002439550881369239,10225.304138721116,10200.35898899723
210,2025-07-15 07:50:00,116876.2,251,2025-07-15 11:15:00,116590.1,SHORT,0.9335837164563997,0.671957059414285,41,ml_exit,0.0038916777592325966,10200.35898899723,10240.0554992109
216,2025-07-15 08:20:00,116786.8,225,2025-07-15 09:05:00,117067.0,LONG,0.8276292726770761,0.32977454837602715,9,ml_exit,0.001845739903094543,10240.0554992109,10258.955978255695
225,2025-07-15 09:05:00,117067.0,226,2025-07-15 09:10:00,117146.7,LONG,0.8077923366387226,0.28335979375983233,1,ml_exit,-0.0003617861707714209,10258.955978255695,10255.24442985621
226,2025-07-15 09:10:00,117146.7,259,2025-07-15 11:55:00,117150.6,LONG,0.7865714966561752,0.24196288618698852,33,ml_exit,-0.0009356302271647403,10255.24442985621,10245.649313180673
227,2025-07-15 09:15:00,117026.3,259,2025-07-15 11:55:00,117150.6,LONG,0.8448392439612074,0.37524005273773386,32,ml_exit,9.329128825228337e-05,10245.649313180673,10246.60514300408
232,2025-07-15 09:40:00,116872.4,259,2025-07-15 11:55:00,117150.6,LONG,0.8370896959695283,0.3542060497189707,27,ml_exit,0.0019557470166316885,10246.60514300408,10266.644910443114
235,2025-07-15 09:55:00,116802.3,251,2025-07-15 11:15:00,116590.1,SHORT,0.940367123584428,0.6983554041969042,16,ml_exit,0.002281513269617224,10266.644910443114,10290.068397040737
241,2025-07-15 10:25:00,117056.4,259,2025-07-15 11:55:00,117150.6,LONG,0.7882014637048533,0.24479930282581763,18,ml_exit,-0.0001911977742389196,10290.068397040737,10288.100958866456
245,2025-07-15 10:45:00,117164.6,259,2025-07-15 11:55:00,117150.6,LONG,0.7705397357256196,0.21766214832300088,14,ml_exit,-0.0009746824081651653,10288.100958866456,10278.073327848422
249,2025-07-15 11:05:00,117005.2,259,2025-07-15 11:55:00,117150.6,LONG,0.8210646490026302,0.31366628693367105,10,ml_exit,0.00030448190282917145,10278.073327848422,10281.202815172703
250,2025-07-15 11:10:00,116839.2,251,2025-07-15 11:15:00,116590.1,SHORT,0.7640370383169475,0.20997848200578373,1,ml_exit,0.000950774124193549,10281.202815172703,10290.977916774955
251,2025-07-15 11:15:00,116590.1,268,2025-07-15 12:40:00,116544.0,SHORT,0.9499050099788862,0.7362740325402501,17,ml_exit,-0.0017805981873644917,10290.977916774955,10272.653820150137
254,2025-07-15 11:30:00,116521.8,266,2025-07-15 12:30:00,117425.8,SHORT,0.81829858211239,0.3070948981209577,12,stop_loss,-0.01075840016893719,10272.653820150137,10162.136499556
258,2025-07-15 11:50:00,117034.8,259,2025-07-15 11:55:00,117150.6,LONG,0.90624663388798,0.5705674382120299,1,ml_exit,-2.4079561727026856e-05,10162.136499556,10161.89179976288
259,2025-07-15 11:55:00,117150.6,260,2025-07-15 12:00:00,117226.6,LONG,0.8955888629878417,0.5333062687575763,1,ml_exit,-0.0007493217428894269,10161.89179976288,10154.277273288428
260,2025-07-15 12:00:00,117226.6,266,2025-07-15 12:30:00,117425.8,LONG,0.9141935310784103,0.5991952035467079,6,ml_exit,0.0016760041867089535,10154.277273288428,10171.295884511463
261,2025-07-15 12:05:00,117054.3,266,2025-07-15 12:30:00,117425.8,LONG,0.8197850007312606,0.310609997232746,5,ml_exit,0.0027007424134913153,10171.295884511463,10198.765934706933
266,2025-07-15 12:30:00,117425.8,268,2025-07-15 12:40:00,116544.0,LONG,0.7793300470520306,0.23013841369409524,2,stop_loss,-0.007833380416712984,10198.765934706933,10118.87512135936
