entry_time,exit_time,side,entry_price,exit_price,entry_prob,hold_time,pnl_pct,pnl_dollars,balance,exit_reason,position_size_pct
2025-07-14 22:40:00,2025-07-15 00:10:00,SHORT,120136.6,119610.6,0.8430289,18,0.013513397249464359,85.01098734830809,10085.010987348309,ml_exit,0.62908671875
2025-07-15 04:20:00,2025-07-15 05:35:00,SHORT,117384.5,117061.8,0.7935161,15,0.006996341084214597,33.906613433393346,10118.917600781702,ml_exit,0.48054832220077515
2025-07-15 11:15:00,2025-07-15 11:55:00,LONG,116590.1,117150.6,0.81293,8,0.015229763075938693,93.59407963320166,10212.511680414904,ml_exit,0.60732501745224
2025-07-15 12:40:00,2025-07-15 12:50:00,LONG,116544.0,117194.3,0.87169015,2,0.01831946732564535,141.10635736213064,10353.618037777034,ml_exit,0.7542254328727722
2025-07-15 14:40:00,2025-07-15 14:50:00,LONG,116986.4,116103.3,0.6739042,2,-0.03419496283328631,-91.96601852466225,10261.652019252371,stop_loss,0.2597604990005493
2025-07-15 14:50:00,2025-07-15 15:45:00,LONG,116103.3,116613.5,0.8898119,11,0.013577450425612262,111.39613609653033,10373.0481553489,ml_exit,0.7995297312736511
2025-07-15 15:45:00,2025-07-15 16:00:00,LONG,116613.5,116730.6,0.91278666,3,1.668760478009193e-05,0.1483420693618898,10373.196497418263,ml_exit,0.8569666743278503
2025-07-15 16:00:00,2025-07-15 16:05:00,LONG,116730.6,117115.7,0.9100278,1,0.009196197055441889,81.09149728295593,10454.287994701219,ml_exit,0.8500695228576661
2025-07-15 16:10:00,2025-07-15 16:20:00,LONG,116949.2,116912.8,0.75096583,2,-0.005244985002034873,-24.80706318538413,10429.480931515835,ml_exit,0.4524146318435669
2025-07-15 18:25:00,2025-07-15 19:00:00,LONG,116852.5,116917.0,0.90303594,7,-0.0017920883164673413,-15.561563265714843,10413.919368250119,ml_exit,0.8325898647308348
2025-07-15 19:00:00,2025-07-15 21:10:00,LONG,116917.0,116956.8,0.8483031,26,-0.002638350282679066,-19.116338660979252,10394.80302958914,ml_exit,0.6957577466964722
2025-07-15 21:10:00,2025-07-15 21:15:00,LONG,116956.8,117040.0,0.69027096,1,-0.0011545049112151808,-3.6083853033754854,10391.194644285764,ml_exit,0.30067744851112366
2025-07-16 09:05:00,2025-07-16 11:00:00,SHORT,118896.4,118682.1,0.77854836,23,0.003209637970535302,14.529623679870774,10405.724267965636,ml_exit,0.4356451034545898
2025-07-16 11:05:00,2025-07-16 12:55:00,SHORT,118834.1,118605.2,0.7778219,22,0.003704859127136359,16.71085880247633,10422.435126768112,ml_exit,0.4334657192230225
2025-07-16 12:55:00,2025-07-16 14:45:00,LONG,118605.2,119012.6,0.87239695,22,0.009739701126089201,76.74185056346994,10499.176977331583,ml_exit,0.7559924125671387
2025-07-16 15:00:00,2025-07-16 15:30:00,SHORT,119299.9,119012.4,0.8550298,6,0.005639572204167815,39.38052498469871,10538.557502316282,ml_exit,0.66508948802948
2025-07-16 15:35:00,2025-07-16 15:45:00,LONG,118636.4,119283.6,0.8893296,2,0.017821295993472885,149.93384036547948,10688.491342681762,ml_exit,0.7983240485191345
2025-07-16 15:45:00,2025-07-16 19:30:00,SHORT,119283.6,118920.8,0.74600667,45,0.008165964139244721,29.503008874106687,10717.994351555868,ml_exit,0.3380200266838074
2025-07-16 20:25:00,2025-07-16 21:40:00,SHORT,119598.6,119372.4,0.784148,15,0.0035653059483977782,17.289208825347806,10735.283560381216,ml_exit,0.4524439573287964
2025-07-16 21:40:00,2025-07-16 21:55:00,SHORT,119372.4,119287.4,0.7389229,3,-0.0011517704259946184,-3.91671267631096,10731.366847704905,ml_exit,0.31676870584487915
2025-07-17 05:40:00,2025-07-17 07:00:00,SHORT,118554.0,118177.1,0.7240461,16,0.00871656797746155,25.456009328647756,10756.822857033552,ml_exit,0.2721383571624756
2025-07-17 07:00:00,2025-07-17 07:40:00,LONG,118177.1,118547.5,0.7939023,8,0.00853711590485785,51.40362564953672,10808.226482683089,ml_exit,0.5597557425498962
2025-07-17 07:50:00,2025-07-17 09:05:00,LONG,118340.8,118599.5,0.65770346,15,0.004744236983356444,11.242882384816534,10819.469365067906,ml_exit,0.21925871074199677
2025-07-17 11:25:00,2025-07-17 13:50:00,LONG,118185.7,118367.6,0.65737355,29,0.0021564131701215542,5.096335840670585,10824.565700908575,ml_exit,0.2184339314699173
2025-07-17 13:50:00,2025-07-17 14:00:00,LONG,118367.6,118366.0,0.81974214,2,-0.004054068849921966,-27.398923364546672,10797.16677754403,ml_exit,0.6243554353713989
2025-07-17 14:00:00,2025-07-17 14:10:00,LONG,118366.0,118490.0,0.8189893,2,0.00019039251136306057,1.2796180515108424,10798.44639559554,ml_exit,0.6224732398986816
2025-07-17 14:10:00,2025-07-17 14:20:00,LONG,118490.0,118512.0,0.7986904,2,-0.003257321292936113,-20.109894436880555,10778.33650115866,ml_exit,0.5717259645462036
2025-07-17 14:20:00,2025-07-17 14:25:00,LONG,118512.0,118739.0,0.79426956,1,0.0036616713919265555,22.127965477811376,10800.464466636471,ml_exit,0.5606739521026611
2025-07-17 14:25:00,2025-07-17 14:30:00,LONG,118739.0,118834.1,0.7938813,1,-0.0007963348183829804,-4.813888174105447,10795.650578462366,ml_exit,0.5597032904624939
2025-07-17 14:30:00,2025-07-17 14:50:00,LONG,118834.1,118794.9,0.80309343,4,-0.005319486578347852,-33.464829752268805,10762.185748710097,ml_exit,0.5827336311340332
2025-07-17 14:50:00,2025-07-17 15:40:00,LONG,118794.9,119123.4,0.765299,10,0.0070610809049883455,37.10323393206933,10799.288982642167,ml_exit,0.4882475733757019
2025-07-17 15:40:00,2025-07-17 17:45:00,LONG,119123.4,119102.1,0.71232027,25,-0.00471522471655404,-18.117756329799075,10781.171226312368,ml_exit,0.3558007478713989
2025-07-17 17:55:00,2025-07-17 19:45:00,SHORT,119302.0,119311.3,0.9004144,22,-0.004311813716450786,-37.24691559320424,10743.924310719163,ml_exit,0.8012432456016539
2025-07-17 19:50:00,2025-07-17 20:35:00,LONG,119145.8,119367.2,0.69730043,9,0.003432909930521904,11.73803249615635,10755.66234321532,ml_exit,0.3182511329650879
2025-07-17 20:35:00,2025-07-17 20:55:00,LONG,119367.2,119468.4,0.86427283,4,-0.0006087836524607398,-4.817151591685125,10750.845191623634,ml_exit,0.7356820702552795
2025-07-17 20:55:00,2025-07-17 21:15:00,SHORT,119468.4,120544.8,0.7187186,4,-0.04003965567463895,-110.26485667008903,10640.580334953545,stop_loss,0.256155788898468
2025-07-17 21:15:00,2025-07-17 21:35:00,SHORT,120544.8,120350.2,0.8569083,4,0.0024573502963215607,17.537870990118744,10658.118205943663,ml_exit,0.6707249879837036
2025-07-17 21:35:00,2025-07-17 21:55:00,SHORT,120350.2,120299.5,0.83929026,4,-0.0023149176320439156,-15.244519919549763,10642.873686024113,ml_exit,0.6178708076477051
2025-07-17 21:55:00,2025-07-17 22:20:00,SHORT,120299.5,120180.1,0.83076,5,-2.9908686237459584e-05,-0.1885312445389162,10642.685154779574,ml_exit,0.5922800302505493
2025-07-17 22:20:00,2025-07-17 22:50:00,SHORT,120180.1,119635.1,0.78843373,6,0.01413944238688435,70.01928704117736,10712.704441820752,ml_exit,0.4653012156486512
2025-07-18 01:35:00,2025-07-18 07:15:00,SHORT,120544.6,119890.4,0.7200423,68,0.017708147855648834,49.34663115889698,10762.051072979648,ml_exit,0.26012688875198364
2025-07-18 07:15:00,2025-07-18 07:25:00,SHORT,119890.4,119704.2,0.83410007,2,0.0022123406044186056,14.340360384568534,10776.391433364217,ml_exit,0.602300226688385
2025-07-18 07:25:00,2025-07-18 07:45:00,SHORT,119704.2,119793.2,0.86970735,4,-0.006973997570678389,-53.2937336145885,10723.09769974963,ml_exit,0.7091220617294312
2025-07-18 08:05:00,2025-07-18 08:10:00,SHORT,119301.5,119304.8,0.72905517,1,-0.004110644040519287,-12.657922449823007,10710.439777299805,ml_exit,0.2871655225753784
2025-07-18 10:40:00,2025-07-18 13:10:00,SHORT,118964.4,118898.3,0.7418056,30,-0.001777486374075227,-6.195175844169619,10704.244601455635,ml_exit,0.3254168629646301
2025-07-18 13:10:00,2025-07-18 13:20:00,SHORT,118898.3,118752.3,0.79715234,2,0.0009117607232399455,4.796478138913499,10709.041079594548,ml_exit,0.4914570450782776
2025-07-18 13:20:00,2025-07-18 13:30:00,SHORT,118752.3,118697.0,0.8103125,2,-0.0021372992354673414,-12.152324514638755,10696.88875507991,ml_exit,0.5309375524520874
2025-07-18 13:30:00,2025-07-18 13:40:00,SHORT,118697.0,118686.5,0.79064924,2,-0.0036461578641414694,-18.407162587400972,10678.48159249251,ml_exit,0.471947729587555
2025-07-18 13:40:00,2025-07-18 13:50:00,SHORT,118686.5,118700.1,0.78885317,2,-0.004458350359982165,-22.212158411205483,10656.269434081305,ml_exit,0.4665595293045044
2025-07-18 13:50:00,2025-07-18 14:15:00,SHORT,118700.1,118355.1,0.75960404,5,0.007625937973093536,30.783808116885943,10687.053242198192,ml_exit,0.37881213426589966
2025-07-18 14:15:00,2025-07-18 14:20:00,SHORT,118355.1,117827.2,0.91046387,1,0.013841225261945068,122.98103933634485,10810.034281534536,ml_exit,0.8313916325569152
2025-07-18 14:20:00,2025-07-18 14:30:00,SHORT,117827.2,117760.1,0.8394855,2,-0.0017220879389481794,-11.513082754163447,10798.521198780372,ml_exit,0.6184566020965576
2025-07-18 14:30:00,2025-07-18 14:35:00,SHORT,117760.1,117557.6,0.9146736,1,0.002878390898105555,26.234165889157573,10824.75536466953,ml_exit,0.8440209031105042
2025-07-18 14:35:00,2025-07-18 15:05:00,SHORT,117557.6,117956.5,0.899775,6,-0.017572920849013393,-152.04967579688525,10672.705688872646,ml_exit,0.7993251085281372
2025-07-18 15:05:00,2025-07-18 15:10:00,SHORT,117956.5,117768.7,0.8506272,1,0.0023684493860025657,16.47810812540074,10689.183796998046,ml_exit,0.6518815755844116
2025-07-18 15:10:00,2025-07-18 15:15:00,SHORT,117768.7,117599.1,0.8852999,1,0.0017604439889373413,14.224302497661121,10703.408099495708,ml_exit,0.7558997869491577
2025-07-18 15:15:00,2025-07-18 17:00:00,SHORT,117599.1,117364.6,0.88569194,21,0.003976251518931693,32.22072610581829,10735.628825601525,ml_exit,0.757075846195221
2025-07-18 17:05:00,2025-07-18 18:55:00,SHORT,117580.4,117321.7,0.74594,22,0.004800786525645332,17.4110669326429,10753.039892534169,ml_exit,0.3378201127052307
2025-07-18 19:25:00,2025-07-18 20:05:00,SHORT,117815.3,117191.6,0.7189027,8,0.01717551795055471,47.4111782415836,10800.451070775753,ml_exit,0.25670814514160156
