entry_time,exit_time,side,entry_price,exit_price,hold_time,pnl_pct,pnl_dollars,balance,exit_reason
2025-07-14 22:55:00,2025-07-15 00:10:00,SHORT,120034.7,119610.6,15,0.010132579995617643,50.66289997808821,10050.662899978088,ml_exit
2025-07-15 00:15:00,2025-07-15 00:40:00,SHORT,119619.3,119388.0,5,0.003734537821237974,18.76729036424075,10069.43019034233,ml_exit
2025-07-15 00:45:00,2025-07-15 01:00:00,SHORT,119444.2,119206.3,3,0.003966900025283578,19.972211438330106,10089.402401780659,ml_exit
2025-07-15 01:10:00,2025-07-15 01:15:00,SHORT,119189.9,119016.7,1,0.0018125730451992025,9.143889417817858,10098.546291198476,ml_exit
2025-07-15 01:25:00,2025-07-15 01:55:00,SHORT,119039.1,118502.8,6,0.014020969580583284,70.79570517850298,10169.34199637698,ml_exit
2025-07-15 02:00:00,2025-07-15 02:05:00,SHORT,118795.5,118507.6,1,0.005693969889431643,28.951963561351597,10198.293959938332,ml_exit
2025-07-15 02:10:00,2025-07-15 02:15:00,SHORT,118290.6,118047.2,1,0.004230577915743388,21.57233860258715,10219.86629854092,ml_exit
2025-07-15 03:10:00,2025-07-15 03:15:00,SHORT,117621.1,117237.2,1,0.009055480691814945,46.27290096968378,10266.139199510602,ml_exit
2025-07-15 03:20:00,2025-07-15 03:30:00,SHORT,117564.2,117341.8,2,0.0035669293883680295,18.309296807905703,10284.448496318508,ml_exit
2025-07-15 04:10:00,2025-07-15 05:35:00,SHORT,117010.0,117061.8,17,-0.005770788821468351,-29.674690208760914,10254.773806109746,ml_exit
2025-07-15 06:00:00,2025-07-15 06:35:00,SHORT,116954.9,116883.3,7,-0.0015511928102203065,-7.953565699236483,10246.82024041051,ml_exit
2025-07-15 07:00:00,2025-07-15 09:05:00,LONG,117249.4,117067.0,25,-0.010222633122216204,-52.374741993507946,10194.445498417002,ml_exit
2025-07-15 09:10:00,2025-07-15 11:55:00,LONG,117146.7,117150.6,33,-0.00386683363679869,-19.710112380894923,10174.735386036107,ml_exit
2025-07-15 12:00:00,2025-07-15 12:30:00,LONG,117226.6,117425.8,6,0.0027970921275545678,14.229836124116241,10188.965222160223,ml_exit
2025-07-15 12:40:00,2025-07-15 13:05:00,SHORT,116544.0,117866.1,5,-0.04937685337726544,-251.54952092033105,9937.415701239892,stop_loss
2025-07-15 13:10:00,2025-07-15 14:35:00,LONG,118060.0,117058.0,17,-0.03794883957309843,-188.55669710877103,9748.85900413112,stop_loss
2025-07-15 14:40:00,2025-07-15 14:45:00,SHORT,116986.4,116896.1,1,-0.0009124616194706955,-4.447729837450477,9744.411274293669,ml_exit
2025-07-15 15:00:00,2025-07-15 15:20:00,SHORT,116110.3,115961.5,4,0.0011261602114542085,5.486884130577666,9749.898158424247,ml_exit
2025-07-15 15:30:00,2025-07-15 16:35:00,SHORT,116285.1,117339.5,13,-0.0402694790648155,-196.3116598873742,9553.586498536872,stop_loss
2025-07-15 16:40:00,2025-07-15 17:15:00,LONG,117682.0,117351.2,7,-0.015243860573409797,-72.81677027985319,9480.769728257019,ml_exit
2025-07-15 18:20:00,2025-07-15 18:25:00,SHORT,117148.4,116852.5,1,0.006103424374553787,28.932580524487786,9509.702308781507,ml_exit
2025-07-15 18:30:00,2025-07-15 18:35:00,SHORT,116649.3,116306.4,1,0.007758321738750552,36.88966507563294,9546.59197385714,ml_exit
2025-07-15 18:40:00,2025-07-15 21:30:00,SHORT,116414.5,117292.3,34,-0.03416119126053895,-163.0614771526299,9383.530496704509,stop_loss
2025-07-15 21:45:00,2025-07-15 21:55:00,LONG,117441.5,117565.5,2,0.00022337929948101822,1.048043234506312,9384.578539939015,ml_exit
2025-07-15 22:00:00,2025-07-15 22:10:00,LONG,117324.3,117469.8,2,0.0009606091832638245,4.507456163263016,9389.085996102278,ml_exit
2025-07-15 22:40:00,2025-07-16 00:45:00,LONG,117716.9,118131.7,25,0.010094832602625552,47.39062571115414,9436.476621813432,ml_exit
