side,entry_time,entry_price,entry_long_prob,entry_short_prob,exit_time,exit_price,exit_prob,exit_reason,hold_candles,price_change_pct,leveraged_pnl_pct,pnl_usd,balance_after
LONG,2025-08-10 21:00:00,118056.9,0.81035453,0.23402303,2025-08-10 21:50:00,118556.3,0.7857349,ML Exit,10,0.4230163590607654,1.6920654362430616,388.5314139636487,23350.49291034144
SHORT,2025-08-11 02:45:00,121779.8,0.06809384,0.8092771,2025-08-11 11:15:00,120788.8,0.7502873,ML Exit,102,0.8137638590308081,3.2550554361232322,760.0714888396391,24110.56439918108
SHORT,2025-08-11 11:20:00,120679.6,0.08290996,0.91616094,2025-08-11 12:25:00,120162.5,0.83798695,ML Exit,13,0.42848998505133085,1.7139599402053234,413.24541515937,24523.80981434045
SHORT,2025-08-11 12:30:00,120221.3,0.06983868,0.8470367,2025-08-11 12:30:00,120221.3,0.8377232,ML Exit,0,0.0,0.0,0.0,24523.80981434045
SHORT,2025-08-11 16:15:00,120723.3,0.10967795,0.8032431,2025-08-11 17:15:00,119745.0,0.75078005,ML Exit,12,0.810365521817249,3.241462087268996,794.9299974857988,25318.73981182625
SHORT,2025-08-11 17:20:00,119741.1,0.09342907,0.88508767,2025-08-11 17:40:00,119734.3,0.71890676,ML Exit,4,0.0056789189342697785,0.022715675737079114,5.751322836369206,25324.491134662618
SHORT,2025-08-11 17:45:00,119538.2,0.21234454,0.8894009,2025-08-11 17:45:00,119538.2,0.80041844,ML Exit,0,0.0,0.0,0.0,25324.491134662618
SHORT,2025-08-11 17:50:00,119479.5,0.16278692,0.89528733,2025-08-11 17:50:00,119479.5,0.7713184,ML Exit,0,0.0,0.0,0.0,25324.491134662618
SHORT,2025-08-11 17:55:00,119480.9,0.13543525,0.8658656,2025-08-11 17:55:00,119480.9,0.7268786,ML Exit,0,0.0,0.0,0.0,25324.491134662618
SHORT,2025-08-11 18:00:00,119231.8,0.30385476,0.8479287,2025-08-11 18:15:00,119609.5,0.73678684,ML Exit,3,-0.3167779065651924,-1.2671116262607696,-320.8895714586879,25003.60156320393
SHORT,2025-08-11 18:25:00,119581.1,0.15754734,0.8054671,2025-08-11 18:25:00,119581.1,0.802182,ML Exit,0,0.0,0.0,0.0,25003.60156320393
SHORT,2025-08-11 18:35:00,119858.9,0.092433915,0.8410156,2025-08-11 18:35:00,119858.9,0.7225779,ML Exit,0,0.0,0.0,0.0,25003.60156320393
SHORT,2025-08-11 18:55:00,119757.8,0.15405118,0.801517,2025-08-11 18:55:00,119757.8,0.792662,ML Exit,0,0.0,0.0,0.0,25003.60156320393
SHORT,2025-08-12 15:30:00,119905.0,0.036691714,0.806977,2025-08-12 17:35:00,119390.5,0.7680108,ML Exit,25,0.4290896960093407,1.7163587840373629,429.15151175575403,25432.753074959684
SHORT,2025-08-12 20:50:00,120265.0,0.02961971,0.80722386,2025-08-13 06:00:00,118930.9,0.7443358,ML Exit,110,1.1093002951814792,4.437201180725917,1128.502419733218,26561.2554946929
SHORT,2025-08-13 14:05:00,122126.6,0.04249088,0.8188438,2025-08-13 15:05:00,120857.6,0.7470073,ML Exit,12,1.0390856701160927,4.156342680464371,1103.976798593109,27665.23229328601
LONG,2025-08-13 18:35:00,121637.1,0.80379415,0.22176749,2025-08-13 19:20:00,122494.2,0.7716243,ML Exit,9,0.7046369898657492,2.8185479594629967,779.7578402831109,28444.99013356912
SHORT,2025-08-13 22:40:00,123538.0,0.013105035,0.8638666,2025-08-13 23:10:00,123032.8,0.72829336,ML Exit,6,0.4089429972963761,1.6357719891855045,465.2951809315041,28910.285314500627
SHORT,2025-08-14 00:10:00,123910.5,0.0084109055,0.8472648,2025-08-14 01:55:00,123385.3,0.7643719,ML Exit,21,0.42385431420258746,1.6954172568103498,490.14996621515195,29400.435280715777
SHORT,2025-08-14 02:00:00,123547.1,0.006102147,0.94738626,2025-08-14 06:10:00,121800.9,0.79745936,ML Exit,50,1.413388092476482,5.653552369905928,1662.1690055755653,31062.604286291342
SHORT,2025-08-14 08:10:00,121842.4,0.016786411,0.8200512,2025-08-14 08:35:00,121684.9,0.7224975,ML Exit,5,0.12926534605359052,0.5170613842143621,160.6127316957278,31223.21701798707
SHORT,2025-08-14 08:40:00,121718.3,0.03274156,0.8774433,2025-08-14 08:50:00,121662.2,0.74125355,ML Exit,2,0.0460900291903566,0.1843601167614264,57.56315935103452,31280.780177338103
SHORT,2025-08-14 08:55:00,121661.7,0.029254759,0.83616585,2025-08-14 09:00:00,121577.4,0.7510728,ML Exit,1,0.069290499803967,0.277161999215868,86.69843570983122,31367.478613047933
SHORT,2025-08-14 09:05:00,121754.5,0.07351517,0.88562256,2025-08-14 10:40:00,121177.0,0.8732371,ML Exit,19,0.4743151177163883,1.8972604708655532,595.1227724325648,31962.6013854805
SHORT,2025-08-14 10:45:00,121141.6,0.12611483,0.91173285,2025-08-14 10:45:00,121141.6,0.82048875,ML Exit,0,0.0,0.0,0.0,31962.6013854805
SHORT,2025-08-14 10:50:00,120939.7,0.26742414,0.8454659,2025-08-14 10:50:00,120939.7,0.8298737,ML Exit,0,0.0,0.0,0.0,31962.6013854805
SHORT,2025-08-14 10:55:00,120962.7,0.29713368,0.86869895,2025-08-14 10:55:00,120962.7,0.70458364,ML Exit,0,0.0,0.0,0.0,31962.6013854805
SHORT,2025-08-14 11:00:00,120952.6,0.31124753,0.88049674,2025-08-14 12:15:00,120671.8,0.76261306,ML Exit,15,0.23215705987304358,0.9286282394921743,296.81374254188887,32259.41512802239
SHORT,2025-08-14 12:40:00,119478.4,0.19759612,0.8811078,2025-08-14 22:40:00,118145.2,0.07856772,Emergency Max Hold,120,1.1158502289953642,4.463400915981457,1439.867030314412,33699.2821583368
SHORT,2025-08-15 11:00:00,118977.4,0.016829032,0.84021026,2025-08-15 12:35:00,118681.5,0.71762323,ML Exit,19,0.2487026947974945,0.994810779189978,335.2440914207795,34034.526249757575
SHORT,2025-08-15 12:40:00,118613.5,0.043812823,0.8679014,2025-08-15 12:40:00,118613.5,0.75003374,ML Exit,0,0.0,0.0,0.0,34034.526249757575
SHORT,2025-08-15 12:45:00,118680.0,0.033252314,0.873402,2025-08-15 12:45:00,118680.0,0.7694007,ML Exit,0,0.0,0.0,0.0,34034.526249757575
SHORT,2025-08-15 12:50:00,118624.8,0.04097511,0.85292274,2025-08-15 12:50:00,118624.8,0.7830425,ML Exit,0,0.0,0.0,0.0,34034.526249757575
SHORT,2025-08-15 12:55:00,118607.0,0.042481016,0.8607387,2025-08-15 12:55:00,118607.0,0.7918328,ML Exit,0,0.0,0.0,0.0,34034.526249757575
SHORT,2025-08-15 13:00:00,118643.5,0.03967357,0.8224196,2025-08-15 13:00:00,118643.5,0.78697723,ML Exit,0,0.0,0.0,0.0,34034.526249757575
SHORT,2025-08-15 13:05:00,118528.7,0.0723041,0.8410386,2025-08-15 13:05:00,118528.7,0.8266616,ML Exit,0,0.0,0.0,0.0,34034.526249757575
SHORT,2025-08-15 13:10:00,118445.7,0.058771122,0.84160715,2025-08-15 13:10:00,118445.7,0.8697376,ML Exit,0,0.0,0.0,0.0,34034.526249757575
SHORT,2025-08-15 13:35:00,118175.9,0.0614418,0.814882,2025-08-15 13:35:00,118175.9,0.9102479,ML Exit,0,0.0,0.0,0.0,34034.526249757575
SHORT,2025-08-17 13:45:00,118307.6,0.0076782107,0.8331259,2025-08-17 17:05:00,117763.2,0.797903,ML Exit,40,0.46015640584375705,1.8406256233750282,626.448210947338,34660.974460704914
LONG,2025-08-18 04:00:00,115056.6,0.80418473,0.03105929,2025-08-18 05:55:00,115647.9,0.7398772,ML Exit,23,0.5139209745464305,2.055683898185722,712.5200709429762,35373.49453164789
LONG,2025-08-18 06:40:00,114993.7,0.850568,0.062050484,2025-08-18 07:05:00,115352.1,0.75179416,ML Exit,5,0.31166924796750495,1.2466769918700198,440.9932175464539,35814.48774919435
LONG,2025-08-18 09:05:00,114964.3,0.8477325,0.044748943,2025-08-18 10:10:00,115045.5,0.74137765,ML Exit,13,0.07063062185391211,0.28252248741564845,101.18398164419656,35915.67173083854
LONG,2025-08-18 10:25:00,114938.1,0.83167404,0.07687736,2025-08-18 10:30:00,115092.1,0.8477798,ML Exit,1,0.13398516244830913,0.5359406497932365,192.48668445186183,36108.1584152904
LONG,2025-08-18 11:20:00,114924.8,0.83234906,0.080146156,2025-08-18 12:50:00,115269.7,0.72007143,ML Exit,18,0.3001092888567082,1.2004371554268327,433.45574975752663,36541.61416504793
LONG,2025-08-18 13:50:00,115022.0,0.8669302,0.19500862,2025-08-18 17:00:00,116015.1,0.77594936,ML Exit,38,0.8634000452087478,3.453600180834991,1262.00125288412,37803.61541793205
LONG,2025-08-18 19:05:00,116362.8,0.8192083,0.22601226,2025-08-18 19:10:00,116231.0,0.720728,ML Exit,1,-0.11326643910253353,-0.45306575641013414,-171.27523614363196,37632.34018178842
LONG,2025-08-18 19:15:00,116274.6,0.87677586,0.16582285,2025-08-19 01:00:00,116683.9,0.7954101,ML Exit,69,0.352011531323254,1.408046125293016,529.8807077867586,38162.22088957518
SHORT,2025-08-19 06:25:00,115081.0,0.1999211,0.81468487,2025-08-19 06:25:00,115081.0,0.7635195,ML Exit,0,0.0,0.0,0.0,38162.22088957518
SHORT,2025-08-19 08:10:00,114985.5,0.27461022,0.81859595,2025-08-19 08:25:00,114935.2,0.7586563,ML Exit,3,0.043744646064071475,0.1749785842562859,66.77571383333526,38228.996603408516
SHORT,2025-08-19 08:30:00,114804.3,0.32696328,0.80774343,2025-08-19 08:30:00,114804.3,0.77319777,ML Exit,0,0.0,0.0,0.0,38228.996603408516
SHORT,2025-08-19 08:40:00,114964.6,0.28469086,0.80992585,2025-08-19 13:45:00,114934.9,0.7153572,ML Exit,61,0.02583403934777457,0.10333615739109828,39.50437609913584,38268.500979507655
LONG,2025-08-22 13:35:00,112005.6,0.809738,0.54573613,2025-08-22 13:40:00,112435.3,0.73966104,ML Exit,1,0.3836415322091012,1.5345661288364048,587.2554540449522,38855.756433552604
SHORT,2025-08-22 23:25:00,116701.5,0.042832967,0.82436556,2025-08-23 03:30:00,115610.9,0.7072159,ML Exit,49,0.9345209787363538,3.738083914945415,1452.460781272998,40308.2172148256
SHORT,2025-08-24 10:45:00,114759.6,0.13373543,0.8073526,2025-08-24 17:25:00,114282.4,0.7125918,ML Exit,80,0.41582577840983376,1.663303113639335,670.4478319867006,40978.6650468123
SHORT,2025-08-24 17:30:00,114327.0,0.1320502,0.909659,2025-08-24 19:35:00,112674.9,0.72536886,ML Exit,25,1.4450654700989318,5.780261880395727,2368.674154795939,43347.339201608236
SHORT,2025-08-24 23:50:00,113360.3,0.16215523,0.8268744,2025-08-25 00:45:00,112433.4,0.73045486,ML Exit,11,0.8176583865780249,3.2706335463120997,1417.7326173614945,44765.07181896973
SHORT,2025-08-25 02:20:00,113425.0,0.08504738,0.8021014,2025-08-25 08:40:00,111502.6,0.7326577,ML Exit,76,1.6948644478730388,6.779457791492155,3034.829149298202,47799.90096826793
SHORT,2025-08-25 14:15:00,112062.0,0.10739591,0.8442044,2025-08-25 19:55:00,110672.4,0.78684485,ML Exit,68,1.2400278417304758,4.960111366921903,2370.9283213044705,50170.8292895724
SHORT,2025-08-25 21:40:00,110016.6,0.47718713,0.8022823,2025-08-25 21:55:00,109838.3,0.7208371,ML Exit,3,0.16206645179000526,0.648265807160021,325.24033145292276,50496.06962102532
SHORT,2025-08-25 22:00:00,110004.4,0.3467424,0.88739884,2025-08-26 00:30:00,109795.0,0.7513022,ML Exit,30,0.1903560221227462,0.7614240884909848,384.4892378356651,50880.55885886099
LONG,2025-08-26 00:40:00,109154.5,0.8354889,0.51710016,2025-08-26 01:15:00,109581.9,0.8206604,ML Exit,7,0.39155508934583017,1.5662203573833207,796.9016707978834,51677.46052965887
SHORT,2025-08-26 07:45:00,110280.1,0.23783857,0.8016015,2025-08-26 08:30:00,109995.9,0.7175751,ML Exit,9,0.25770741956165405,1.0308296782466162,532.7066001039045,52210.167129762776
LONG,2025-08-26 11:15:00,109808.1,0.836885,0.30012584,2025-08-26 12:35:00,110458.1,0.71086574,ML Exit,16,0.5919417602162317,2.3677670408649267,1236.2151292790168,53446.38225904179
LONG,2025-08-26 12:50:00,109795.1,0.8250768,0.47867396,2025-08-26 15:00:00,110512.1,0.7461546,ML Exit,26,0.6530346071910313,2.6121384287641254,1396.0934897726024,54842.475748814395
SHORT,2025-08-26 15:05:00,110319.8,0.56914586,0.889572,2025-08-26 15:10:00,110210.7,0.83215696,ML Exit,1,0.09889430546466348,0.3955772218586539,216.94434196566598,55059.42009078006
SHORT,2025-08-26 15:15:00,110277.8,0.6365629,0.90474606,2025-08-26 15:15:00,110277.8,0.7070892,ML Exit,0,0.0,0.0,0.0,55059.42009078006
SHORT,2025-08-26 15:20:00,110283.6,0.6632439,0.87513715,2025-08-26 15:25:00,110040.0,0.87753737,ML Exit,1,0.2208850635996701,0.8835402543986804,486.4721403405163,55545.892231120575
LONG,2025-08-26 15:30:00,109801.2,0.9074424,0.4549249,2025-08-26 16:55:00,110138.4,0.7710909,ML Exit,17,0.30710046884733233,1.2284018753893293,682.326781868821,56228.21901298939
LONG,2025-08-26 17:00:00,110016.8,0.840283,0.3681618,2025-08-26 17:00:00,110016.8,0.7503462,ML Exit,0,0.0,0.0,0.0,56228.21901298939
LONG,2025-08-26 17:05:00,109904.2,0.8100836,0.3515026,2025-08-26 17:05:00,109904.2,0.77053523,ML Exit,0,0.0,0.0,0.0,56228.21901298939
LONG,2025-08-26 17:10:00,109835.6,0.87860817,0.36959776,2025-08-26 17:10:00,109835.6,0.7058057,ML Exit,0,0.0,0.0,0.0,56228.21901298939
LONG,2025-08-26 17:15:00,109824.5,0.8764562,0.41814122,2025-08-26 17:15:00,109824.5,0.7671134,ML Exit,0,0.0,0.0,0.0,56228.21901298939
LONG,2025-08-26 17:20:00,109848.7,0.84319186,0.5431458,2025-08-26 17:20:00,109848.7,0.7094483,ML Exit,0,0.0,0.0,0.0,56228.21901298939
LONG,2025-08-26 17:25:00,109814.8,0.85216963,0.43719375,2025-08-26 18:00:00,110126.5,0.7524807,ML Exit,7,0.2838415222720408,1.1353660890881632,638.3961311717047,56866.6151441611
LONG,2025-08-26 18:25:00,110459.6,0.83575463,0.69336534,2025-08-26 18:25:00,110459.6,0.7741108,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 18:30:00,110494.4,0.8118425,0.69558805,2025-08-26 18:30:00,110494.4,0.7800882,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 18:35:00,110613.6,0.87976956,0.6831079,2025-08-26 18:35:00,110613.6,0.81333065,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 18:40:00,110861.3,0.911787,0.632706,2025-08-26 18:40:00,110861.3,0.85404897,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 18:45:00,110740.5,0.8523494,0.62551117,2025-08-26 18:45:00,110740.5,0.8562309,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 18:50:00,110768.8,0.87065935,0.61803406,2025-08-26 18:50:00,110768.8,0.8826641,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 18:55:00,110667.6,0.87280625,0.5941476,2025-08-26 18:55:00,110667.6,0.8455732,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:00:00,110570.7,0.87412745,0.59323996,2025-08-26 19:00:00,110570.7,0.85150564,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:05:00,110532.8,0.8543796,0.5600591,2025-08-26 19:05:00,110532.8,0.845735,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:15:00,110912.3,0.8618595,0.47261786,2025-08-26 19:15:00,110912.3,0.91267204,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:20:00,111008.6,0.86608464,0.45739993,2025-08-26 19:20:00,111008.6,0.92105794,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:25:00,111076.5,0.84135514,0.46244612,2025-08-26 19:25:00,111076.5,0.9128837,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:30:00,110941.7,0.8647133,0.3522489,2025-08-26 19:30:00,110941.7,0.85007566,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:35:00,110897.3,0.8730756,0.38558176,2025-08-26 19:35:00,110897.3,0.8840082,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:40:00,110788.4,0.8481749,0.46019572,2025-08-26 19:40:00,110788.4,0.85336417,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:45:00,111019.4,0.8407488,0.33795488,2025-08-26 19:45:00,111019.4,0.8929561,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:50:00,111045.1,0.8520071,0.33640698,2025-08-26 19:50:00,111045.1,0.908608,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 19:55:00,111069.8,0.87150365,0.28014138,2025-08-26 19:55:00,111069.8,0.91800535,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:00:00,110940.2,0.8678645,0.37322095,2025-08-26 20:00:00,110940.2,0.87340975,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:05:00,111086.9,0.88047755,0.28284734,2025-08-26 20:05:00,111086.9,0.8697727,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:10:00,111220.8,0.8675675,0.25424638,2025-08-26 20:10:00,111220.8,0.8974482,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:15:00,111217.7,0.8569337,0.27379203,2025-08-26 20:15:00,111217.7,0.9024443,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:20:00,111244.9,0.85926175,0.26574382,2025-08-26 20:20:00,111244.9,0.9203325,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:25:00,111287.9,0.88220316,0.27998012,2025-08-26 20:25:00,111287.9,0.9150877,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:30:00,111242.0,0.8882471,0.32248974,2025-08-26 20:30:00,111242.0,0.8990668,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:35:00,111181.5,0.8623799,0.30599573,2025-08-26 20:35:00,111181.5,0.8709737,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:40:00,111158.2,0.813668,0.32011622,2025-08-26 20:40:00,111158.2,0.85054505,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:45:00,111200.1,0.82215536,0.33129504,2025-08-26 20:45:00,111200.1,0.8510692,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 20:50:00,111309.6,0.83603215,0.3684732,2025-08-26 20:50:00,111309.6,0.9067924,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 21:05:00,111200.0,0.8388025,0.2789752,2025-08-26 21:05:00,111200.0,0.8846674,ML Exit,0,0.0,0.0,0.0,56866.6151441611
LONG,2025-08-26 21:10:00,111076.5,0.81181526,0.39668325,2025-08-26 21:10:00,111076.5,0.8719116,ML Exit,0,0.0,0.0,0.0,56866.6151441611
