threshold,avg_return,total_return,win_windows,avg_trades,avg_long,avg_short,overall_wr,long_wr,short_wr,avg_pnl_long,avg_pnl_short,num_windows
0.7,3.0803005282254925,311.11035335077474,82.17821782178217,17.207920792079207,8.297029702970297,8.910891089108912,60.11496380130954,70.996297431941,50.846430796925844,0.37740990523200435,0.09827815156497417,101
0.75,3.783739307828284,382.15767009065667,89.10891089108911,14.96039603960396,9.722772277227723,5.237623762376238,64.74263823766206,73.57861923589756,51.30834512022631,0.425520102414875,0.1341131878774251,101
0.8,3.7309451228898878,376.8254574118787,91.0891089108911,13.633663366336634,11.227722772277227,2.405940594059406,69.80812000582127,72.10054977702036,57.76991984912777,0.37323955035686035,0.18532030730634308,101
0.85,3.6532973961408155,368.98303701022235,89.10891089108911,12.94059405940594,12.099009900990099,0.8415841584158416,71.07366247634003,72.02635255551964,29.52145214521452,0.37128337141003837,0.18716109090904187,101
0.9,3.654821349342817,369.1369562836245,88.11881188118812,12.673267326732674,12.455445544554456,0.21782178217821782,71.32908030220092,71.75209286848664,9.900990099009901,0.3777000521344411,0.06738288603871004,101
0.95,3.6907824536992715,372.7690278236264,91.0891089108911,12.663366336633663,12.663366336633663,0.0,71.59530335307744,71.59530335307744,0.0,0.37814837092650455,0.0,101
