feature,builtin_score,perm_score,composite_score
close_change_1,1.0,1.0,1.0000000238418578
close_change_2,0.6352149,0.9615384615384616,0.7657443514237037
close_change_3,0.55083585,0.6153846153846154,0.5766553727480082
close_change_4,0.38556975,0.557692307692312,0.45441877681475595
close_change_5,0.3828301,0.5576923076923034,0.4527749999211368
sma_10,0.33410358,0.5384615384615471,0.41584677787927826
sma_20,0.31175485,0.5384615384615385,0.4024375358453164
ema_10,0.28829232,0.5192307692307735,0.38066769884183027
macd,0.2720141,0.5192307692307735,0.3709007774408064
macd_signal,0.2589286,0.5,0.35535716712474824
macd_diff,0.24850568,0.5,0.34910341799259187
rsi,0.22978137,0.5,0.33786883652210237
bb_high,0.20200294,0.48076923076923506,0.31350946082518827
bb_low,0.15048507,0.48076923076923506,0.2825987379138304
bb_mid,0.14754464,0.48076923076922645,0.28083447768137837
volatility,0.14176036,0.48076923076922645,0.2773639152829447
volume_sma,0.12839761,0.48076923076922645,0.2693462635462084
volume_ratio,0.1239118,0.48076923076922645,0.26665477110789204
ema_3,0.11232046,0.48076923076922645,0.2596999744956293
ema_5,0.103263095,0.48076923076922645,0.25426555081055546
price_mom_3,0.09284439,0.48076923076922645,0.24801432742522142
price_mom_5,0.08930091,0.48076923076922645,0.24588824092195413
rsi_5,0.08653251,0.48076923076922645,0.24422720103309534
rsi_7,0.073715955,0.48076923076922645,0.23653726680920503
volatility_5,0.0698671,0.48076923076922645,0.2342279519026079
volatility_10,0.052146394,0.48076923076922645,0.22359553008125208
volume_spike,0.037919372,0.48076923076922645,0.21505931607232473
volume_trend,0.037833057,0.48076923076922645,0.2150075270865955
price_vs_ema3,0.035966016,0.48076923076922645,0.21388730249152563
price_vs_ema5,0.03245374,0.48076923076922645,0.2117799355720081
body_size,0.031584308,0.48076923076922645,0.21125827758357904
upper_shadow,0.030084817,0.48076923076922645,0.2103585827235975
lower_shadow,0.02981163,0.48076923076922645,0.21019467181311033
nearest_support,0.027159335,0.48076923076922645,0.20860329485283277
nearest_resistance,0.02695022,0.48076923076922645,0.20847782521293542
distance_to_support_pct,0.025873678,0.48076923076922645,0.20783189992205284
distance_to_resistance_pct,0.025514217,0.48076923076922645,0.2076162233089008
num_support_touches,0.023771636,0.48076923076922645,0.20657067495183132
num_resistance_touches,0.022405514,0.48076923076922645,0.2057510011901059
upper_trendline_slope,0.018267408,0.48076923076922645,0.20326813711569688
lower_trendline_slope,0.01796595,0.48076923076922645,0.20308726309583566
price_vs_upper_trendline_pct,0.016508104,0.48076923076922645,0.20221255562053106
price_vs_lower_trendline_pct,0.015593335,0.48076923076922645,0.20166369369969747
rsi_bullish_divergence,0.0151421055,0.48076923076922645,0.2013929563646116
rsi_bearish_divergence,0.014969529,0.48076923076922645,0.2012894100581207
macd_bullish_divergence,0.014910466,0.48076923076922645,0.201253972302834
macd_bearish_divergence,0.014403066,0.48076923076922645,0.20094953226641796
double_top,0.013775423,0.48076923076922645,0.20057294639543674
double_bottom,0.013710957,0.48076923076922645,0.2005342667062678
higher_highs_lows,0.012297108,0.48076923076922645,0.1996859571036794
lower_highs_lows,0.011666009,0.48076923076922645,0.19930729810864709
volume_ma_ratio,0.011602651,0.48076923076922645,0.19926928338379643
volume_price_correlation,0.010620242,0.48076923076922645,0.1986798376847901
price_volume_trend,0.009845726,0.48076923076922645,0.19821512820915363
total_range,0.009790863,0.48076923076922645,0.19818221014709256
body_to_range_ratio,0.00970637,0.48076923076922645,0.19813151406840465
upper_shadow_ratio,0.0085780425,0.48076923076922645,0.19745451799378774
lower_shadow_ratio,0.0077885194,0.48076923076922645,0.1969808040258386
bullish_engulfing,0.007736532,0.48076923076922645,0.19694961170450828
bearish_engulfing,0.0074356995,0.48076923076922645,0.19676911207632206
hammer,0.0069587147,0.48076923076922645,0.1964829213057556
shooting_star,0.0068554822,0.48076923076922645,0.19642098183528564
doji,0.004958785,0.48076923076922645,0.1952829636239358
distance_from_recent_high_pct,0.0044221496,0.48076923076922645,0.19496098212682686
bearish_candle_count,0.0043419763,0.48076923076922645,0.19491287815169475
red_candle_volume_ratio,0.0041946014,0.48076923076922645,0.1948244532641866
strong_selling_pressure,0.0038060367,0.48076923076922645,0.19459131435276053
price_momentum_near_resistance,0.0035908057,0.48076923076922645,0.1944621757675805
rsi_from_recent_peak,0.0031110602,0.48076923076922645,0.19417432852339975
consecutive_up_candles,0.002691764,0.48076923076922645,0.19392275070556483
rsi_raw,0.0020968323,0.48076923076922645,0.1935657917593517
rsi_deviation,0.0020898967,0.48076923076922645,0.19356163037725768
rsi_direction,0.0018427128,0.48076923076922645,0.1934133200512179
rsi_extreme,0.0014386707,0.48076923076922645,0.19317089474777735
macd_strength,0.0009915342,0.48076923076922645,0.19290261284465945
macd_direction,0.00094134884,0.48076923076922645,0.1928725016142153
macd_divergence_abs,0.00082389417,0.48076923076922645,0.19280202884244776
price_distance_ma20,0.0007213536,0.48076923076922645,0.19274050447991162
price_direction_ma20,0.0006535747,0.48076923076922645,0.19269983714464164
price_distance_ma50,0.00014422633,0.48076923076922645,0.19239422810921955
price_direction_ma50,0.0,0.48076923076922645,0.1923076923076906
atr,0.0,0.48076923076922645,0.1923076923076906
atr_pct,0.0,0.48076923076922645,0.1923076923076906
negative_momentum,0.0,0.48076923076922645,0.1923076923076906
negative_acceleration,0.0,0.48076923076922645,0.1923076923076906
down_candle,0.0,0.48076923076922645,0.1923076923076906
down_candle_ratio,0.0,0.48076923076922645,0.1923076923076906
down_candle_body,0.0,0.48076923076922645,0.1923076923076906
lower_low,0.0,0.48076923076922645,0.1923076923076906
lower_low_streak,0.0,0.48076923076922645,0.1923076923076906
near_resistance,0.0,0.48076923076922645,0.1923076923076906
rejection_from_resistance,0.0,0.48076923076922645,0.1923076923076906
resistance_rejection_count,0.0,0.48076923076922645,0.1923076923076906
bearish_divergence,0.0,0.48076923076922645,0.1923076923076906
price_up,0.0,0.4615384615384615,0.18461538461538463
volume_on_decline,0.0,0.4615384615384615,0.18461538461538463
volume_on_advance,0.0,0.4615384615384615,0.18461538461538463
volume_decline_ratio,0.0,0.4423076923076966,0.17692307692307865
distribution_signal,0.0,0.4423076923076966,0.17692307692307865
bear_market_strength,0.0,0.4423076923076966,0.17692307692307865
ema_12,0.0,0.4423076923076966,0.17692307692307865
trend_strength,0.0,0.4230769230769231,0.16923076923076924
downtrend_confirmed,0.0,0.4230769230769231,0.16923076923076924
downside_volatility,0.0,0.4230769230769231,0.16923076923076924
upside_volatility,0.0,0.2692307692307693,0.10769230769230771
volatility_asymmetry,0.0,0.2692307692307693,0.10769230769230771
below_support,0.0,0.13461538461538897,0.05384615384615559
support_breakdown,0.0,0.09615384615385048,0.03846153846154019
panic_selling,0.0,0.0,0.0
