entry_time,exit_time,side,entry_price,exit_price,entry_prob,hold_time,pnl_pct,pnl_usd,exit_reason,balance
2025-10-25 00:00:00,2025-10-25 00:30:00,SHORT,110941.0,110676.8,0.99782443,6,0.009525783975266027,8.479494776502726,ML Exit 0.9008,1008.4794947765027
2025-10-25 00:30:00,2025-10-25 00:35:00,SHORT,110676.8,110743.0,0.9936807,1,-0.0023925520072859744,-2.86703096958016,ML Exit 0.9031,1005.6124638069226
2025-10-25 00:35:00,2025-10-25 00:40:00,SHORT,110743.0,110750.0,0.99749315,1,-0.00025283765113822093,-0.8147429630089942,ML Exit 0.9119,1004.7977208439137
2025-10-25 00:40:00,2025-10-25 00:45:00,SHORT,110750.0,110880.8,0.9967104,1,-0.004724153498871437,-5.08221243603471,ML Exit 0.8939,999.7155084078789
2025-10-25 00:45:00,2025-10-25 00:50:00,SHORT,110880.8,110647.7,0.9980422,1,0.008409030237877282,7.416468202710386,ML Exit 0.9008,1007.1319766105893
2025-10-25 00:50:00,2025-10-25 00:55:00,SHORT,110647.7,110723.6,0.99564797,1,-0.0027438437491247893,-3.199307366306362,ML Exit 0.9031,1003.9326692442829
2025-10-25 00:55:00,2025-10-25 01:00:00,SHORT,110723.6,110782.1,0.9968881,1,-0.0021133705912741276,-2.587839311329434,ML Exit 0.8876,1001.3448299329535
2025-10-25 01:00:00,2025-10-25 01:05:00,SHORT,110782.1,110736.4,0.9974247,1,0.001650086069861887,0.9989233441887737,ML Exit 0.9458,1002.3437532771424
2025-10-25 01:05:00,2025-10-25 01:10:00,SHORT,110736.4,110849.0,0.99571675,1,-0.0040673166185646575,-4.444342874325635,ML Exit 0.9119,997.8994104028167
2025-10-25 01:10:00,2025-10-25 01:15:00,SHORT,110849.0,110856.0,0.99877876,1,-0.00025259587366597804,-0.8082646736609962,ML Exit 0.9404,997.0911457291556
2025-10-25 01:15:00,2025-10-25 01:20:00,SHORT,110856.0,110997.9,0.9978935,1,-0.005120155877895438,-5.41834093913812,ML Exit 0.8767,991.6728047900175
2025-10-25 01:20:00,2025-10-25 01:30:00,SHORT,110997.9,110941.4,0.9988807,2,0.0020360745563654807,1.3529102790386094,ML Exit 0.8122,993.0257150690561
2025-10-25 01:30:00,2025-10-25 09:05:00,SHORT,110941.4,111776.9,0.9970818,91,-0.030124011415035328,-28.984246734945035,Stop Loss,964.0414683341111
2025-10-25 09:05:00,2025-10-25 10:25:00,SHORT,111776.9,111457.4,0.9988576,16,0.011433489388236746,9.921736366166874,ML Exit 0.9035,973.963204700278
2025-10-25 10:25:00,2025-10-25 10:30:00,SHORT,111457.4,111489.9,0.99548185,1,-0.0011663649071304374,-1.6343557043379262,ML Exit 0.9031,972.32884899594
2025-10-25 10:30:00,2025-10-25 10:35:00,SHORT,111489.9,111609.8,0.9973347,1,-0.004301734955363983,-4.527793391870615,ML Exit 0.9119,967.8010556040693
2025-10-25 10:35:00,2025-10-25 10:40:00,SHORT,111609.8,111640.2,0.9987256,1,-0.0010895100609442604,-1.553354139413773,ML Exit 0.8876,966.2477014646556
2025-10-25 10:40:00,2025-10-25 10:45:00,SHORT,111640.2,111582.5,0.9980956,1,0.0020673556657905337,1.3469375873361802,ML Exit 0.8418,967.5946390519917
2025-10-25 10:45:00,2025-10-25 10:50:00,SHORT,111582.5,111544.9,0.9965334,1,0.0013478816122601957,0.6874639267350994,ML Exit 0.9458,968.2821029787268
2025-10-25 10:50:00,2025-10-25 10:55:00,SHORT,111544.9,111519.1,0.9970264,1,0.0009251879736317253,0.29913001022294183,ML Exit 0.9458,968.5812329889498
2025-10-25 10:55:00,2025-10-25 11:00:00,SHORT,111519.1,111557.2,0.9968747,1,-0.0013665820473799113,-1.8095547410139092,ML Exit 0.8929,966.7716782479358
2025-10-25 11:00:00,2025-10-25 11:05:00,SHORT,111557.2,111516.2,0.99770266,1,0.0014700978511472142,0.7991266618038391,ML Exit 0.9458,967.5708049097396
2025-10-25 11:05:00,2025-10-25 11:10:00,SHORT,111516.2,111500.2,0.9972606,1,0.0005739076474987491,-0.023983888586042834,ML Exit 0.9473,967.5468210211536
2025-10-25 11:10:00,2025-10-25 11:15:00,SHORT,111500.2,111550.1,0.9967141,1,-0.0017901313181504152,-2.196935760764557,ML Exit 0.9458,965.3498852603891
2025-10-25 11:15:00,2025-10-25 11:20:00,SHORT,111550.1,111572.6,0.9985214,1,-0.0008068123650270148,-1.290162847403639,ML Exit 0.9031,964.0597224129855
2025-10-25 11:20:00,2025-10-25 11:25:00,SHORT,111572.6,111594.2,0.9979487,1,-0.0007743836748445862,-1.25873854685663,ML Exit 0.8730,962.8009838661288
2025-10-25 11:25:00,2025-10-25 11:30:00,SHORT,111594.2,111582.7,0.99803144,1,0.0004122078029144884,-0.1717661865104969,ML Exit 0.8031,962.6292176796184
2025-10-25 11:30:00,2025-10-25 14:35:00,SHORT,111582.7,111551.7,0.99727076,37,0.0011112833799504763,0.4675675040516022,ML Exit 0.8929,963.09678518367
2025-10-25 14:35:00,2025-10-25 14:40:00,SHORT,111551.7,111584.4,0.9973642,1,-0.001172550485559506,-1.621780790507208,ML Exit 0.9458,961.4750043931629
2025-10-25 14:40:00,2025-10-25 14:45:00,SHORT,111584.4,111549.4,0.9973851,1,0.0012546556687135478,0.5979633088547488,ML Exit 0.9458,962.0729677020176
2025-10-25 14:45:00,2025-10-25 14:50:00,SHORT,111549.4,111522.2,0.99689215,1,0.0009753526240391106,0.34306078229684445,ML Exit 0.9119,962.4160284843144
2025-10-25 14:50:00,2025-10-25 14:55:00,SHORT,111522.2,111545.0,0.9973079,1,-0.0008177743982813435,-1.2962643653966357,ML Exit 0.9458,961.1197641189178
2025-10-25 14:55:00,2025-10-25 15:00:00,SHORT,111545.0,111427.2,0.9978416,1,0.004224304092518819,3.30922077977207,ML Exit 0.9045,964.4289848986899
2025-10-25 15:00:00,2025-10-25 15:05:00,SHORT,111427.2,111397.9,0.9949969,1,0.0010518078171219563,0.4139497267144102,ML Exit 0.9035,964.8429346254044
2025-10-25 15:05:00,2025-10-25 15:10:00,SHORT,111397.9,111379.1,0.99415237,1,0.0006750576088054931,0.06879786336856453,ML Exit 0.9045,964.9117324887729
2025-10-25 15:10:00,2025-10-25 15:15:00,SHORT,111379.1,111410.8,0.9942134,1,-0.001138454162405589,-1.5935820768141409,ML Exit 0.9035,963.3181504119588
2025-10-25 15:15:00,2025-10-25 15:20:00,SHORT,111410.8,111412.9,0.9971764,1,-7.539664018178736e-05,-0.6180907501036521,ML Exit 0.9458,962.7000596618551
2025-10-25 15:20:00,2025-10-25 15:25:00,SHORT,111412.9,111429.3,0.99735755,1,-0.0005888007582608022,-1.0872356328585462,ML Exit 0.9061,961.6128240289966
2025-10-25 15:25:00,2025-10-25 15:30:00,SHORT,111429.3,111380.2,0.9976526,1,0.0017625525781820694,1.0620291943984579,ML Exit 0.8939,962.674853223395
2025-10-25 15:30:00,2025-10-25 15:35:00,SHORT,111380.2,111458.4,0.99678373,1,-0.002808398620221443,-3.1171206593760745,ML Exit 0.8829,959.5577325640189
2025-10-25 15:35:00,2025-10-25 15:40:00,SHORT,111458.4,111449.6,0.9970124,1,0.0003158128952142991,-0.2590592371974954,ML Exit 0.9404,959.2986733268215
2025-10-25 15:40:00,2025-10-25 15:45:00,SHORT,111449.6,111449.8,0.99635965,1,-7.178132536934708e-06,-0.5533419181649515,ML Exit 0.9404,958.7453314086565
2025-10-25 15:45:00,2025-10-25 15:50:00,SHORT,111449.8,111332.9,0.9985084,1,0.004195610938736856,3.274911441022065,ML Exit 0.8767,962.0202428496785
2025-10-25 15:50:00,2025-10-25 15:55:00,SHORT,111332.9,111340.4,0.99678373,1,-0.00026946212664899597,-0.7946181579160917,ML Exit 0.8929,961.2256246917624
2025-10-25 15:55:00,2025-10-25 16:00:00,SHORT,111340.4,111346.7,0.99792814,1,-0.0002263329393464694,-0.7545777760353557,ML Exit 0.9119,960.471046915727
2025-10-25 16:00:00,2025-10-25 16:05:00,SHORT,111346.7,111178.7,0.9978669,1,0.006035203557896193,4.9593378688800085,ML Exit 0.8688,965.430384784607
2025-10-25 16:05:00,2025-10-25 16:10:00,SHORT,111178.7,111201.7,0.9946188,1,-0.0008274966337976609,-1.3092411932237065,ML Exit 0.8767,964.1211435913833
2025-10-25 16:10:00,2025-10-25 16:15:00,SHORT,111201.7,111231.3,0.9972988,1,-0.0010647319240625213,-1.52475308408023,ML Exit 0.9458,962.5963905073031
2025-10-25 16:15:00,2025-10-25 16:20:00,SHORT,111231.3,111199.7,0.9976152,1,0.0011363707877191337,0.49049315502039703,ML Exit 0.9458,963.0868836623235
2025-10-25 16:20:00,2025-10-25 16:25:00,SHORT,111199.7,111175.2,0.9957657,1,0.0008812973416295188,0.2573680911258457,ML Exit 0.9404,963.3442517534494
2025-10-25 16:25:00,2025-10-25 16:30:00,SHORT,111175.2,111220.6,0.99642193,1,-0.0016334578215288565,-2.0440093162084247,ML Exit 0.9458,961.300242437241
2025-10-25 16:30:00,2025-10-25 16:35:00,SHORT,111220.6,111221.2,0.99740607,1,-2.1578736312922925e-05,-0.5676476004158743,ML Exit 0.9458,960.7325948368251
2025-10-25 16:35:00,2025-10-25 16:40:00,SHORT,111221.2,111227.1,0.9970023,1,-0.0002121897623837445,-0.7412823190190972,ML Exit 0.9458,959.991312517806
2025-10-25 16:40:00,2025-10-25 16:45:00,SHORT,111227.1,111383.3,0.99740607,1,-0.005617336062883851,-5.670159177003549,ML Exit 0.9035,954.3211533408024
2025-10-25 16:45:00,2025-10-25 16:50:00,SHORT,111383.3,111336.1,0.99790335,1,0.0016950476417917977,0.9927757720539805,ML Exit 0.8767,955.3139291128564
2025-10-25 16:50:00,2025-10-25 16:55:00,SHORT,111336.1,111330.0,0.9970746,1,0.00021915623054897092,-0.34563408988379263,ML Exit 0.8767,954.9682950229726
2025-10-25 16:55:00,2025-10-25 17:00:00,SHORT,111330.0,111300.0,0.99763954,1,0.0010778765831312314,0.4335391365330241,ML Exit 0.9458,955.4018341595056
2025-10-25 17:00:00,2025-10-25 17:05:00,SHORT,111300.0,111388.7,0.9964826,1,-0.0031877807726863284,-3.437910062737696,ML Exit 0.9421,951.9639240967679
2025-10-25 17:05:00,2025-10-25 17:10:00,SHORT,111388.7,111375.5,0.99790335,1,0.00047401576641067147,-0.11393582311292,ML Exit 0.9404,951.849988273655
2025-10-25 17:10:00,2025-10-25 17:15:00,SHORT,111375.5,111325.2,0.9967452,1,0.001806501429847782,1.090987953260121,ML Exit 0.9119,952.940976226915
2025-10-25 17:15:00,2025-10-25 17:20:00,SHORT,111325.2,111331.3,0.9970893,1,-0.00021917768843014235,-0.7415965868101311,ML Exit 0.9301,952.1993796401049
2025-10-25 17:20:00,2025-10-25 17:25:00,SHORT,111331.3,111305.6,0.9979894,1,0.0009233701573590567,0.29251722006984604,ML Exit 0.9458,952.4918968601747
2025-10-25 17:25:00,2025-10-25 17:30:00,SHORT,111305.6,111258.9,0.9962214,1,0.0016782623695487608,0.9756843612002234,ML Exit 0.9458,953.467581221375
2025-10-25 17:30:00,2025-10-25 17:35:00,SHORT,111258.9,111271.3,0.9919226,1,-0.0004458070320669621,-0.9472859462247318,ML Exit 0.9458,952.5202952751503
2025-10-25 17:35:00,2025-10-25 17:40:00,SHORT,111271.3,111284.4,0.99647635,1,-0.0004709210730886138,-0.9690703539170098,ML Exit 0.9458,951.5512249212333
2025-10-25 17:40:00,2025-10-25 17:45:00,SHORT,111284.4,111300.0,0.9972729,1,-0.0005607254925220722,-1.0492652759963454,ML Exit 0.9458,950.5019596452369
2025-10-25 17:45:00,2025-10-25 17:50:00,SHORT,111300.0,111250.0,0.99770606,1,0.0017969451931716084,1.0808138141126822,ML Exit 0.9031,951.5827734593496
2025-10-25 17:50:00,2025-10-25 17:55:00,SHORT,111250.0,111328.6,0.9950104,1,-0.002826067415730546,-3.0971773968436005,ML Exit 0.9301,948.485596062506
2025-10-25 17:55:00,2025-10-25 18:00:00,SHORT,111328.6,111263.2,0.99789196,1,0.0023498005005006344,1.5766775421724244,ML Exit 0.9119,950.0622736046785
2025-10-25 18:00:00,2025-10-25 18:05:00,SHORT,111263.2,111294.8,0.9945082,1,-0.0011360449816293554,-1.5668833002104388,ML Exit 0.9458,948.4953903044681
2025-10-25 18:05:00,2025-10-25 18:10:00,SHORT,111294.8,111386.1,0.9974855,1,-0.003281375230469093,-3.497393188434783,ML Exit 0.8939,944.9979971160333
2025-10-25 18:10:00,2025-10-25 18:15:00,SHORT,111386.1,111381.1,0.9978154,1,0.00017955561780150304,-0.37745314412245434,ML Exit 0.8939,944.6205439719108
2025-10-25 18:15:00,2025-10-25 18:20:00,SHORT,111381.1,111399.8,0.9971064,1,-0.0006715681565363276,-1.1410919335384704,ML Exit 0.9404,943.4794520383723
2025-10-25 18:20:00,2025-10-25 18:25:00,SHORT,111399.8,111560.0,0.9980564,1,-0.005752254492377799,-5.69356050829305,ML Exit 0.8263,937.7858915300792
2025-10-25 18:25:00,2025-10-25 18:30:00,SHORT,111560.0,111583.1,0.99819845,1,-0.0008282538544283192,-1.2724264984960165,ML Exit 0.8122,936.5134650315832
2025-10-25 18:30:00,2025-10-25 20:55:00,SHORT,111583.1,111388.7,0.99820817,29,0.006968797246178274,5.666241158246918,ML Exit 0.9061,942.1797061898301
2025-10-25 20:55:00,2025-10-25 21:00:00,SHORT,111388.7,111385.1,0.996293,1,0.00012927702720262537,-0.421330350596682,ML Exit 0.9031,941.7583758392334
2025-10-25 21:00:00,2025-10-25 21:05:00,SHORT,111385.1,111361.3,0.9963792,1,0.0008546924139764802,0.2278657784188105,ML Exit 0.9458,941.9862416176522
2025-10-25 21:05:00,2025-10-25 21:10:00,SHORT,111361.3,111419.2,0.99496186,1,-0.002079717101003461,-2.398043808544161,ML Exit 0.8939,939.5881978091081
2025-10-25 21:10:00,2025-10-25 21:15:00,SHORT,111419.2,111364.4,0.9978453,1,0.001967344945934019,1.22050411485686,ML Exit 0.9031,940.808701923965
2025-10-25 21:15:00,2025-10-25 21:20:00,SHORT,111364.4,111389.3,0.99558145,1,-0.0008943612141764776,-1.3356126324091475,ML Exit 0.9473,939.4730892915559
2025-10-25 21:20:00,2025-10-25 21:25:00,SHORT,111389.3,111352.0,0.9982028,1,0.0013394464279783752,0.6599555190555275,ML Exit 0.9473,940.1330448106114
