threshold,total_trades,long_trades,short_trades,win_rate,avg_leveraged_return,total_return_pct,final_capital,short_win_rate,short_avg_return,ml_exit_short_pct
0.7200000000000001,35.15,29.7,5.45,0.5833154487803571,0.01250416062388227,0.16527649366603175,11652.76493666032,0.7930812324929972,0.020723459379721906,1.0
0.7000000000000001,35.4,29.75,5.65,0.5815701334226665,0.012322792828262617,0.16055848891727217,11605.584889172724,0.7858791208791209,0.02010190965133276,1.0
0.68,35.5,29.75,5.75,0.5799164167689498,0.012209465836772201,0.1591726666934313,11591.726666934313,0.783974358974359,0.019730249673630663,1.0
0.66,35.75,29.85,5.9,0.5740104087298961,0.01194706563364961,0.15444295887309795,11544.429588730978,0.7638528138528138,0.01902937411821755,1.0
0.64,35.95,29.9,6.05,0.5694162310982519,0.011770127562175684,0.1467850246146865,11467.850246146865,0.7527846790890268,0.0184845997096307,1.0
0.62,36.25,29.95,6.3,0.5674607260772939,0.0116735377116817,0.14513665462459271,11451.366546245927,0.7428388278388278,0.01786411704692802,1.0
0.6,36.3,29.95,6.35,0.5651690594106273,0.011579278093683162,0.14436164936184517,11443.616493618449,0.7328388278388278,0.017560521378718448,1.0
0.58,36.5,30.0,6.5,0.5675254220488221,0.01156709759135817,0.14123630080356314,11412.36300803563,0.7320833333333333,0.017350976411218733,1.0
