return_pct,win_rate,max_drawdown,sharpe,sl_rate,ml_exit_rate,max_hold_rate,total_trades,sl_count,sl_level,max_hold_time,ml_exit_threshold,composite_score
18.450808700105988,47.11538461538461,-20.706193346215525,0.12637425878443564,4.326923076923077,64.42307692307693,30.76923076923077,208,9,-0.03,48,0.6,0.28375001241609527
15.379126727071272,50.27027027027027,-19.651276346130103,0.11360755496346434,5.405405405405405,55.13513513513514,38.91891891891892,185,10,-0.03,48,0.65,0.2703634111365037
21.061078750269715,52.071005917159766,-18.635483793894657,0.14130016521079364,5.325443786982249,47.928994082840234,46.15384615384615,169,9,-0.03,48,0.7,0.32396940278289094
24.896951044776415,50.943396226415096,-17.7434984620469,0.15533874707581033,5.031446540880504,42.138364779874216,52.20125786163522,159,8,-0.03,48,0.75,0.3490303937663804
21.29749227046812,45.85635359116022,-16.49534643561128,0.1509093600230312,4.41988950276243,73.48066298342542,21.54696132596685,181,8,-0.03,72,0.6,0.3355809041552624
20.611937562701186,49.044585987261144,-16.96224452119943,0.15352571420604666,5.7324840764331215,66.2420382165605,27.388535031847134,157,9,-0.03,72,0.65,0.3389627704929879
27.34121587253221,52.112676056338024,-17.901049457373848,0.17706289465397554,7.042253521126761,57.74647887323944,34.50704225352113,142,10,-0.03,72,0.7,0.38891336885303013
35.11727303481039,51.908396946564885,-16.06181889124847,0.2122545756603874,7.633587786259542,49.61832061068702,41.98473282442748,131,10,-0.03,72,0.75,0.4541493793623351
28.13230369149451,48.61878453038674,-14.768720203318239,0.18404905100019134,7.18232044198895,77.90055248618785,14.3646408839779,181,13,-0.03,96,0.6,0.4119586405075056
44.313959152129044,52.980132450331126,-13.74287259710558,0.23219385374479054,7.9470198675496695,74.17218543046357,17.218543046357617,151,12,-0.03,96,0.65,0.5403015816220739
50.43385096044107,56.71641791044776,-15.219505592471197,0.2423838868189138,9.701492537313433,68.65671641791045,20.8955223880597,134,13,-0.03,96,0.7,0.5790606587372508
70.29356167612761,56.09756097560976,-14.334523832039379,0.3009228675402773,10.569105691056912,62.601626016260155,26.01626016260163,123,13,-0.03,96,0.75,0.7129899696810894
30.699271728911135,44.11764705882353,-13.829610069460468,0.18356491756131602,5.88235294117647,82.35294117647058,11.176470588235295,170,10,-0.03,120,0.6,0.4149060654911944
40.96352081309104,47.85714285714286,-13.324049127750333,0.2282710244359141,7.142857142857142,77.14285714285715,15.0,140,10,-0.03,120,0.65,0.5078756855575354
56.585951014155256,53.96825396825397,-13.088187446521701,0.27861788072835086,7.936507936507936,73.01587301587301,18.253968253968253,126,10,-0.03,120,0.7,0.6374155101188993
75.57709898805213,54.78260869565217,-12.174164588161236,0.3361648605452278,8.695652173913043,67.82608695652173,22.608695652173914,115,10,-0.03,120,0.75,0.7721645126092376
-9.238425658168909,46.82926829268293,-31.037582319536146,-0.032440823195962386,2.4390243902439024,65.3658536585366,31.70731707317073,205,5,-0.04,48,0.6,-0.01076527508393979
-4.6540293078855575,50.27624309392266,-30.14623822031055,-0.00019857788177334737,2.7624309392265194,56.353591160220994,40.331491712707184,181,5,-0.04,48,0.65,0.045187934141145115
-0.5303422374757428,52.40963855421686,-28.565865794830504,0.029107291069069296,3.0120481927710845,48.795180722891565,47.59036144578313,166,5,-0.04,48,0.7,0.09632752413645099
2.3797621165011877,51.59235668789809,-27.78274554935588,0.048966128605448536,3.1847133757961785,42.675159235668794,53.503184713375795,157,5,-0.04,48,0.75,0.12180428311835546
-7.924791236578859,45.85635359116022,-29.51167111319154,-0.02887233274716313,3.314917127071823,73.48066298342542,22.65193370165746,181,6,-0.04,72,0.6,0.006402877920677438
-12.741170951387831,48.07692307692308,-28.02912007767791,-0.052678100938797066,4.487179487179487,66.66666666666666,28.205128205128204,156,7,-0.04,72,0.65,-0.023074746717338585
-5.002121172181924,51.07913669064749,-26.023084095369114,0.005212142920461671,4.316546762589928,58.992805755395686,35.97122302158273,139,6,-0.04,72,0.7,0.07096018311824082
0.3645616358171901,51.162790697674424,-22.200796533172745,0.03857004722894513,5.426356589147287,50.3875968992248,43.41085271317829,129,7,-0.04,72,0.75,0.13355254836738265
-1.8601423183074621,47.72727272727273,-25.64039891132453,0.012531405029304117,3.4090909090909087,79.54545454545455,16.477272727272727,176,6,-0.04,96,0.6,0.09315631278963304
3.445420601657734,52.02702702702703,-23.301156659100297,0.04369112556049306,4.72972972972973,75.67567567567568,18.91891891891892,148,7,-0.04,96,0.65,0.16427454478232043
10.981307397146157,57.14285714285714,-22.863511896586697,0.08761155627887998,6.015037593984962,70.67669172932331,22.55639097744361,133,8,-0.04,96,0.7,0.24857877074040435
27.072336730395673,56.557377049180324,-17.686846383775684,0.18680579901549788,6.557377049180328,64.75409836065575,27.86885245901639,122,8,-0.04,96,0.75,0.41531393794217625
-0.1267866516723734,44.57831325301205,-24.78377260094248,0.023061819907968767,4.819277108433735,83.73493975903614,10.843373493975903,166,8,-0.04,120,0.6,0.10456152061070896
0.4149076305262861,47.44525547445255,-23.136770814958115,0.03772749053262862,6.569343065693431,78.1021897810219,14.5985401459854,137,9,-0.04,120,0.65,0.1321851237090277
12.724955423359042,53.65853658536586,-21.249255948499574,0.11163927085314171,6.504065040650407,73.98373983739837,18.69918699186992,123,8,-0.04,120,0.7,0.2718994727335513
26.914317683482754,54.46428571428571,-17.686846383775684,0.19910978929404588,7.142857142857142,68.75,23.214285714285715,112,8,-0.04,120,0.75,0.4188476972920283
