entry_time,exit_time,side,entry_price,exit_price,position_size,leveraged_pnl_pct,balance_change_pct,fees,hold_candles,exit_reason,exit_prob
2025-10-06 00:10:00,2025-10-06 00:15:00,SHORT,123479.9,124301.8,9192.912109375,-2.662457614559159,-2.815290334857419,36.77164840698242,1,ML Exit,0.8716230392456055
2025-10-06 00:20:00,2025-10-06 00:25:00,SHORT,123890.7,123625.0,4178.331459472799,0.8578529300423586,0.19684797207291005,16.713325837891198,1,ML Exit,0.8991652727127075
2025-10-06 00:30:00,2025-10-06 00:40:00,SHORT,123743.7,123653.4,6022.810994350233,0.29189364791905503,-0.06686493799880344,24.091243977400932,2,ML Exit,0.8602474927902222
2025-10-06 00:45:00,2025-10-06 01:20:00,SHORT,123511.1,123843.0,5642.589844540787,-1.0748831481542767,-0.8552135694279046,22.57035937816315,7,ML Exit,0.8278030157089233
2025-10-06 02:35:00,2025-10-06 02:45:00,SHORT,123551.4,124025.5,3143.8340946593185,-1.5349077388034644,-0.6305049293724104,12.575336378637274,2,ML Exit,0.848557710647583
2025-10-06 03:55:00,2025-10-06 04:25:00,SHORT,123784.1,123925.3,2205.860932838734,-0.456278310380726,-0.19701921969565742,8.823443731354935,6,ML Exit,0.8527769446372986
2025-10-06 04:30:00,2025-10-06 06:45:00,SHORT,123737.0,123988.0,5690.807848568806,-0.8113983691216046,-0.7204982265507418,22.763231394275223,27,ML Exit,0.8025467395782471
2025-10-06 06:50:00,2025-10-06 07:00:00,SHORT,123840.0,123832.4,3504.088317900582,0.024547803617589858,-0.13849755727350788,14.016353271602327,2,ML Exit,0.820406436920166
2025-10-06 07:05:00,2025-10-06 07:10:00,SHORT,123870.3,123947.9,6913.049019177804,-0.2505846841413681,-0.47411947659965015,27.652196076711217,1,ML Exit,0.8048859238624573
2025-10-06 07:15:00,2025-10-06 08:55:00,SHORT,123843.7,123800.6,7975.487741870717,0.13920772715928634,-0.22030799978798374,31.901950967482872,20,ML Exit,0.8051459789276123
2025-10-06 09:00:00,2025-10-06 09:30:00,SHORT,123937.4,123814.1,7469.466348187316,0.39794283242988276,-0.0016311555630461013,29.877865392749264,6,ML Exit,0.8928703665733337
2025-10-06 09:35:00,2025-10-06 09:50:00,SHORT,123795.9,123867.0,7564.76018272383,-0.2297329717704894,-0.5057021718381692,30.25904073089532,3,ML Exit,0.9162247776985168
2025-10-06 09:55:00,2025-10-06 10:00:00,SHORT,123912.7,123957.0,7217.209028365784,-0.143003905168729,-0.418135717242469,28.86883611346314,1,ML Exit,0.8954314589500427
2025-10-06 10:05:00,2025-10-06 10:10:00,SHORT,123902.5,123909.9,7894.207282223844,-0.02388975202274104,-0.3585305937698578,31.576829128895376,1,ML Exit,0.8448269963264465
2025-10-06 10:15:00,2025-10-06 10:20:00,SHORT,123899.8,124030.0,7989.236114538269,-0.4203396615652231,-0.704731395871103,31.956944458153078,1,ML Exit,0.8733765482902527
2025-10-06 10:25:00,2025-10-06 10:30:00,SHORT,124036.2,124036.0,7605.188064566089,0.0006449729998084095,-0.3289010141975953,30.420752258264358,1,ML Exit,0.8621777296066284
2025-10-06 10:35:00,2025-10-06 10:40:00,SHORT,124008.2,124021.3,7831.920098905282,-0.04225527021602062,-0.376329373393597,31.32768039562113,1,ML Exit,0.8375399112701416
2025-10-06 10:45:00,2025-10-06 10:50:00,SHORT,124014.1,124081.9,7870.612517482797,-0.21868481084002014,-0.5310584197617509,31.482450069931186,1,ML Exit,0.9036215543746948
2025-10-06 10:55:00,2025-10-06 11:30:00,SHORT,123915.7,124118.5,6913.59238498506,-0.6546385970462272,-0.799437006491858,27.65436953994024,7,ML Exit,0.8315033316612244
2025-10-06 11:35:00,2025-10-06 11:40:00,SHORT,124221.8,124243.0,4277.204842274017,-0.06826499052500314,-0.22136778443284394,17.108819369096068,1,ML Exit,0.8334450721740723
2025-10-06 11:45:00,2025-10-06 11:50:00,SHORT,124188.9,124155.9,5639.465269303688,0.10628969255706429,-0.18347726061897035,22.557861077214753,1,ML Exit,0.8659351468086243
2025-10-06 11:55:00,2025-10-06 13:35:00,SHORT,124176.1,124754.8,5223.833795944989,-1.8641268327802114,-1.3125407601013799,20.895335183779956,20,ML Exit,0.8339666128158569
2025-10-06 15:20:00,2025-10-06 15:30:00,SHORT,125200.3,125026.0,3956.233089592654,0.5568676752372091,0.06978724597367744,15.824932358370615,2,ML Exit,0.8936703205108643
