entry_time,exit_time,side,entry_price,exit_price,position_size_pct,pnl_pct,pnl_usd,exit_reason,hold_time
2025-07-09 11:40:00,2025-07-09 13:05:00,LONG,109009.1,109691.6,0.95,2.5043780748579705,237.91591711150718,ML_EXIT,17
2025-07-09 13:10:00,2025-07-09 13:15:00,LONG,109666.1,109629.9,0.8875118494033813,-0.13203715642303918,-11.99725476386166,ML_EXIT,1
2025-07-09 13:15:00,2025-07-09 13:20:00,LONG,109629.9,109557.0,0.95,-0.2659858305078968,-25.83951994705203,ML_EXIT,1
2025-07-09 13:20:00,2025-07-09 13:25:00,LONG,109557.0,109538.4,0.95,-0.06790985514391895,-6.580516021660867,ML_EXIT,1
2025-07-09 13:25:00,2025-07-09 13:30:00,LONG,109538.4,109415.7,0.95,-0.44806204947305084,-43.38953891544271,ML_EXIT,1
2025-07-09 13:30:00,2025-07-09 13:35:00,LONG,109415.7,109417.3,0.95,0.005849251981226902,0.5640201840503926,ML_EXIT,1
2025-07-09 13:35:00,2025-07-09 13:40:00,LONG,109417.3,109413.7,0.95,-0.013160624508211483,-1.2690973741158198,ML_EXIT,1
2025-07-09 13:40:00,2025-07-09 13:45:00,LONG,109413.7,109516.5,0.95,0.3758213093972799,36.23644189505815,ML_EXIT,1
2025-07-09 13:45:00,2025-07-09 14:35:00,LONG,109516.5,108549.7,0.95,-3.531157405505117,-341.6874472686288,STOP_LOSS,10
2025-07-09 14:35:00,2025-07-09 19:50:00,LONG,108549.7,111850.0,0.95,12.161433886966073,1137.307544727161,ML_EXIT,63
2025-07-10 09:10:00,2025-07-10 16:15:00,LONG,111122.8,111673.9,0.95,1.9837513093622237,206.94885494081808,ML_EXIT,85
2025-07-10 16:15:00,2025-07-10 17:50:00,LONG,111673.9,113715.3,0.8374276161193848,7.312003968698179,685.084723416248,ML_EXIT,19
2025-07-10 17:50:00,2025-07-10 17:55:00,LONG,113715.3,113685.3,0.95,-0.10552669693524092,-11.903020355134142,ML_EXIT,1
2025-07-10 17:55:00,2025-07-10 18:00:00,LONG,113685.3,113554.4,0.95,-0.4605696602815271,-51.89847029261642,ML_EXIT,1
2025-07-10 18:00:00,2025-07-10 18:05:00,LONG,113554.4,113378.5,0.95,-0.6196149158464813,-69.51470897339152,ML_EXIT,1
2025-07-10 18:05:00,2025-07-10 18:15:00,LONG,113378.5,113485.6,0.95,0.37784941589456844,42.141466127047096,ML_EXIT,2
2025-07-10 18:15:00,2025-07-10 19:00:00,LONG,113485.6,113507.5,0.95,0.07719041006081538,8.639932960738596,ML_EXIT,9
2025-07-10 19:00:00,2025-07-10 19:05:00,LONG,113507.5,113561.5,0.95,0.1902957954320199,21.31545328716507,ML_EXIT,1
2025-07-10 19:05:00,2025-07-10 19:10:00,LONG,113561.5,113594.3,0.95,0.11553211255576198,12.964402554310233,ML_EXIT,1
2025-07-10 19:10:00,2025-07-10 19:15:00,LONG,113594.3,113540.8,0.95,-0.18838973434406478,-21.16330190831146,ML_EXIT,1
