start_idx,end_idx,regime,return,bh_return,difference,num_trades,win_rate,sharpe,max_dd,liquidations,final_capital
0,1440,Sideways,18.911917486733017,2.270613143709525,16.641304343023492,14,71.42857142857143,13.47647901336637,1.3572856240754394,0,11891.191748673302
1440,2880,Sideways,6.618423554770033,-2.0224330193216757,8.640856574091709,17,64.70588235294117,3.932665306127578,8.124713148281689,0,10661.842355477003
2880,4320,Sideways,26.21837003853445,-0.5914351004940368,26.809805139028484,26,57.692307692307686,8.430611342356595,3.5719182333200394,0,12621.837003853445
4320,5760,Bear,10.46512806154422,-4.493761894214929,14.95888995575915,21,57.14285714285714,5.505433545158044,5.639602874083175,0,11046.512806154422
5760,7200,Bear,7.8886462701017805,-3.5276730419637223,11.416319312065504,13,53.84615384615385,5.941026692619734,3.456546070848617,0,10788.864627010178
7200,8640,Sideways,16.882299576304906,2.1740653023939758,14.70823427391093,16,62.5,8.618385412763457,3.2231878234518887,0,11688.22995763049
8640,10080,Bull,14.39408802476626,3.882065420730484,10.512022604035776,10,100.0,25.184458961723543,0.0,0,11439.408802476626
10080,11520,Sideways,12.789286682094952,1.8614519495474038,10.927834732547549,8,87.5,17.750248628363384,1.0744653813834812,0,11278.928668209495
11520,12960,Sideways,3.934291601136301,-1.1782215588216938,5.112513159957995,6,50.0,6.808468455287002,1.700117508300298,0,10393.42916011363
12960,14400,Bear,5.949148779588141,-5.201186834529879,11.15033561411802,17,52.94117647058824,5.068489924511705,4.867305977409969,0,10594.914877958814
14400,15840,Bull,21.85664335094758,7.248375460768837,14.608267890178741,10,90.0,26.267593508096297,0.756285478586188,0,12185.664335094758
