threshold,total_trades,win_rate,avg_window_return,std_window_return,sharpe_ratio,ml_exit_rate,trades_per_window,num_windows
0.65,234,0.717948717948718,0.9527985577533863,0.6021289498178855,13.519885480411201,0.9871794871794872,58.5,4
0.7,167,0.7904191616766467,0.9310145067335176,0.5488341411449287,14.49361626061012,0.9760479041916168,41.75,4
0.6,311,0.6784565916398714,0.9211569435462443,0.6994215362519245,11.25268234927432,0.9935691318327974,77.75,4
0.75,122,0.8360655737704918,0.8776026631785508,0.3902190262447428,19.215466024958328,0.9426229508196722,30.5,4
