entry_idx,entry_time,entry_price,exit_idx,exit_time,exit_price,side,entry_prob,position_size_pct,hold_time,exit_reason,pnl_pct,balance_before,balance_after
371,2025-07-15 21:15:00,117040.0,372,2025-07-15 21:20:00,117119.8,LONG,0.9806713,0.8647243,1,ml_exit,-0.0011005581725726569,8834.497660154275,8824.774781553819
372,2025-07-15 21:20:00,117119.8,373,2025-07-15 21:25:00,117152.8,LONG,0.97287583,0.83131444,1,ml_exit,-0.0023883239148966558,8824.774781553819,8803.698360899456
380,2025-07-15 22:00:00,117324.3,382,2025-07-15 22:10:00,117469.8,LONG,0.77451557,0.22303107,2,ml_exit,0.0002142456976538003,8803.698360899456,8805.58451539672
394,2025-07-15 23:10:00,117828.2,413,2025-07-16 00:45:00,118131.7,LONG,0.75401306,0.20152533,19,ml_exit,0.0012702416184787674,8805.58451539672,8816.769735323209
405,2025-07-16 00:05:00,117503.6,428,2025-07-16 02:00:00,117446.8,SHORT,0.9293844,0.65585667,23,ml_exit,-0.0013552899107505925,8816.769735323209,8804.820456255515
411,2025-07-16 00:35:00,117853.6,428,2025-07-16 02:00:00,117446.8,SHORT,0.8060878,0.27969918,17,ml_exit,0.0027429987763483562,8804.820456255515,8828.97206799299
412,2025-07-16 00:40:00,117920.2,413,2025-07-16 00:45:00,118131.7,LONG,0.8872252,0.5050016,1,ml_exit,0.001603048473599151,8828.97206799299,8843.125338190037
428,2025-07-16 02:00:00,117446.8,431,2025-07-16 02:15:00,117264.1,SHORT,0.8222744,0.31658104,3,ml_exit,0.0007035670945427722,8843.125338190037,8849.347070190905
435,2025-07-16 02:35:00,117210.9,436,2025-07-16 02:40:00,117128.7,SHORT,0.96458846,0.79643184,1,ml_exit,-0.0009515768751324602,8849.347070190905,8840.92623615889
440,2025-07-16 03:00:00,117438.0,464,2025-07-16 05:00:00,117866.5,LONG,0.94034296,0.6982605,24,ml_exit,0.007398024603120251,8840.92623615889,8906.331625968365
454,2025-07-16 04:10:00,117293.5,464,2025-07-16 05:00:00,117866.5,LONG,0.89610976,0.53509665,10,ml_exit,0.008315789687120621,8906.331625968365,8980.394806653669
455,2025-07-16 04:15:00,117339.1,464,2025-07-16 05:00:00,117866.5,LONG,0.9386065,0.6914578,9,ml_exit,0.009665654877795169,8980.394806653669,9067.196203521127
457,2025-07-16 04:25:00,117543.7,464,2025-07-16 05:00:00,117866.5,LONG,0.9790895,0.8578987,7,ml_exit,0.005992294454993684,9067.196203521127,9121.529513053827
458,2025-07-16 04:30:00,117628.6,464,2025-07-16 05:00:00,117866.5,LONG,0.979788,0.86090994,6,ml_exit,0.003521009129237594,9121.529513053827,9153.6465017419
