entry_time,exit_time,side,entry_price,exit_price,size_usd,entry_prob,hold_candles,price_change_pct,leveraged_pnl_pct,pnl_usd,fee_usd,net_pnl,exit_reason,balance_after
2025-10-30 04:10:00,2025-10-30 05:35:00,LONG,109942.7,109326.8,4249.41943359375,0.7549729,17,-0.5602009046530521,-2.2408036186122082,-95.22114443797915,3.3995354175567627,-98.62067985553591,ML Exit (0.765),9901.379320144464
2025-10-30 05:40:00,2025-10-30 10:40:00,SHORT,109869.2,109858.6,3137.5837772691484,0.7045456,60,0.00964876668734238,0.03859506674936952,1.2109525531544174,2.5100670218153187,-1.2991144686609013,ML Exit (0.825),9900.080205675804
2025-10-30 10:50:00,2025-10-30 14:50:00,LONG,110063.5,108224.4,3224.063564399811,0.70864147,48,-1.6709445002203283,-6.683778000881313,-215.4892512517845,2.579250851519849,-218.06850210330435,ML Exit (0.753),9682.0117035725
2025-10-30 16:35:00,2025-10-31 02:00:00,LONG,108100.2,109478.4,3111.011855603251,0.7066154,113,1.2749282610022838,5.099713044009135,158.65267740086966,2.488809484482601,156.16386791638706,ML Exit (0.752),9838.175571488886
2025-10-31 11:55:00,2025-10-31 16:45:00,SHORT,110377.9,109452.7,3474.4802243351814,0.7214761,58,0.8452966441211629,3.3811865764846516,117.47865894783496,2.7795841794681455,114.69907476836681,ML Exit (0.791),9952.874646257253
2025-10-31 17:50:00,2025-11-01 03:50:00,LONG,109319.4,110089.5,3374.735070790221,0.71489996,120,0.7044495304584508,2.8177981218338033,95.09322144159351,2.699788056632177,92.39343338496134,Emergency Max Hold,10045.268079642214
2025-11-01 04:00:00,2025-11-01 14:00:00,SHORT,110315.5,109914.7,4031.032092806879,0.74393374,120,0.3646464030743868,1.4585856122975471,58.79605413277785,3.2248256742455035,55.571228458532346,Emergency Max Hold,10100.839308100745
2025-11-01 15:05:00,2025-11-02 01:05:00,LONG,110283.0,109866.6,3187.0973783341683,0.70391303,120,-0.37757405946519107,-1.5102962378607643,-48.13461180193999,2.5496779026673346,-50.68428970460732,Emergency Max Hold,10050.155018396137
2025-11-02 02:35:00,2025-11-02 11:55:00,LONG,110050.8,111147.3,3354.2162703525455,0.7124156,112,0.996358045557133,3.985432182228532,133.68001470017595,2.6833730162820366,130.9966416838939,ML Exit (0.770),10181.151660080031
2025-11-02 13:20:00,2025-11-02 23:20:00,LONG,110209.9,110155.3,4236.568011083601,0.7508554,120,-0.049541828819366085,-0.19816731527746434,-8.39549308746824,3.389254408866881,-11.784747496335122,Emergency Max Hold,10169.366912583697
2025-11-02 23:20:00,2025-11-03 01:40:00,LONG,110155.3,109513.2,5454.781940978,0.8069836,28,-0.5829043178131266,-2.3316172712525063,-127.18463784500575,4.363825552782401,-131.54846339778814,End of Period,10037.818449185908
