side,entry_price,exit_price,entry_idx,exit_idx,hold_time,position_size_pct,leveraged_value,entry_fee,exit_fee,total_fees,position_pnl,net_pnl,exit_reason,entry_prob,exit_prob,window
SHORT,112548.6,109878.7,121,241,120,0.4597364,18519.493950669887,9.259746975334943,9.259746975334943,18.519493950669887,439.32307375563704,430.0633267803021,MAX_HOLD,0.78018135,0.0,10
SHORT,109841.1,108367.8,256,376,120,0.42757374,17943.58824371041,8.971794121855204,8.971794121855204,17.94358824371041,240.6775656785902,231.70577155673502,MAX_HOLD,0.7507509,0.0,10
SHORT,108504.0,108478.6,552,672,120,0.4536647,19442.708953735437,9.721354476867718,9.721354476867718,19.442708953735437,4.551397251942481,-5.169957224925238,MAX_HOLD,0.77474755,0.0,10
SHORT,108514.8,108845.8,673,793,120,0.47867027,20485.861012932477,10.242930506466239,10.242930506466239,20.485861012932478,-62.48751318051224,-72.73044368697848,MAX_HOLD,0.7967995,0.0,10
SHORT,108815.3,109042.0,794,914,120,0.4770156,20256.727649460947,10.128363824730474,10.128363824730474,20.25672764946095,-42.201787415305915,-52.330151240036386,MAX_HOLD,0.795366,0.0,10
SHORT,109105.9,107338.8,915,1035,120,0.5365541,22651.012266758687,11.325506133379344,11.325506133379344,22.651012266758688,366.8601219236456,355.53461579026623,MAX_HOLD,0.8449804,0.0,10
SHORT,107999.4,109636.6,1056,1076,20,0.5132776,22375.077248144775,11.187538624072388,11.187538624072388,22.375077248144777,-339.1914813477009,-350.3790199717733,STOP_LOSS,0.8260363,0.0,10
SHORT,109496.1,108899.8,1077,1197,120,0.59126055,24919.432982455677,12.459716491227839,12.459716491227839,24.919432982455678,135.70764518040727,123.24792868917943,MAX_HOLD,0.88759726,0.0,10
SHORT,109044.6,110324.0,1198,1318,120,0.5714406,24337.33028429978,12.16866514214989,12.16866514214989,24.33733028429978,-285.5453673609972,-297.7140325031471,MAX_HOLD,0.8724407,0.0,10
SHORT,110321.1,111165.3,1319,1439,120,0.588277,24325.195788349134,12.162597894174567,12.162597894174567,24.325195788349134,-186.14145693366245,-198.30405482783704,MAX_HOLD,0.88533485,0.0,10
SHORT,111152.5,111509.8,0,120,120,0.5804969,23219.876953125,11.609938621520996,11.609938621520996,23.219877243041992,-74.64035478600688,-86.25029340752788,MAX_HOLD,0.8794037,0.0,11
SHORT,111596.5,111424.3,121,241,120,0.63564837,25177.1149537981,12.58855747689905,12.58855747689905,25.1771149537981,38.849777502376504,26.261220025477456,MAX_HOLD,0.92051774,0.0,11
SHORT,111386.7,112072.0,242,362,120,0.5804969,23024.392835679922,11.512196417839961,11.512196417839961,23.024392835679922,-141.6561978251579,-153.16839424299786,MAX_HOLD,0.8794037,0.0,11
SHORT,112071.6,110413.2,363,483,120,0.5469195,21332.336660004377,10.666168330002188,10.666168330002188,21.332336660004376,315.6691536210016,305.00298529099945,MAX_HOLD,0.85325027,0.0,11
SHORT,110595.2,109921.2,511,631,120,0.42734927,17171.694058812318,8.585847029406159,8.585847029406159,17.171694058812317,104.64940427468373,96.06355724527758,MAX_HOLD,0.75053954,0.0,11
SHORT,110007.5,111381.7,632,752,120,0.43016097,17435.191421846393,8.717595710923197,8.717595710923197,17.435191421846394,-217.79824150081825,-226.51583721174146,MAX_HOLD,0.7531806,0.0,11
SHORT,111463.0,112944.2,753,786,33,0.6134738,24287.948177834616,12.14397408891731,12.14397408891731,24.28794817783462,-322.75561254414976,-334.8995866330671,STOP_LOSS,0.9042395,0.0,11
SHORT,112908.1,110566.2,787,907,120,0.5804969,22176.535174235116,11.088267587117558,11.088267587117558,22.176535174235116,459.9778733726049,448.88960578548733,MAX_HOLD,0.8794037,0.0,11
SHORT,110735.9,110860.2,909,1029,120,0.4481318,17904.604684648173,8.952302342324087,8.952302342324087,17.904604684648174,-20.097749350498077,-29.050051692822166,MAX_HOLD,0.76974875,0.0,11
SHORT,110852.9,110847.8,1030,1150,120,0.4519475,17988.356853261375,8.994178426630688,8.994178426630688,17.988356853261376,0.8275888132062937,-8.166589613424394,MAX_HOLD,0.77320105,0.0,11
SHORT,110853.5,110200.2,1151,1271,120,0.4322194,17173.471719235153,8.586735859617576,8.586735859617576,17.173471719235152,101.20951593027172,92.62278007065414,MAX_HOLD,0.75510544,0.0,11
SHORT,110543.8,111209.6,1289,1409,120,0.42891327,17186.285568508538,8.593142784254269,8.593142784254269,17.186285568508538,-103.51217283568172,-112.105315619936,MAX_HOLD,0.75201035,0.0,11
SHORT,111120.5,111035.4,0,120,120,0.5761323,23045.291015625,11.522645950317383,11.522645950317383,23.045291900634766,17.64889705706707,6.126251106749688,MAX_HOLD,0.876056,0.0,12
SHORT,111183.9,112104.8,121,241,120,0.5756549,23013.7715375963,11.506885768798151,11.506885768798151,23.013771537596302,-190.61556762240428,-202.12245339120244,MAX_HOLD,0.87568897,0.0,12
SHORT,112040.0,111909.1,242,362,120,0.59837174,23410.634967178165,11.705317483589083,11.705317483589083,23.410634967178165,27.35141125672515,15.646093773136068,MAX_HOLD,0.89296323,0.0,12
SHORT,111900.0,112768.4,363,483,120,0.4886825,19126.867673716995,9.563433836858497,9.563433836858497,19.126867673716994,-148.43406512829068,-157.9974989651492,MAX_HOLD,0.80540097,0.0,12
SHORT,112778.3,110926.0,484,604,120,0.6269031,24116.597526629357,12.05829876331468,12.05829876331468,24.11659752662936,396.09724209866283,384.03894333534816,MAX_HOLD,0.9141362,0.0,12
SHORT,111098.9,111686.5,650,770,120,0.42757374,17084.709219313947,8.542354609656973,8.542354609656973,17.084709219313947,-90.36070687710657,-98.90306148676353,MAX_HOLD,0.7507509,0.0,12
SHORT,111900.2,113949.8,773,856,83,0.4356722,17221.057948092326,8.610528974046163,8.610528974046163,17.221057948092326,-315.4264279278333,-324.0369569018795,STOP_LOSS,0.75831795,0.0,12
SHORT,114200.5,113907.1,857,977,120,0.63291705,24175.512267523784,12.087756133761893,12.087756133761893,24.175512267523786,62.11089530511107,50.02313917134918,MAX_HOLD,0.91852987,0.0,12
SHORT,113920.1,113801.9,978,1098,120,0.59615195,22861.657978385505,11.430828989192753,11.430828989192753,22.861657978385505,23.720554783970808,12.289725794778056,MAX_HOLD,0.8912922,0.0,12
SHORT,113854.1,114370.2,1099,1219,120,0.5304518,20343.96351689092,10.17198175844546,10.17198175844546,20.34396351689092,-92.21907310379885,-102.3910548622443,MAX_HOLD,0.8400651,0.0,12
SHORT,114328.9,115519.7,1220,1340,120,0.4452453,16875.639612760668,8.437819806380334,8.437819806380334,16.87563961276067,-175.7693081178552,-184.20712792423552,MAX_HOLD,0.76712245,0.0,12
SHORT,115240.8,116027.7,0,120,120,0.4579108,18316.431640625,9.15821647644043,9.15821647644043,18.31643295288086,-125.07028810983354,-134.22850458627397,MAX_HOLD,0.7785531,0.0,13
SHORT,116004.8,115983.0,121,241,120,0.5262042,20746.366368470575,10.373183184235288,10.373183184235288,20.746366368470575,3.8987247668434315,-6.4744584173918565,MAX_HOLD,0.83662283,0.0,13
SHORT,115923.3,115888.7,242,362,120,0.5312792,20910.6515393532,10.4553257696766,10.4553257696766,20.9106515393532,6.241269384685756,-4.214056384990844,MAX_HOLD,0.8407337,0.0,13
SHORT,115831.5,115660.4,365,485,120,0.4330989,17020.95402618235,8.510477013091174,8.510477013091174,17.02095402618235,25.142428733806426,16.63195172071525,MAX_HOLD,0.75592566,0.0,13
SHORT,115686.4,115385.7,486,606,120,0.4924519,19369.547287119036,9.684773643559518,9.684773643559518,19.369547287119037,50.3466515444913,40.661877900931785,MAX_HOLD,0.80860794,0.0,13
