side,entry_price,exit_price,entry_idx,exit_idx,hold_time,position_size_pct,leveraged_value,entry_fee,exit_fee,total_fees,position_pnl,net_pnl,exit_reason,entry_prob,exit_prob,window
SHORT,115511.0,115448.8,612,732,120,0.47908646,18903.2087089871,9.451604354493549,9.451604354493549,18.903208708987098,10.17894037536635,0.7273360208728015,MAX_HOLD,0.7971595,0.0,13
SHORT,115385.8,114987.0,733,853,120,0.49723476,19601.930260076282,9.800965130038142,9.800965130038142,19.601930260076283,67.74880260585338,57.94783747581524,MAX_HOLD,0.8126533,0.0,13
SHORT,114960.7,114979.9,865,985,120,0.45943323,18200.203729681754,9.100101864840877,9.100101864840877,18.200203729681753,-3.0396814877591796,-12.139783352600055,MAX_HOLD,0.7799113,0.0,13
SHORT,115058.9,115437.6,986,1106,120,0.47489274,18772.277262060536,9.386138631030269,9.386138631030269,18.772277262060538,-61.78627988919192,-71.17241852022218,MAX_HOLD,0.79352176,0.0,13
SHORT,115418.8,116810.0,1107,1227,120,0.5034241,19737.887966930735,9.868943983465368,9.868943983465368,19.737887966930735,-237.91054611201972,-247.77949009548507,MAX_HOLD,0.8178498,0.0,13
SHORT,116828.4,117106.9,1228,1348,120,0.6297462,24041.620555809142,12.020810277904571,12.020810277904571,24.041620555809143,-57.31133290187015,-69.33214317977472,MAX_HOLD,0.9162162,0.0,13
SHORT,115515.8,116625.6,29,149,120,0.42757374,17102.94921875,8.551474571228027,8.551474571228027,17.102949142456055,-164.3139124082489,-172.86538697947694,MAX_HOLD,0.7507509,0.0,14
SHORT,116797.8,117100.4,150,270,120,0.60904133,23919.69116902518,11.95984558451259,11.95984558451259,23.91969116902518,-61.97118907844849,-73.93103466296108,MAX_HOLD,0.9009464,0.0,14
SHORT,117072.2,117020.6,271,391,120,0.5995283,23340.097590449997,11.670048795224998,11.670048795224998,23.340097590449997,10.287233311298635,-1.3828154839263629,MAX_HOLD,0.8938325,0.0,14
SHORT,117052.4,116455.0,402,522,120,0.4410082,17145.762591273662,8.572881295636831,8.572881295636831,17.145762591273662,87.50677963054825,78.93389833491142,MAX_HOLD,0.76324373,0.0,14
SHORT,116429.9,115523.4,549,669,120,0.42969254,16826.75995248413,8.413379976242066,8.413379976242066,16.82675995248413,131.00979986177833,122.59641988553626,MAX_HOLD,0.7527416,0.0,14
SHORT,115685.8,115652.9,800,920,120,0.47949523,18996.034238195465,9.498017119097733,9.498017119097733,18.996034238195467,5.402301115926039,-4.095716003171694,MAX_HOLD,0.7975129,0.0,14
SHORT,115660.8,115464.9,921,1041,120,0.48882806,19339.190701236537,9.66959535061827,9.66959535061827,19.33919070123654,32.75567399129529,23.08607864067702,MAX_HOLD,0.8055251,0.0,14
SHORT,115629.0,115469.5,1051,1171,120,0.48939693,19387.96035322393,9.693980176611966,9.693980176611966,19.38796035322393,26.743980111729904,17.04999993511794,MAX_HOLD,0.80601007,0.0,14
SHORT,115503.1,114437.0,1203,1323,120,0.42765588,16954.608674460407,8.477304337230203,8.477304337230203,16.954608674460406,156.49197560794764,148.01467127071743,MAX_HOLD,0.7508282,0.0,14
SHORT,111765.1,112867.0,154,274,120,0.44267803,17707.12109375,8.853561401367188,8.853561401367188,17.707122802734375,-174.57575516152198,-183.42931656288917,MAX_HOLD,0.7647757,0.0,15
SHORT,112833.4,111988.7,275,395,120,0.4627924,18155.747730925315,9.077873865462658,9.077873865462658,18.155747730925317,135.91862080122164,126.84074693575897,MAX_HOLD,0.7828964,0.0,15
SHORT,111843.3,112555.0,397,517,120,0.4270749,16955.693949310225,8.477846974655113,8.477846974655113,16.955693949310227,-107.89530873752865,-116.37315571218376,MAX_HOLD,0.7502811,0.0,15
SHORT,112618.0,113373.4,518,638,120,0.53096825,20815.29135192718,10.40764567596359,10.40764567596359,20.81529135192718,-139.62129577195182,-150.0289414479154,MAX_HOLD,0.84048253,0.0,15
SHORT,113249.8,111753.8,639,759,120,0.54553735,21036.340271781406,10.518170135890703,10.518170135890703,21.036340271781405,277.88450881666,267.3663386807693,MAX_HOLD,0.8521532,0.0,15
SHORT,111730.7,111292.8,767,887,120,0.42757374,16926.858709740063,8.463429354870032,8.463429354870032,16.926858709740063,66.34050828460822,57.87707892973819,MAX_HOLD,0.7507509,0.0,15
SHORT,109157.8,109381.0,944,1064,120,0.44054806,17527.564621167105,8.763782310583553,8.763782310583553,17.527564621167105,-35.83942167618298,-44.60320398676653,MAX_HOLD,0.7628208,0.0,15
SHORT,109167.2,109488.5,1140,1260,120,0.43074697,17045.66958554878,8.522834792774391,8.522834792774391,17.045669585548783,-50.16867372101577,-58.69150851379016,MAX_HOLD,0.75372934,0.0,15
SHORT,109500.0,109033.4,1261,1381,120,0.5229821,20555.02346338315,10.277511731691575,10.277511731691575,20.55502346338315,87.58880317821641,77.31129144652483,MAX_HOLD,0.83399975,0.0,15
SHORT,109265.8,109650.0,0,120,120,0.49148878,19659.55078125,9.8297758102417,9.8297758102417,19.6595516204834,-69.12683941504288,-78.95661522528458,MAX_HOLD,0.8077901,0.0,16
SHORT,109721.4,109387.0,121,241,120,0.6370434,25255.492746117216,12.627746373058608,12.627746373058608,25.255492746117216,76.97164613558932,64.34389976253071,MAX_HOLD,0.92153126,0.0,16
SHORT,109367.4,110725.8,242,362,120,0.43757448,17438.094551751776,8.719047275875887,8.719047275875887,17.438094551751774,-216.5902054826188,-225.3092527584947,MAX_HOLD,0.7600793,0.0,16
SHORT,110850.2,112259.4,363,393,30,0.61972207,24116.85899703857,12.058429498519285,12.058429498519285,24.11685899703857,-306.5892321225102,-318.6476616210295,STOP_LOSS,0.908859,0.0,16
SHORT,112055.9,111980.0,394,514,120,0.59126055,22227.128032205488,11.113564016102744,11.113564016102744,22.22712803220549,15.05533414701294,3.9417701309101965,MAX_HOLD,0.88759726,0.0,16
SHORT,112006.1,113284.5,515,569,54,0.68015885,25549.550496823587,12.774775248411794,12.774775248411794,25.54955049682359,-291.61398669482395,-304.38876194323575,STOP_LOSS,0.95228195,0.0,16
SHORT,113161.5,114209.5,570,690,120,0.57884645,21009.486155811403,10.504743077905701,10.504743077905701,21.009486155811402,-194.5709582436637,-205.0757013215694,MAX_HOLD,0.87813956,0.0,16
SHORT,114251.5,112741.7,691,811,120,0.6440799,22821.75940315972,11.410879701579859,11.410879701579859,22.821759403159717,301.5828443993349,290.171964697755,MAX_HOLD,0.9266249,0.0,16
SHORT,112807.1,114341.6,817,937,120,0.4532184,16564.299301627958,8.28214965081398,8.28214965081398,16.56429930162796,-225.3219635851653,-233.60411323597927,MAX_HOLD,0.77434605,0.0,16
SHORT,114298.1,114331.5,938,1058,120,0.4798625,17073.803964039816,8.53690198201991,8.53690198201991,17.07380396403982,-4.989278495432824,-13.526180477452733,MAX_HOLD,0.7978302,0.0,16
SHORT,114379.3,116160.2,1059,1085,26,0.58696055,20832.617718189547,10.416308859094773,10.416308859094773,20.832617718189546,-324.36646223856627,-334.78277109766105,STOP_LOSS,0.8843345,0.0,16
SHORT,116037.8,117671.5,1086,1173,87,0.5915511,20178.73631663563,10.089368158317814,10.089368158317814,20.17873631663563,-284.09709181393964,-294.18645997225747,STOP_LOSS,0.88781726,0.0,16
SHORT,117732.8,119360.2,1174,1269,95,0.63291705,20819.467319010968,10.409733659505484,10.409733659505484,20.81946731901097,-287.7838725908016,-298.1936062503071,STOP_LOSS,0.91852987,0.0,16
SHORT,119114.2,118699.7,1270,1390,120,0.5724126,18122.612507632344,9.061306253816172,9.061306253816172,18.122612507632343,63.064041771792176,54.00273551797601,MAX_HOLD,0.8731912,0.0,16
SHORT,119573.2,120242.3,0,120,120,0.6289027,25156.107421875,12.578054428100586,12.578054428100586,25.156108856201172,-140.76692332376075,-153.34497775186134,MAX_HOLD,0.9155996,0.0,17
SHORT,120231.7,120415.4,121,241,120,0.6361517,25023.85781982002,12.51192890991001,12.51192890991001,25.02385781982002,-38.2335330990152,-50.74546200892521,MAX_HOLD,0.92088354,0.0,17
SHORT,120340.6,122225.4,242,307,65,0.5174302,20222.867828747258,10.11143391437363,10.11143391437363,20.22286782874726,-316.73484496190474,-326.84627887627835,STOP_LOSS,0.8294556,0.0,17
SHORT,122711.3,121921.0,308,428,120,0.62774956,23688.410445392557,11.84420522269628,11.84420522269628,23.68841044539256,152.56093591212712,140.71673068943085,MAX_HOLD,0.914756,0.0,17
SHORT,121906.3,121971.5,429,549,120,0.4866246,18613.846994311738,9.30692349715587,9.30692349715587,18.61384699431174,-9.955374119541574,-19.262297616697445,MAX_HOLD,0.803643,0.0,17
SHORT,122060.0,122144.2,550,670,120,0.45163542,17223.866645638293,8.611933322819146,8.611933322819146,17.223866645638292,-11.881448234988483,-20.49338155780763,MAX_HOLD,0.7729195,0.0,17
SHORT,122163.7,124268.8,672,748,76,0.4453581,16932.6213683667,8.46631068418335,8.46631068418335,16.9326213683667,-291.7794831242737,-300.24579380845705,STOP_LOSS,0.7672253,0.0,17
SHORT,125271.1,122839.6,749,869,120,0.6019616,22143.393118095115,11.071696559047558,11.071696559047558,22.143393118095116,429.80113024191746,418.7294336828699,MAX_HOLD,0.89565825,0.0,17
SHORT,122899.8,123119.7,870,990,120,0.47871298,18390.248055356114,9.195124027678057,9.195124027678057,18.390248055356114,-32.904980702757065,-42.10010473043512,MAX_HOLD,0.79683644,0.0,17
SHORT,123303.6,123915.7,991,1111,120,0.4654253,17784.292496538445,8.892146248269222,8.892146248269222,17.784292496538445,-88.28424666539361,-97.17639291366284,MAX_HOLD,0.78522515,0.0,17
SHORT,123883.3,125741.9,1112,1188,76,0.50915086,19239.06297798693,9.619531488993465,9.619531488993465,19.23906297798693,-288.6403772815734,-298.2599087705669,STOP_LOSS,0.8226204,0.0,17
SHORT,125597.3,124094.1,1189,1309,120,0.5804969,21220.09278952275,10.610046394761376,10.610046394761376,21.220092789522752,253.97077390366303,243.36072750890165,MAX_HOLD,0.8794037,0.0,17
SHORT,121323.7,121530.6,36,156,120,0.42757374,17102.94921875,8.551474571228027,8.551474571228027,17.102949142456055,-29.166603007982154,-37.71807757921018,MAX_HOLD,0.7507509,0.0,18
SHORT,121535.8,122655.6,196,316,120,0.4387518,17468.867586050543,8.734433793025271,8.734433793025271,17.468867586050543,-160.95371012376145,-169.68814391678671,MAX_HOLD,0.76116645,0.0,18
SHORT,122798.2,121593.1,317,437,120,0.47077328,18407.814449747733,9.203907224873866,9.203907224873866,18.407814449747733,180.6480648200937,171.44415759521985,MAX_HOLD,0.78992635,0.0,18
SHORT,121850.0,122394.8,454,574,120,0.42936945,17067.51778166242,8.53375889083121,8.53375889083121,17.06751778166242,-76.31008360648121,-84.84384249731242,MAX_HOLD,0.75243855,0.0,18
SHORT,122148.7,121696.4,575,695,120,0.46359462,18254.817260081563,9.127408630040781,9.127408630040781,18.254817260081563,67.59510209060714,58.46769346056636,MAX_HOLD,0.78360695,0.0,18
SHORT,121821.9,121270.3,697,817,120,0.42891327,16973.831617469194,8.486915808734597,8.486915808734597,16.973831617469195,76.85617709291891,68.36926128418432,MAX_HOLD,0.75201035,0.0,18
SHORT,121218.6,116860.5,818,938,120,0.4951424,19713.38733816641,9.856693669083205,9.856693669083205,19.71338733816641,708.7436528590756,698.8869591899924,MAX_HOLD,0.8108868,0.0,18
SHORT,103502.5,108532.9,947,948,1,0.53139275,22621.226111484597,11.310613055742298,11.310613055742298,22.621226111484596,-1099.4306014947656,-1110.741214550508,STOP_LOSS,0.8408254,0.0,18
SHORT,109245.3,111366.4,949,950,1,0.5391037,20529.869079347067,10.264934539673535,10.264934539673535,20.52986907934707,-398.60667053139025,-408.8716050710638,STOP_LOSS,0.84702367,0.0,18
SHORT,111471.4,112989.8,951,954,3,0.554623,20191.016798169087,10.095508399084544,10.095508399084544,20.191016798169088,-275.0305451114826,-285.12605351056715,STOP_LOSS,0.8593341,0.0,18
SHORT,113253.5,110349.8,955,1075,120,0.522497,18404.4618617102,9.2022309308551,9.2022309308551,18.4044618617102,471.87094357214437,462.6687126412893,MAX_HOLD,0.8336039,0.0,18
SHORT,111478.8,110211.3,1180,1300,120,0.44139805,16348.465268178374,8.174232634089186,8.174232634089186,16.348465268178373,185.88000343936324,177.70577080527406,MAX_HOLD,0.7636018,0.0,18
SHORT,111112.5,111708.8,1305,1425,120,0.43833292,16532.18391038344,8.266091955191719,8.266091955191719,16.532183910383438,-88.72216236482568,-96.9882543200174,MAX_HOLD,0.7607799,0.0,18
SHORT,111409.4,113164.1,0,10,10,0.5043669,20174.67578125,10.0873384475708,10.0873384475708,20.1746768951416,-317.7514966722701,-327.8388351198409,STOP_LOSS,0.8186376,0.0,19
SHORT,113635.6,115181.0,11,73,62,0.6291363,24315.04750274742,12.157523751373711,12.157523751373711,24.315047502747422,-330.6751969518858,-342.83272070325955,STOP_LOSS,0.9157704,0.0,19
SHORT,115217.6,115077.2,74,194,120,0.6260132,23305.43048658021,11.652715243290105,11.652715243290105,23.30543048658021,28.39915464578385,16.746439402493742,MAX_HOLD,0.91348404,0.0,19
SHORT,115088.0,114441.3,195,315,120,0.66104025,24622.897049248146,12.311448524624073,12.311448524624073,24.622897049248145,138.36045045312025,126.04900192849618,MAX_HOLD,0.9387794,0.0,19
SHORT,114332.0,113802.3,316,436,120,0.46780434,17637.936407744546,8.818968203872274,8.818968203872274,17.637936407744547,81.71653531104359,72.89756710717131,MAX_HOLD,0.7873212,0.0,19
SHORT,113130.2,111766.6,460,580,120,0.42757374,16230.6887265432,8.1153443632716,8.1153443632716,16.2306887265432,195.63447379668884,187.51912943341725,MAX_HOLD,0.7507509,0.0,19
SHORT,112703.9,112981.1,604,724,120,0.45087284,17438.675092334823,8.719337546167411,8.719337546167411,17.438675092334822,-42.89115758723005,-51.61049513339746,MAX_HOLD,0.7722309,0.0,19
SHORT,113003.8,111643.6,725,845,120,0.53545797,20581.007777045175,10.290503888522588,10.290503888522588,20.581007777045176,247.72872043539053,237.43821654686795,MAX_HOLD,0.8441001,0.0,19
SHORT,111646.5,110690.1,846,966,120,0.4496029,17689.564217559768,8.844782108779883,8.844782108779883,17.689564217559766,151.53452385586704,142.68974174708714,MAX_HOLD,0.77108234,0.0,19
SHORT,110958.4,111370.1,994,1114,120,0.43277213,17259.05727925822,8.629528639629111,8.629528639629111,17.259057279258222,-64.03799876233624,-72.66752740196536,MAX_HOLD,0.7556211,0.0,19
SHORT,111225.7,108203.4,1118,1238,120,0.42777207,16920.547440827046,8.460273720413523,8.460273720413523,16.920547440827047,459.7765671999514,451.3162934795379,MAX_HOLD,0.7509376,0.0,19
SHORT,108271.3,105880.2,1239,1359,120,0.42798513,17687.11808195837,8.843559040979185,8.843559040979185,17.68711808195837,390.60829643470396,381.7647373937248,MAX_HOLD,0.75113803,0.0,19
