total_return,sharpe,win_rate,avg_holding_hours,avg_position_size,trades_per_week,max_dd,total_trades,base_position,max_position,min_position,signal_weight,volatility_weight,regime_weight,streak_weight
28.806362491471816,16.340755244841194,82.35294117647058,1.4872549019607841,71.64974085004837,42.5,-8.432324995612863,85,0.65,0.95,0.2,0.35,0.25,0.15,0.25
28.806362491471816,16.340755244841194,82.35294117647058,1.4872549019607841,71.64974085004837,42.5,-8.432324995612863,85,0.65,1.0,0.2,0.35,0.25,0.15,0.25
26.352050529324966,16.34075524484113,82.35294117647058,1.4872549019607841,66.13822232312158,42.5,-7.801504149610761,85,0.6,1.0,0.2,0.35,0.25,0.15,0.25
26.352050529324966,16.34075524484113,82.35294117647058,1.4872549019607841,66.13822232312158,42.5,-7.801504149610761,85,0.6,0.95,0.2,0.35,0.25,0.15,0.25
23.93964827721671,16.34075524484108,82.35294117647058,1.4872549019607841,60.62670379619478,42.5,-7.167747718585566,85,0.55,1.0,0.2,0.35,0.25,0.15,0.25
23.93964827721671,16.34075524484108,82.35294117647058,1.4872549019607841,60.62670379619478,42.5,-7.167747718585566,85,0.55,0.95,0.2,0.35,0.25,0.15,0.25
