entry_time,exit_time,side,entry_price,exit_price,entry_prob,hold_time,pnl_pct,pnl_usd,exit_reason,balance
2025-10-08 10:45:00,2025-10-08 13:05:00,SHORT,122898.7,122470.4,0.80531967,28,0.01393993589842701,12.67293910350566,ML Exit 0.8738,1012.6729391035057
2025-10-08 17:25:00,2025-10-08 20:45:00,SHORT,123750.6,123206.3,0.8082954,40,0.017593450051959437,16.348366659145064,ML Exit 0.9031,1029.0213057626506
2025-10-10 00:30:00,2025-10-10 02:10:00,SHORT,121746.8,121234.8,0.8048515,20,0.016821797369622856,15.857946355551121,ML Exit 0.8598,1044.8792521182017
2025-10-12 16:05:00,2025-10-12 20:15:00,SHORT,113757.2,114654.3,0.8227735,50,-0.031544376971304,-31.907642941102587,Stop Loss,1012.9716091770991
2025-10-17 16:05:00,2025-10-17 20:05:00,SHORT,107236.3,106350.2,0.8060169,48,0.033052240705805994,31.229538564704715,ML Exit 0.9337,1044.2011477418039
2025-10-20 03:20:00,2025-10-20 03:50:00,SHORT,108698.5,110270.1,0.800294,6,-0.05783336476584335,-57.96537722716365,Stop Loss,986.2357705146402
2025-10-20 03:55:00,2025-10-20 05:50:00,SHORT,110096.1,111059.7,0.80826783,23,-0.035009414502420746,-33.36331443190162,Stop Loss,952.8724560827386
2025-10-20 06:20:00,2025-10-20 09:30:00,SHORT,111090.0,110678.1,0.8089384,38,0.014831217931406758,12.882508804180855,ML Exit 0.9203,965.7549648869194
2025-10-20 19:05:00,2025-10-20 21:55:00,SHORT,110799.7,110513.0,0.80692357,34,0.010350208529445373,8.945496681194925,ML Exit 0.9143,974.7004615681144
2025-10-21 15:10:00,2025-10-21 15:40:00,SHORT,112348.3,113294.3,0.826344,6,-0.033680972475774,-31.742995710383706,Stop Loss,942.9574658577307
2025-10-21 15:50:00,2025-10-21 18:15:00,SHORT,113076.5,111830.3,0.8037689,29,0.04408343024412666,38.95287393031292,ML Exit 0.9449,981.9103397880435
2025-10-23 17:40:00,2025-10-23 20:00:00,SHORT,110680.3,109943.6,0.80826783,28,0.02662443090595154,24.275974903970674,ML Exit 0.8480,1006.1863146920142
2025-10-24 02:45:00,2025-10-24 06:35:00,SHORT,110572.1,111458.8,0.8089384,46,-0.03207680780232978,-31.235008977599183,Stop Loss,974.9513057144151
2025-10-24 06:40:00,2025-10-24 08:00:00,SHORT,111384.0,110820.4,0.8089384,16,0.02023989082812633,18.190540346621816,ML Exit 0.9076,993.1418460610369
2025-10-24 22:10:00,2025-10-25 00:30:00,SHORT,110900.4,110676.8,0.80149335,28,0.008064894265484752,7.043013927900275,ML Exit 0.9008,1000.1848599889371
2025-10-25 09:00:00,2025-10-25 10:25:00,SHORT,111658.4,111457.4,0.8010498,17,0.00720053305438731,6.271665567411986,ML Exit 0.9035,1006.4565255563491
2025-10-26 10:20:00,2025-10-26 11:40:00,SHORT,112295.6,113280.0,0.80027795,16,-0.03506459736623676,-34.10012341305932,Stop Loss,972.3564021432898
2025-10-26 18:20:00,2025-10-26 18:25:00,SHORT,113510.5,113460.0,0.80611897,1,0.0017795710528981901,1.0896152918150335,ML Exit 0.9119,973.4460174351047
2025-10-27 05:45:00,2025-10-27 08:25:00,SHORT,115532.9,115094.9,0.8103315,32,0.015164511580683944,13.468877504399034,ML Exit 0.8552,986.9148949395038
2025-10-31 00:15:00,2025-10-31 01:00:00,SHORT,108550.4,109443.6,0.80808705,9,-0.03291374329343832,-31.42145181939952,Stop Loss,955.4934431201043
2025-10-31 01:20:00,2025-10-31 03:20:00,SHORT,109744.2,109096.2,0.80478317,24,0.02361856025193131,20.89437922124615,ML Exit 0.9119,976.3878223413504
2025-10-31 04:30:00,2025-10-31 07:05:00,SHORT,109642.4,109419.9,0.80531967,31,0.008117297687755832,6.972808023277606,ML Exit 0.8735,983.360630364628
2025-11-02 07:55:00,2025-11-02 10:30:00,SHORT,110843.8,110358.0,0.8045533,31,0.017530976022114106,15.816792491104803,ML Exit 0.9017,999.1774228557329
