entry_idx,exit_idx,side,entry_price,exit_price,position_size,hold_time,pnl_pct,leveraged_pnl_pct,gross_pnl,entry_fee,exit_fee,net_pnl,exit_reason,balance
1131,1203,SHORT,121083.0,120932.1,9500.0,72,0.12462525705507312,0.49850102822029246,47.35759768092779,4.75,4.773678798840464,37.833918882087325,ML Exit Stage3 (0.754),10037.833918882086
1456,1460,LONG,112739.9,111721.8,9535.942222937982,4,-0.903052069409314,-3.612208277637256,-344.458094327672,4.767971111468991,4.5957420643051545,-353.8218075034461,Stop Loss,9684.01211137864
1519,1521,SHORT,112625.2,112030.8,9199.811505809708,2,0.5277682081807572,2.111072832723029,194.21472136087615,4.599905752904855,4.6970131135852915,184.91780249438602,Early Profit (>2.0%),9868.929913873028
1521,1541,SHORT,112030.8,111376.3,9375.483418179376,20,0.5842143410562095,2.336857364224838,219.0916746894033,4.687741709089688,4.79728754643439,209.60664543387924,Early Profit (>2.0%),10078.536559306907
1606,1678,SHORT,112425.8,111836.7,9574.609731341561,72,0.5239900449896784,2.0959601799587135,200.68000735537106,4.787304865670781,4.887644869348466,191.0050576203518,ML Exit Stage3 (0.652),10269.54161692726
1726,1749,LONG,110884.3,110021.4,9756.064536080896,23,-0.7781985366729183,-3.112794146691673,-303.68620582658826,4.878032268040448,4.7261891651271535,-313.29042725975586,Stop Loss,9956.251189667504
1751,1834,LONG,110316.2,111556.3,9458.438630184128,83,1.124132267065042,4.496529068260168,425.3014424097782,4.729219315092064,4.941870036296953,415.6303530583892,ML Exit Stage3 (0.625),10371.881542725894
1937,1989,SHORT,113854.7,114773.5,9853.2874655896,52,-0.8069934750168442,-3.2279739000673766,-318.06154768784256,4.926643732794799,4.767612958950878,-327.75580437958826,Stop Loss,10044.125738346305
1989,2013,SHORT,114773.5,115257.8,9541.91945142899,24,-0.4219615155066308,-1.6878460620265232,-161.05291170268706,4.770959725714495,4.690433269863152,-170.5143046982647,ML Exit Stage2 (0.761),9873.61143364804
2013,2133,SHORT,115257.8,115190.7,9379.930861965639,120,0.058217318047026595,0.23286927218810638,21.842976730006956,4.689965430982819,4.700886919347823,12.452124379676313,Emergency Max Hold,9886.063558027718
2152,2165,SHORT,115062.8,114412.7,9391.760380126332,13,0.5649958109832247,2.259983243932899,212.25221090118382,4.695880190063166,4.802006295513758,202.75432441560687,Early Profit (>2.0%),10088.817882443325
2165,2170,SHORT,114412.7,113597.7,9584.376988321159,5,0.7123335084304452,2.8493340337217807,273.0909154484334,4.7921884941605795,4.928733951884797,263.369993002388,Early Profit (>2.0%),10352.187875445714
2170,2183,SHORT,113597.7,114565.0,9834.578481673429,13,-0.8515137190277645,-3.406054876111058,-334.9711399200067,4.917289240836714,4.7498036708767115,-344.63823283172013,Stop Loss,10007.549642613994
2184,2195,LONG,114378.0,115090.4,9507.172160483295,11,0.6228470510063073,2.4913882040252293,236.86056574265135,4.753586080241647,4.872016363112974,227.2349632992967,Early Profit (>2.0%),10234.784605913292
2206,2253,SHORT,114260.0,115229.9,9723.045375617627,47,-0.8488534920357029,-3.3954139681428117,-330.1376408125846,4.861522687808813,4.6964538674025205,-339.69561736779593,Stop Loss,9895.088988545496
2333,2345,SHORT,114753.8,114068.5,9400.334539118221,12,0.5971915526980396,2.3887662107921583,224.5520151718808,4.700167269559111,4.812443277145051,215.03940462517664,Early Profit (>2.0%),10110.128393170673
2345,2357,SHORT,114068.5,113235.0,9604.62197351214,12,0.7307012891376673,2.922805156550669,280.72438630901144,4.80231098675607,4.942673179910575,270.9794021423448,Early Profit (>2.0%),10381.107795313017
2357,2422,SHORT,113235.0,111925.7,9862.052405547365,65,1.1562679383582841,4.6250717534331365,456.1270001177443,4.931026202773682,5.1590897028325555,446.03688421213803,ML Exit Stage2 (0.775),10827.144679525156
2491,2511,SHORT,111620.5,112597.6,10285.787445548898,20,-0.8753768349004043,-3.501507339601617,-360.15760234171637,5.142893722774449,4.962814921603591,-370.2633109860944,Stop Loss,10456.881368539061
2511,2535,SHORT,112597.6,112748.8,9934.037300112108,24,-0.13428350160216299,-0.5371340064086519,-53.359092548222044,4.967018650056054,4.940339103781943,-63.26645030206004,ML Exit Stage2 (0.903),10393.614918237
2535,2557,SHORT,112748.8,112062.9,9873.934172325151,22,0.6083435034341906,2.4333740137367625,240.26974828283429,4.936967086162576,5.057101960303992,230.27567923636772,Early Profit (>2.0%),10623.890597473368
2557,2572,SHORT,112062.9,112944.7,10092.6960675997,15,-0.7868795114172513,-3.1475180456690053,-317.6694300222266,5.04634803379985,4.887513318788737,-327.6032913748152,Stop Loss,10296.287306098553
2572,2626,SHORT,112944.7,112424.0,9781.472940793625,54,0.4610220754050408,1.8440883016201632,180.378998227317,4.890736470396813,4.980925969510471,170.50733578740972,ML Exit Stage2 (0.752),10466.794641885963
2627,2638,SHORT,112330.8,113498.5,9943.454909791664,11,-1.039518992119701,-4.158075968478804,-413.45640904057296,4.971727454895833,4.764999250375546,-423.1931357458443,Stop Loss,10043.60150614012
2638,2644,SHORT,113498.5,112760.7,9541.421430833114,6,0.6500526438675426,2.6002105754701703,248.09704909469988,4.770710715416557,4.894759239963907,238.4315791393194,Early Profit (>2.0%),10282.03308527944
2646,2657,SHORT,112400.0,111802.4,9767.931431015468,11,0.5316725978647738,2.1266903914590953,207.73365918771887,4.883965715507734,4.987832545101593,197.86186092710955,Early Profit (>2.0%),10479.894946206548
2672,2685,SHORT,112519.8,111872.3,9955.90019889622,13,0.5754542756030494,2.3018171024121976,229.16661347728322,4.977950099448111,5.092533406186751,219.09612997164834,Early Profit (>2.0%),10698.991076178198
2697,2775,SHORT,112460.4,111308.9,10164.041522369287,78,1.0239159739783958,4.095663895913583,416.28497899734424,5.082020761184643,5.290163250683316,405.9127949854763,ML Exit Stage3 (0.661),11104.903871163673
2805,2870,LONG,110872.5,110820.0,10549.658677605488,65,-0.04735168774944192,-0.1894067509977677,-19.98176574260662,5.2748293388027445,5.264838455931441,-30.521433537340805,ML Exit Stage2 (0.772),11074.382437626333
2871,2877,LONG,110660.8,111249.8,10520.663315745016,6,0.5322571317033673,2.129028526813469,223.98792320221122,5.260331657872508,5.372325619473615,213.35526592486508,Early Profit (>2.0%),11287.737703551198
2877,2901,LONG,111249.8,110674.5,10723.350818373638,24,-0.5171245251676883,-2.068498100670753,-221.81230800632036,5.361675409186819,5.250769255183658,-232.42475267069085,ML Exit Stage2 (0.806),11055.312950880507
2901,2920,LONG,110674.5,111260.2,10502.547303336481,19,0.5292095288435883,2.116838115374353,222.32192440224793,5.251273651668241,5.362434613869365,211.70821613671032,Early Profit (>2.0%),11267.021167017218
2920,2967,LONG,111260.2,110782.5,10703.670108666356,47,-0.42935389294644183,-1.7174155717857673,-183.82649719881456,5.351835054333178,5.2599218057337715,-194.4382540588815,ML Exit Stage2 (0.791),11072.582912958336
2967,2975,LONG,110782.5,111404.8,10518.953767310419,8,0.5617313203800265,2.246925281520106,236.35303154910943,5.25947688365521,5.377653399429764,225.71590126602447,Early Profit (>2.0%),11298.298814224361
2975,2992,LONG,111404.8,110520.2,10733.383873513143,17,-0.7940411903257363,-3.176164761302945,-340.9099562858975,5.366691936756571,5.196236958613623,-351.4728851812677,Stop Loss,10946.825929043094
2999,3011,LONG,110658.5,109459.9,10399.484632590938,12,-1.083152220570499,-4.332608882281996,-450.56899490318625,5.1997423162954695,4.974457818843876,-460.74319503832555,Stop Loss,10486.082734004769
3011,3013,LONG,109459.9,111161.1,9961.77859730453,2,1.5541764609688222,6.216705843875289,619.2944722125485,4.980889298652265,5.290536534758539,609.0230463791377,Early Profit (>2.0%),11095.105780383907
3015,3067,LONG,111113.7,110162.4,10540.35049136471,52,-0.856150051703798,-3.424600206815192,-360.964864726322,5.270175245682355,5.0896928133191945,-371.32473278532353,Stop Loss,10723.781047598583
3076,3085,LONG,110458.3,109149.8,10187.591995218652,9,-1.1846099387732745,-4.738439755093098,-482.7329091881228,5.093795997609326,4.8524295430152655,-492.6791347287474,Stop Loss,10231.101912869835
3117,3123,LONG,107882.8,108457.3,9719.546817226343,6,0.5325223297875101,2.1300893191500405,207.03502862352605,4.859773408613171,4.9632909229249345,197.21196429198795,Early Profit (>2.0%),10428.313877161823
3125,3143,LONG,108291.0,107424.5,9906.898183303732,18,-0.8001588312971532,-3.2006353251886126,-317.08368288528817,4.9534490916518665,4.7949072502092225,-326.83203922714927,Stop Loss,10101.481837934674
3143,3151,LONG,107424.5,108076.3,9596.40774603794,8,0.6067517186489142,2.427006874595657,232.90547571057093,4.79820387301897,4.914656610874254,223.1926152266777,Early Profit (>2.0%),10324.674453161351
3153,3179,LONG,107969.9,108180.6,9808.440730503284,26,0.19514698077891307,0.7805879231156523,76.5635037882653,4.904220365251642,4.942502117145775,66.71678130586787,ML Exit Stage2 (0.871),10391.391234467219
