entry_time,exit_time,side,entry_price,exit_price,entry_probability,exit_probability,pnl_pct,pnl_usd,balance,exit_reason,hold_candles
2025-10-05 03:00:00,2025-10-05 03:05:00,LONG,123996.0,123920.2,0.85373133,0.9592786,-0.06113100422594511,-0.7655327063434547,312.3050261846835,ML_Exit,1
2025-10-05 03:05:00,2025-10-05 04:35:00,LONG,123920.2,124202.1,0.88860464,0.9305936,0.2274851073513509,2.8417896963195677,315.1468158810031,ML_Exit,18
2025-10-05 04:45:00,2025-10-05 06:20:00,SHORT,125271.1,124820.7,0.87458116,0.88562584,0.35954022915102424,4.532318335922859,319.67913421692595,ML_Exit,19
2025-10-05 06:20:00,2025-10-05 06:35:00,SHORT,124820.7,124825.2,0.8911257,0.8807951,-0.003605171257651976,-0.04609992105399719,319.63303429587194,ML_Exit,3
2025-10-05 06:35:00,2025-10-05 07:20:00,SHORT,124825.2,124867.9,0.89359653,0.7982206,-0.03420783623819316,-0.4373581797403986,319.19567611613155,ML_Exit,9
2025-10-05 07:20:00,2025-10-05 07:25:00,SHORT,124867.9,124736.7,0.91849655,0.9534349,0.10507103907409117,1.3415288542991604,320.5372049704307,ML_Exit,1
2025-10-05 07:25:00,2025-10-05 07:30:00,SHORT,124736.7,124608.1,0.9198096,0.9375276,0.10309716386596027,1.3218590698389356,321.85906404026963,ML_Exit,1
2025-10-05 07:30:00,2025-10-05 07:35:00,SHORT,124608.1,124716.5,0.91611814,0.9516623,-0.08699273963730622,-1.1199760703184898,320.73908796995113,ML_Exit,1
2025-10-05 07:35:00,2025-10-05 07:40:00,SHORT,124716.5,124671.0,0.91846275,0.91257393,0.03648274286080831,0.46805766687271616,321.20714563682384,ML_Exit,1
2025-10-05 07:40:00,2025-10-05 07:45:00,SHORT,124671.0,124774.3,0.91563636,0.750026,-0.08285808247307144,-1.0645843265646329,320.1425613102592,ML_Exit,1
2025-10-05 07:45:00,2025-10-05 07:55:00,SHORT,124774.3,124692.9,0.92270297,0.8550705,0.06523779335969725,0.8354157704161159,320.9779770806753,ML_Exit,2
2025-10-05 07:55:00,2025-10-05 08:00:00,SHORT,124692.9,124583.8,0.8960459,0.8931899,0.08749495761185383,1.123358179960491,322.10133526063584,ML_Exit,1
2025-10-05 08:00:00,2025-10-05 08:10:00,SHORT,124583.8,124615.9,0.8891652,0.82248497,-0.025765789773623267,-0.33196781160515565,321.76936744903065,ML_Exit,2
2025-10-05 08:10:00,2025-10-05 09:10:00,SHORT,124615.9,124369.9,0.897667,0.9379506,0.19740659097274102,2.540775756302736,324.31014320533336,ML_Exit,12
2025-10-07 11:20:00,2025-10-07 12:45:00,SHORT,124241.4,124852.5,0.8220792,0.8552499,-0.4918650304970854,-6.380672739128217,317.92947046620515,ML_Exit,17
2025-10-07 13:50:00,2025-10-07 13:55:00,SHORT,123532.7,123837.3,0.80632,0.9883287,-0.24657438880555985,-3.135730594539193,314.79373987166593,ML_Exit,1
2025-10-07 14:10:00,2025-10-07 14:15:00,SHORT,122791.6,122963.4,0.80897564,0.99344605,-0.1399118506477547,-1.7617349887109066,313.03200488295505,ML_Exit,1
2025-10-07 14:15:00,2025-10-07 14:20:00,SHORT,122963.4,123085.7,0.81934035,0.9903976,-0.09946048986934561,-1.245372662017684,311.78663222093735,ML_Exit,1
2025-10-22 21:00:00,2025-10-22 22:00:00,LONG,107250.6,107332.6,0.9193249,0.9104117,0.07645644872849196,0.953523946425171,312.7401561673625,ML_Exit,12
