entry_time,exit_time,side,entry_price,exit_price,entry_probability,exit_probability,pnl_pct,pnl_usd,balance,exit_reason,hold_candles
2025-09-29 09:55:00,2025-09-29 12:15:00,LONG,112060.4,112196.7,0.85245574,0.96373016,0.12163083479980699,1.459570017597684,301.4595700175977,ML_Exit,28
2025-10-01 21:00:00,2025-10-01 21:10:00,LONG,117475.4,117535.5,0.8551772,0.8354787,0.051159647041002475,0.6169026079693067,302.07647262556696,ML_Exit,2
2025-10-03 11:50:00,2025-10-03 13:25:00,LONG,120352.7,120486.4,0.85666573,0.9732902,0.1110901541884786,1.3423088768274387,303.4187815023944,ML_Exit,19
2025-10-03 13:25:00,2025-10-03 13:30:00,LONG,120486.4,120409.9,0.902816,0.9264539,-0.06349264315308616,-0.7705944167950298,302.6481870855994,ML_Exit,1
2025-10-03 13:30:00,2025-10-03 13:35:00,LONG,120409.9,120390.0,0.92133,0.7875194,-0.01652688026482389,-0.2000732140131888,302.4481138715862,ML_Exit,1
2025-10-03 13:35:00,2025-10-03 14:25:00,LONG,120390.0,120393.3,0.9177167,0.8123179,0.002741091452780887,0.03316151759372422,302.4812753891799,ML_Exit,10
2025-10-03 14:25:00,2025-10-03 14:35:00,LONG,120393.3,120627.1,0.8746927,0.9802844,0.194196853147146,2.34963647266056,304.8309118618405,ML_Exit,2
2025-10-04 21:40:00,2025-10-04 22:30:00,LONG,122275.1,122316.0,0.867497,0.8949125,0.03344916503850267,0.4078535791881585,305.23876544102865,ML_Exit,10
2025-10-04 22:30:00,2025-10-04 22:35:00,LONG,122316.0,122239.4,0.921737,0.84235346,-0.06262467706596506,-0.764619164550331,304.47414627647834,ML_Exit,1
2025-10-04 22:35:00,2025-10-04 22:40:00,LONG,122239.4,122255.1,0.93676305,0.8055354,0.01284364942891706,0.156422367797756,304.6305686442761,ML_Exit,1
2025-10-04 22:40:00,2025-10-04 23:45:00,LONG,122255.1,122334.0,0.938794,0.77131104,0.06453718495178866,0.7863999740225678,305.41696861829865,ML_Exit,13
2025-10-04 23:45:00,2025-10-05 02:25:00,LONG,122334.0,122825.5,0.9324171,0.9977762,0.40176892768976735,4.908281919201327,310.3252505375,ML_Exit,32
2025-10-05 02:35:00,2025-10-05 02:40:00,LONG,123808.8,123646.1,0.89329803,0.995125,-0.13141230671809848,-1.631222280240188,308.6940282572598,ML_Exit,1
2025-10-05 02:40:00,2025-10-05 02:45:00,LONG,123646.1,123788.6,0.9030176,0.9931711,0.11524827713935175,1.4230581967942222,310.117086454054,ML_Exit,1
2025-10-05 02:50:00,2025-10-05 02:55:00,LONG,123701.4,124006.2,0.8532071,0.98774105,0.24639979822378963,3.0565115011211375,313.1735979551751,ML_Exit,1
2025-10-05 02:55:00,2025-10-05 03:00:00,LONG,124006.2,123996.0,0.85066885,0.987147,-0.008225395181851464,-0.1030390641481434,313.07055889102696,ML_Exit,1
