start_idx,end_idx,regime,xgb_return,bh_return,difference,num_trades,win_rate,sharpe,max_dd
0,1440,Sideways,-1.6250323008687335,1.877632284180478,-3.5026645850492115,22,31.818181818181817,1.0910638720556938,3.206698452933169
1440,2880,Sideways,-4.629974519900661,-1.9199398516340356,-2.7100346682666254,17,29.411764705882355,-3.2794129494615,6.244719386076412
2880,4320,Sideways,-1.6194114487717706,-0.8201022009771113,-0.7993092477946593,28,46.42857142857143,1.0718546757129788,5.682399047085448
4320,5760,Bear,-4.578148416343647,-4.476676862179103,-0.10147155416454456,22,36.36363636363637,-2.109504586045671,5.741613824667935
5760,7200,Bear,-4.404303126469695,-2.6072446699346106,-1.7970584565350842,20,45.0,-2.835918397127393,6.0205013015773305
7200,8640,Sideways,-0.16866904497097493,0.7528214993384328,-0.9214905443094077,23,52.17391304347826,2.466371679246307,2.7870574503038297
8640,10080,Bull,-1.357881936878748,3.8234243843739066,-5.181306321252655,15,53.333333333333336,0.8717269485305374,2.52478106531736
10080,11520,Sideways,-0.6760829989363083,2.123385539553733,-2.7994685384900415,12,33.33333333333333,1.8356169472869788,1.9012279853182201
11520,12960,Sideways,-0.1197546848469574,-1.4139875292337014,1.2942328443867441,8,50.0,5.226389434400878,0.48030818646049367
12960,14400,Bear,-5.70022097161389,-5.472513919015698,-0.22770705259819124,25,44.0,-3.162036874890361,5.495977448846952
14400,15840,Bull,3.382328555679869,7.132804185728906,-3.750475630049037,12,83.33333333333334,12.565628353414425,0.38524434524591394
