feature,builtin_score,perm_score,composite_score
bullish_engulfing,0.14842026,0.3738532110091746,0.23859344001756908
bearish_engulfing,0.14681827,0.3738532110091746,0.23763224806534053
hammer,0.14089896,0.3738532110091746,0.2340806606029153
shooting_star,0.13111877,0.3715596330275238,0.2272951223297954
doji,0.12913662,0.3715596330275238,0.22610583085259203
distance_from_recent_high_pct,0.12156304,0.36926605504587295,0.22064424585038425
bearish_candle_count,0.12085292,0.36926605504587195,0.22021817694836818
red_candle_volume_ratio,0.12034595,0.36697247706422104,0.21899656090167718
strong_selling_pressure,0.11789683,0.36697247706422104,0.2175270903411265
price_momentum_near_resistance,0.116797425,0.36697247706422104,0.21686744573739725
rsi_from_recent_peak,0.113504685,0.3646788990825702,0.21397437389017301
consecutive_up_candles,0.11316488,0.3646788990825692,0.21377048875213778
rsi_raw,0.1130648,0.3646788990825692,0.21371044452310717
rsi_deviation,0.11270687,0.3646788990825692,0.21349568153740084
rsi_direction,0.11253689,0.3623853211009183,0.21247626679752982
rsi_extreme,0.11136146,0.3623853211009183,0.2117710097393862
macd_strength,0.1095356,0.3623853211009183,0.21067549126957572
macd_direction,0.10107954,0.3623853211009173,0.20560185449932689
macd_divergence_abs,0.09973929,0.36009174311926645,0.20388027469225997
price_distance_ma20,0.09855128,0.36009174311926645,0.20316746647068137
price_direction_ma20,0.09591601,0.36009174311926645,0.2015863042564022
price_distance_ma50,0.0952235,0.36009174311926645,0.20117080027767295
price_direction_ma50,0.09093234,0.3555045871559637,0.19676124075547288
atr,0.08539837,0.3555045871559637,0.1934408597101314
atr_pct,0.07650563,0.3555045871559637,0.18810521582261155
negative_momentum,0.076243594,0.35321100917431286,0.1870305624781949
negative_acceleration,0.07337744,0.35321100917431186,0.18531086789358645
down_candle,0.06924417,0.3486238532110101,0.18099604250367665
down_candle_ratio,0.051416595,0.3486238532110101,0.17029949912305856
down_candle_body,0.036787663,0.3486238532110101,0.16152213962253117
lower_low,0.02951784,0.3486238532110091,0.1571602456408356
lower_low_streak,0.013070453,0.3417431192660555,0.1445395202264875
near_resistance,0.0,0.33715596330275277,0.13486238532110112
rejection_from_resistance,0.0,0.32339449541284454,0.12935779816513782
resistance_rejection_count,0.0,0.32339449541284454,0.12935779816513782
bearish_divergence,0.0,0.32339449541284454,0.12935779816513782
price_up,0.0,0.3211009174311937,0.1284403669724775
volume_on_decline,0.0,0.31880733944954176,0.12752293577981672
volume_on_advance,0.0,0.3142201834862391,0.12568807339449564
volume_decline_ratio,0.0,0.298165137614679,0.11926605504587161
distribution_signal,0.0,0.23853211009174338,0.09541284403669736
bear_market_strength,0.0,0.23623853211009044,0.09449541284403618
ema_12,0.0,0.2293577981651369,0.09174311926605477
trend_strength,0.0,0.2224770642201833,0.08899082568807332
downtrend_confirmed,0.0,0.2224770642201833,0.08899082568807332
downside_volatility,0.0,0.20412844036697234,0.08165137614678894
upside_volatility,0.0,0.17889908256880677,0.0715596330275227
volatility_asymmetry,0.0,0.17201834862385215,0.06880733944954086
below_support,0.0,0.13532110091743024,0.0541284403669721
support_breakdown,0.0,0.12844036697247666,0.05137614678899066
panic_selling,0.0,0.0,0.0
