entry_time,exit_time,side,entry_price,exit_price,position_size,leveraged_pnl_pct,balance_change_pct,fees,hold_candles,exit_reason,exit_prob
2025-10-06 00:10:00,2025-10-06 00:15:00,SHORT,123479.9,124301.8,9315.748046875,-2.662457614559159,-2.85290840554903,37.26299285888672,1,ML Exit,0.8716230392456055
2025-10-06 00:20:00,2025-10-06 00:25:00,SHORT,123890.7,123625.0,6197.618600491635,0.8578529300423586,0.29209292722482294,24.79047440196654,1,ML Exit,0.8991652727127075
2025-10-06 00:30:00,2025-10-06 00:40:00,SHORT,123743.7,123653.4,7318.094583150575,0.29189364791905503,-0.08119938380691878,29.2723783326023,2,ML Exit,0.8602474927902222
2025-10-06 00:45:00,2025-10-06 01:20:00,SHORT,123511.1,123843.0,7086.341221732886,-1.0748831481542767,-1.0735838364144406,28.345364886931545,7,ML Exit,0.8278030157089233
2025-10-06 01:25:00,2025-10-06 01:30:00,SHORT,123804.6,123976.5,3565.6444333838463,-0.5553913182547148,-0.3537230309165707,14.262577733535386,1,ML Exit,0.8091241717338562
2025-10-06 01:35:00,2025-10-06 01:40:00,SHORT,123943.7,123820.6,4788.685582236093,0.39727715083539145,-0.001358697710833839,19.154742328944373,1,ML Exit,0.8844920992851257
2025-10-06 01:45:00,2025-10-06 01:50:00,SHORT,123927.7,123975.4,4559.0737157574595,-0.15396073678442218,-0.26317488173826276,18.236294863029837,1,ML Exit,0.8667670488357544
2025-10-06 01:55:00,2025-10-06 02:00:00,SHORT,123986.3,123820.8,4782.624327569488,0.5339299583905641,0.06692329276514278,19.130497310277953,1,ML Exit,0.8822498321533203
2025-10-06 02:05:00,2025-10-06 02:10:00,SHORT,123834.1,123820.5,3347.999430470825,0.043929741484795615,-0.12446975274216382,13.3919977218833,1,ML Exit,0.8471934795379639
2025-10-06 02:15:00,2025-10-06 02:20:00,SHORT,123804.3,123895.3,3533.585864154424,-0.2940124050618597,-0.25636960582985086,14.134343456617698,1,ML Exit,0.89578777551651
2025-10-06 02:25:00,2025-10-06 02:45:00,SHORT,123820.6,124025.5,4037.636207202585,-0.6619253985200981,-0.44938614291455786,16.15054482881034,4,ML Exit,0.848557710647583
2025-10-06 02:50:00,2025-10-06 02:55:00,SHORT,123958.3,124070.6,2069.320821903611,-0.36237992937948615,-0.16609395324994192,8.277283287614445,1,ML Exit,0.8772060871124268
2025-10-06 03:35:00,2025-10-06 04:25:00,SHORT,123922.0,123925.3,4288.310737966941,-0.010651861654921355,-0.18571052593789045,17.153242951867764,10,ML Exit,0.8527769446372986
2025-10-06 04:30:00,2025-10-06 06:00:00,SHORT,123737.0,123707.5,6974.3049112475055,0.09536355334297744,-0.22447425988981456,27.897219644990024,18,ML Exit,0.7860941290855408
2025-10-06 06:05:00,2025-10-06 06:10:00,SHORT,123708.2,123782.1,6490.190413742447,-0.2389493986655977,-0.439120423209099,25.96076165496979,1,ML Exit,0.7746319770812988
2025-10-06 06:15:00,2025-10-06 06:20:00,SHORT,123682.2,123670.6,6863.657242446142,0.03751550344347455,-0.2646159580048703,27.45462896978457,1,ML Exit,0.7920569181442261
2025-10-06 06:25:00,2025-10-06 06:40:00,SHORT,123827.8,123943.6,5884.905111934038,-0.37406785875224435,-0.48578068440526734,23.539620447736155,3,ML Exit,0.7058916687965393
2025-10-06 06:45:00,2025-10-06 06:50:00,SHORT,123988.0,123840.0,7195.14883303891,0.4774655611833403,0.05972897415103904,28.78059533215564,1,ML Exit,0.8338175415992737
2025-10-06 06:55:00,2025-10-06 07:00:00,SHORT,123900.0,123832.4,7678.567681513345,0.2182405165456201,-0.1494701866376043,30.71427072605338,1,ML Exit,0.820406436920166
2025-10-06 07:05:00,2025-10-06 07:10:00,SHORT,123870.3,123947.9,7619.5784288041,-0.2505846841413681,-0.5316939093647233,30.4783137152164,1,ML Exit,0.8048859238624573
2025-10-06 07:15:00,2025-10-06 07:20:00,SHORT,123843.7,123848.8,8224.551375029949,-0.0164723760675943,-0.3693521259120035,32.89820550011979,1,ML Exit,0.7497857809066772
2025-10-06 07:25:00,2025-10-06 08:25:00,SHORT,123786.3,123714.6,7761.563959349244,0.23168961347094819,-0.14138697025662703,31.046255837396977,12,ML Exit,0.7698451280593872
2025-10-06 08:30:00,2025-10-06 08:35:00,SHORT,123805.1,123744.0,7732.0675434134055,0.19740705350589213,-0.169778878503841,30.928270173653623,1,ML Exit,0.7719555497169495
2025-10-06 08:40:00,2025-10-06 08:45:00,SHORT,123628.2,123731.5,7996.223053490331,-0.3342279512279655,-0.6374079578436554,31.984892213961324,1,ML Exit,0.7442076206207275
2025-10-06 08:50:00,2025-10-06 08:55:00,SHORT,123754.2,123800.6,7955.890266404927,-0.14997470792913287,-0.47809065766827735,31.82356106561971,1,ML Exit,0.8051459789276123
2025-10-06 09:00:00,2025-10-06 09:05:00,SHORT,123937.4,123935.3,7794.45701277609,0.006777615150846376,-0.33649929194725975,31.17782805110436,1,ML Exit,0.7836549878120422
2025-10-06 09:10:00,2025-10-06 09:15:00,SHORT,123900.0,123882.5,8102.912378828105,0.05649717514124294,-0.3066163952067747,32.41164951531242,1,ML Exit,0.742846667766571
2025-10-06 09:20:00,2025-10-06 09:25:00,SHORT,123851.7,123853.3,7920.241884875863,-0.005167470450565703,-0.35459335833725536,31.680967539503456,1,ML Exit,0.7514317035675049
2025-10-06 09:30:00,2025-10-06 09:35:00,SHORT,123814.1,123795.9,7976.633143377329,0.058797826741903036,-0.3018086656325553,31.906532573509317,1,ML Exit,0.811408281326294
2025-10-06 09:40:00,2025-10-06 09:50:00,SHORT,123748.7,123867.0,7580.168855832623,-0.3823878553875812,-0.6596506561136058,30.320675423330492,2,ML Exit,0.9162247776985168
2025-10-06 09:55:00,2025-10-06 10:00:00,SHORT,123912.7,123957.0,7520.344466274919,-0.143003905168729,-0.45722295055901985,30.081377865099675,1,ML Exit,0.8954314589500427
