threshold,avg_return,total_return,win_windows,avg_trades,avg_long,avg_short,overall_wr,long_wr,short_wr
0.55,0.36511361828996175,7.667385984089197,47.61904761904761,27.714285714285715,3.761904761904762,23.952380952380953,51.19240552928219,59.56349206349206,48.682344320570316
0.6,1.0147107279968755,21.308925287934382,47.61904761904761,25.666666666666668,4.666666666666667,21.0,51.57260105660904,68.89441246584103,47.584937472203585
0.65,1.8763772249601838,39.40392172416386,76.19047619047619,21.952380952380953,6.380952380952381,15.571428571428571,55.182610986747285,74.25292339157886,48.43983882351861
0.7,3.1838525960954986,66.86090451800547,85.71428571428571,17.38095238095238,8.238095238095237,9.142857142857142,61.23639704522059,72.58488865631723,52.29969765684051
