entry_time,exit_time,side,entry_price,exit_price,size,pnl_usd,pnl_pct,hold_candles,exit_reason,entry_long_prob,entry_short_prob
2025-10-24 08:05:00,2025-10-24 12:55:00,LONG,109809.5,110405.6,1809.6187,39.29400201848182,0.005428492070358264,58,end_of_period,0.71122557,0.4194936
