threshold,total_trades,wins,losses,win_rate,total_return,avg_pnl,final_capital,ml_exits,max_hold_exits,ml_exit_rate,avg_hold_time,long_trades,short_trades
0.15,11224,9501,1722,0.8464896650035638,3.95692009092766e+178,0.038278196583348884,3.9569200909276596e+182,0,11224,0.0,120.0,5581,5643
0.2,11224,9501,1722,0.8464896650035638,3.95692009092766e+178,0.038278196583348884,3.9569200909276596e+182,0,11224,0.0,120.0,5581,5643
0.75,11224,9501,1722,0.8464896650035638,3.95692009092766e+178,0.038278196583348884,3.9569200909276596e+182,0,11224,0.0,120.0,5581,5643
