threshold,num_signals,signal_rate,win_rate_1h,win_rate_2h,win_rate_4h,avg_return_4h
0.5,515,1.6903534972265075,0.0,0.5847953216374269,0.5847953216374269,-0.015357060204463532
0.6,365,1.1980175271605342,0.0,0.5494505494505495,0.5494505494505495,0.023939791132865953
0.7,306,1.004365378934585,0.0,0.32679738562091504,0.6535947712418301,-0.011796435572474874
0.8,266,0.8730757869169923,0.0,0.37593984962406013,0.7518796992481203,-0.02067669659662445
0.9,244,0.8008665113073162,0.0,0.4098360655737705,0.4098360655737705,-0.03311991051147687
