start_idx,end_idx,regime,return,bh_return,difference,num_trades,win_rate,sharpe,max_dd
0,1440,Sideways,7.444703616611878,0.3648068250567308,7.0798967915551465,16,68.75,8.313265959493554,1.0191450967224456
1440,2880,Bear,1.0588032023863707,-3.323354476274905,4.382157678661276,15,60.0,3.73209152825558,1.7728100443615522
2880,4320,Sideways,4.721837328050369,-1.5544949402798636,6.276332268330233,16,68.75,4.207302402743883,3.0014399709054542
4320,5760,Sideways,1.5988793348582842,-1.13918286891537,2.738062203773654,14,57.14285714285714,2.7028000320068353,2.009316674983887
5760,7200,Sideways,2.0337141441359563,-0.2468966758001054,2.2806108199360615,13,76.92307692307693,3.8506513350717957,2.0545632531827214
7200,8640,Bull,4.770057721529447,4.2478489915768005,0.5222087299526468,10,80.0,17.112470347999498,0.5831796430002857
8640,10080,Bear,2.8152449634178995,-2.607160149394776,5.422405112812676,6,66.66666666666666,13.786185383399912,0.35960591097102623
10080,11520,Sideways,0.28202943961856364,-0.768954750460211,1.0509841900787746,13,69.23076923076923,1.4219447609566558,2.321426528654337
11520,12960,Bull,11.010142111792774,10.147365783822472,0.8627763279703018,14,85.71428571428571,18.69244453778977,0.2725266945926501
