start_idx,end_idx,regime,xgb_return,bh_return,difference,num_trades,win_rate,sharpe,max_dd
0,1440,Sideways,0.6345363857802295,2.270613143709525,-1.6360767579292956,15,53.333333333333336,1.8939817824028538,2.2886556151719444
1440,2880,Sideways,-0.3068917714888994,-2.0224330193216757,1.7155412478327763,10,60.0,0.20523604915088173,2.7066001336116843
2880,4320,Sideways,2.2970708865470626,-0.5914351004940368,2.8885059870410994,23,52.17391304347826,2.502044079290728,3.066728205947723
4320,5760,Bear,-0.7009515183439362,-4.493761894214929,3.792810375870993,15,46.666666666666664,-0.1261965433499948,2.3834194639799997
5760,7200,Bear,1.813248329445978,-3.5276730419637223,5.3409213714097,14,50.0,3.6835178570835754,1.7338702176448766
7200,8640,Sideways,1.7950455276187314,2.1740653023939758,-0.3790197747752444,16,56.25,2.9502828469845976,3.1532775508823088
8640,10080,Bull,0.9421528409469465,3.882065420730484,-2.9399125797835377,12,75.0,3.8334745586723717,1.4984145317142281
10080,11520,Sideways,0.6604615407615165,1.8614519495474038,-1.2009904087858874,9,44.44444444444444,2.6292021908734067,1.8919511267188203
11520,12960,Sideways,0.7747910760347259,-1.1782215588216938,1.9530126348564196,4,100.0,24.31216066456992,0.0
12960,14400,Bear,-1.0778462909393238,-5.201186834529879,4.123340543590555,17,41.17647058823529,-0.7129682886679883,2.058603475668239
14400,15840,Bull,2.294857742516906,7.248375460768837,-4.9535177182519305,9,44.44444444444444,7.6732303741025705,0.5687704308855498
