entry_time,exit_time,side,entry_price,exit_price,size_usd,entry_prob,hold_candles,price_change_pct,leveraged_pnl_pct,pnl_usd,fee_usd,net_pnl,exit_reason,balance_after
2025-10-30 04:10:00,2025-10-30 05:35:00,LONG,109942.7,109326.8,4249.41943359375,0.7549729,17,-0.5602009046530521,-2.2408036186122082,-95.22114443797915,3.3995354175567627,-98.62067985553591,ML Exit (0.765),9901.379320144464
2025-10-30 05:45:00,2025-10-30 10:40:00,SHORT,110195.1,109858.6,3554.8439058595663,0.7242117,59,0.3063028292732639,1.2252113170930556,43.55434983958422,2.8438751246876532,40.71047471489656,ML Exit (0.825),9942.089794859361
2025-10-30 10:50:00,2025-10-30 13:40:00,LONG,110063.5,107426.6,3250.600171914584,0.7092449,34,-2.395798788880954,-9.583195155523816,-311.5113582003672,2.600480137531667,-314.1118383378989,Emergency Stop Loss,9627.977956521463
2025-10-30 13:40:00,2025-10-30 14:50:00,LONG,107426.6,108224.4,6676.956059332775,0.8802977,14,0.7426466070786786,2.9705864283147143,198.34475052307639,5.341564847466221,193.00318567561015,ML Exit (0.753),9820.981142197073
2025-10-30 15:45:00,2025-10-31 01:45:00,LONG,107409.0,109656.0,3451.647006047364,0.72067964,120,2.0920034633969298,8.368013853587719,288.83429964298915,2.7613176048378913,286.0729820381513,Emergency Max Hold,10107.054124235225
2025-10-31 12:00:00,2025-10-31 13:40:00,SHORT,110525.5,109568.2,3723.8035848061545,0.7286035,20,0.8737024063551369,3.4948096254205474,130.13984611356088,2.9790428678449237,127.16080324571595,ML Exit (0.754),10234.21492748094
2025-10-31 17:50:00,2025-11-01 03:50:00,LONG,109319.4,110089.5,3470.1295118554062,0.71489996,120,0.7044495304584508,2.8177981218338033,97.78124421026216,2.776103609484325,95.00514060077784,Emergency Max Hold,10329.220068081717
2025-11-01 04:00:00,2025-11-01 14:00:00,SHORT,110315.5,109914.7,3899.3615116123933,0.73283696,120,0.3646464030743868,1.4585856122975471,56.875525979846515,3.119489209289915,53.7560367705566,Emergency Max Hold,10382.976104852274
2025-11-01 15:05:00,2025-11-02 01:05:00,LONG,110283.0,109866.6,3276.1194306439456,0.70391303,120,-0.37757405946519107,-1.5102962378607643,-49.479108508841,2.6208955445151565,-52.10000405335616,Emergency Max Hold,10330.876100798918
2025-11-02 02:35:00,2025-11-02 11:55:00,LONG,110050.8,111147.3,3447.906290088843,0.7124156,112,0.996358045557133,3.985432182228532,137.4139668982826,2.7583250320710744,134.65564186621154,ML Exit (0.770),10465.531742665129
2025-11-02 13:20:00,2025-11-02 23:20:00,LONG,110209.9,110155.3,4354.903893024472,0.7508554,120,-0.049541828819366085,-0.19816731527746434,-8.629996127720375,3.483923114419578,-12.113919242139954,Emergency Max Hold,10453.41782342299
2025-11-02 23:20:00,2025-11-03 00:10:00,LONG,110155.3,110632.4,5607.144992885119,0.8069836,10,0.4331157919773121,1.7324631679092484,97.14172177300233,4.485715994308095,92.65600577869424,ML Exit (0.766),10546.073829201683
2025-11-03 00:10:00,2025-11-03 01:35:00,LONG,110632.4,109511.7,5652.740972096253,0.806802,17,-1.01299438500837,-4.05197754003348,-229.0477945856104,4.522192777677003,-233.5699873632874,End of Period,10312.503841838396
