entry_threshold,trades,trades_per_day,return_pct,win_rate,profit_factor,avg_hold_candles,long_trades,short_trades,ml_exit_pct,stop_loss_pct,max_hold_pct
0.6,265,9.464285714285714,12.35895804990154,60.75471698113207,1.0411200787981814,25.754716981132077,153,112,66.0377358490566,28.30188679245283,5.660377358490567
0.65,261,9.321428571428571,1.995352714353146,60.15325670498084,1.0069917418052705,26.015325670498083,151,110,66.28352490421456,27.969348659003828,5.747126436781609
0.7,260,9.285714285714286,2.2510544703277255,61.15384615384616,1.0079210872708981,25.465384615384615,150,110,65.76923076923077,28.846153846153843,5.384615384615385
0.75,252,9.0,7.531065127664249,60.71428571428571,1.0267257537231702,25.16269841269841,145,107,66.26984126984127,28.968253968253972,4.761904761904762
