strategy,description,avg_return,avg_win_rate,avg_trades,avg_long_pct,avg_sl_rate,num_windows
balance_6pct,Balance-Based SL: -6% total balance,20.580263147180766,83.75608646236282,17.33492822966507,50.73586828544866,0.5454904544446768,418
balance_5pct,Balance-Based SL: -5% total balance,20.57887914274246,83.74811198070414,17.33732057416268,50.73985552627802,0.6635563227086275,418
balance_4pct,Balance-Based SL: -4% total balance,20.53081683845331,83.77902121437235,17.351674641148325,50.75463957894889,1.766311447057034,418
fixed_price_4pct,Fixed Price SL (Current): -4% leveraged P&L = -1% price,20.342016949580653,82.61116610069867,17.9377990430622,51.00638918096955,5.185402258340534,418
balance_3pct,Balance-Based SL: -3% total balance,20.081458350913344,83.64422174698932,17.52153110047847,50.92684908528286,2.5150339252095075,418
balance_2pct,Balance-Based SL: -2% total balance,20.001063046494945,81.73154890970297,18.16267942583732,51.06014059036187,5.618483902866081,418
