entry_threshold,total_trades,trades_per_day,total_return,win_rate,long_pct,short_pct,ml_exit_pct,sl_exit_pct,mh_exit_pct,market_change,leveraged_market,outperformance,avg_trade,best_trade,worst_trade,avg_hold,distance_from_target
0.75,230,16.846388606307222,110.32233842510513,53.04347826086957,96.52173913043478,3.4782608695652173,82.6086956521739,13.478260869565217,3.91304347826087,-1.350299840125753,-5.401199360503012,115.72353778560814,0.36587091525173143,21.004571282569724,-4.738439755093098,16.286956521739132,11.346388606307222
0.8,230,16.846388606307222,202.9508614899905,54.347826086956516,93.47826086956522,6.521739130434782,84.34782608695653,11.73913043478261,3.91304347826087,-1.350299840125753,-5.401199360503012,208.3520608504935,0.5271434478061872,21.004571282569724,-4.738439755093098,16.23913043478261,11.346388606307222
0.85,261,19.11698880976602,98.5333531834302,51.34099616858238,96.16858237547893,3.8314176245210727,85.0574712643678,11.877394636015326,3.065134099616858,-1.350299840125753,-5.401199360503012,103.93455254393321,0.29691297309049813,21.004571282569724,-4.738439755093098,14.218390804597702,13.61698880976602
0.9,273,19.995930824008138,146.50481901077106,52.74725274725275,94.87179487179486,5.128205128205128,86.81318681318682,10.256410256410255,2.93040293040293,-1.350299840125753,-5.401199360503012,151.90601837127406,0.3668794292735419,21.004571282569724,-4.738439755093098,13.395604395604396,14.495930824008138
