window,total_trades,long_trades,short_trades,avg_leveraged_return,total_return_pct,win_rate,final_capital,avg_position_size
0,319,137,182,0.0,-51.443613807390854,0.0,4855.638619260914,56.553303
1,313,133,180,0.0,-50.85915341997502,0.0,4914.084658002497,56.68269
2,382,98,284,0.0,-57.034512416285146,0.0,4296.548758371486,55.224728
3,370,88,282,0.0,-55.86997248258258,0.0,4413.002751741741,55.210857
4,316,64,252,0.0,-50.966004782948474,0.0,4903.399521705152,56.31701
5,264,88,176,0.0,-45.66842181288955,0.0,5433.157818711045,57.704025
6,323,102,221,0.0,-52.479971165104956,0.0,4752.002883489505,57.519768
7,288,126,162,0.0,-48.745193850992656,0.0,5125.4806149007345,57.949577
8,262,100,162,0.0,-45.55778018515353,0.0,5444.221981484647,57.950275
9,167,43,124,0.0,-31.593479398977554,0.0,6840.652060102245,56.776672
10,235,72,163,0.0,-41.10429807802723,0.0,5889.570192197278,56.255592
11,183,49,134,0.0,-33.70318751630077,0.0,6629.681248369922,56.088043
12,81,5,76,0.0,-18.11850813216294,0.0,8188.149186783706,61.61942
13,122,20,102,0.0,-24.949735808788564,0.0,7505.026419121144,58.74365
14,210,20,190,0.0,-38.83410740911455,0.0,6116.589259088545,58.452152
15,214,20,194,0.0,-39.35351078684766,0.0,6064.6489213152345,58.354782
16,267,73,194,0.0,-46.1979699939764,0.0,5380.20300060236,57.97113
17,220,62,158,0.0,-38.775665919364144,0.0,6122.433408063585,55.690308
18,179,60,119,0.0,-33.29956874593655,0.0,6670.043125406345,56.494095
19,17,17,0,0.0,-3.289368571607392,0.0,9671.06314283926,49.138184
20,17,17,0,0.0,-3.289368571607392,0.0,9671.06314283926,49.138184
21,17,17,0,0.0,-3.289368571607392,0.0,9671.06314283926,49.138184
22,24,24,0,0.0,-4.766527804694379,0.0,9523.347219530562,50.821716
23,127,13,114,0.0,-28.03420701423851,0.0,7196.579298576149,64.67537
24,155,2,153,0.0,-32.235856879847056,0.0,6776.414312015294,62.684483
25,166,10,156,0.0,-33.810553742996454,0.0,6618.944625700355,62.06789
26,304,10,294,0.0,-53.645154613610856,0.0,4635.484538638914,63.146603
27,343,10,333,0.0,-57.42984408451882,0.0,4257.015591548118,62.167747
28,180,0,180,0.0,-36.069212081960615,0.0,6393.078791803939,62.056416
29,189,0,189,0.0,-37.302686386022,0.0,6269.731361397799,61.6756
30,220,33,187,0.0,-41.58040449853326,0.0,5841.959550146674,61.00612
31,146,59,87,0.0,-27.007466668181166,0.0,7299.253333181883,53.848003
32,103,59,44,0.0,-20.00948977272762,0.0,7999.051022727238,54.1309
33,103,59,44,0.0,-20.00948977272762,0.0,7999.051022727238,54.1309
34,111,67,44,0.0,-21.332417227766474,0.0,7866.758277223353,53.981697
35,47,8,39,0.0,-10.021475241981152,0.0,8997.852475801885,56.106354
36,70,8,62,0.0,-14.21945616441788,0.0,8578.054383558212,54.717506
37,160,2,158,0.0,-30.754462025503415,0.0,6924.553797449658,57.35717
38,283,39,244,0.0,-47.34595278452185,0.0,5265.404721547815,56.598484
39,456,206,250,0.0,-64.48532152727446,0.0,3551.467847272553,56.69089
40,493,291,202,0.0,-67.38142262330688,0.0,3261.857737669313,56.74485
41,670,348,322,0.0,-78.25561780840572,0.0,2174.4382191594277,56.868225
42,617,387,230,0.0,-75.3935314709675,0.0,2460.64685290325,56.74876
43,340,122,218,0.0,-54.15506167932104,0.0,4584.493832067897,57.279842
44,540,195,345,0.0,-72.15814953652698,0.0,2784.1850463473015,59.12518
45,623,220,403,0.0,-77.15695479699221,0.0,2284.304520300778,59.179775
46,559,279,280,0.0,-73.42443054999093,0.0,2657.556945000907,59.19472
47,463,200,263,0.0,-65.12129235802979,0.0,3487.8707641970213,56.808174
48,642,359,283,0.0,-76.36024429395461,0.0,2363.97557060454,56.098526
49,553,328,225,0.0,-70.74114020461008,0.0,2925.8859795389926,55.497963
50,554,372,182,0.0,-70.69162171492907,0.0,2930.8378285070926,55.321823
51,366,346,20,0.0,-57.897160109822465,0.0,4210.283989017754,59.01783
52,508,417,91,0.0,-69.5544632536236,0.0,3044.5536746376397,58.45589
53,513,437,76,0.0,-70.758911733516,0.0,2924.1088266484007,59.849365
54,186,181,5,0.0,-35.22314985552038,0.0,6477.685014447962,58.294712
55,303,298,5,0.0,-49.951404869122904,0.0,5004.859513087709,57.044594
56,385,324,61,0.0,-59.13665476454138,0.0,4086.3345235458614,58.04475
57,414,324,90,0.0,-62.103233613922015,0.0,3789.6766386077984,58.52406
58,273,180,93,0.0,-47.785097053463915,0.0,5221.4902946536085,59.434402
59,399,306,93,0.0,-60.55642515387428,0.0,3944.357484612572,58.221
61,8,0,8,0.0,-1.706011801426539,0.0,9829.398819857346,53.714764
62,96,0,96,0.0,-19.30412690885825,0.0,8069.587309114175,55.792057
63,96,0,96,0.0,-19.30412690885825,0.0,8069.587309114175,55.792057
64,96,0,96,0.0,-19.30412690885825,0.0,8069.587309114175,55.792057
65,175,27,148,0.0,-32.11002954010152,0.0,6788.997045989848,55.26436
66,114,38,76,0.0,-21.601233559384116,0.0,7839.876644061588,53.311695
