entry_time,exit_time,side,entry_price,exit_price,position_size_pct,pnl_pct,pnl_usd,exit_reason,hold_time
2025-10-24 04:20:00,2025-10-24 07:40:00,SHORT,110751.2,110900.5,0.2,-0.5392266630068222,-10.784533260136444,ML_EXIT,40
2025-10-24 07:50:00,2025-10-24 09:15:00,LONG,110946.0,111291.1,0.2,1.2442088944171248,24.857341463933697,ML_EXIT,17
2025-10-24 09:25:00,2025-10-24 11:30:00,SHORT,111397.7,110813.1,0.2,2.0991456735641445,42.041995220194686,ML_EXIT,25
2025-10-24 11:30:00,2025-10-24 12:30:00,LONG,110813.1,111500.1,0.2,2.4798512089274642,49.875336904768716,ML_EXIT,12
2025-10-24 12:30:00,2025-10-24 13:35:00,SHORT,111500.1,110691.0,0.2,2.902598293633838,58.667259473597305,ML_EXIT,13
2025-10-24 13:35:00,2025-10-24 15:10:00,LONG,110691.0,110389.0,0.2,-1.091326304758291,-22.185915998520656,ML_EXIT,19
2025-10-24 15:10:00,2025-10-25 01:10:00,SHORT,110389.0,110849.0,0.2,-1.6668327460163601,-33.81160718948275,MAX_HOLD,120
2025-10-25 04:55:00,2025-10-25 09:05:00,LONG,111174.4,111776.9,0.2,2.1677652409187727,43.8264030255897,ML_EXIT,50
2025-10-25 09:15:00,2025-10-25 19:15:00,LONG,111650.0,111620.1,0.2,-0.10712046574113455,-2.1750781174110188,MAX_HOLD,120
2025-10-25 19:15:00,2025-10-26 05:15:00,LONG,111620.1,111429.5,0.2,-0.6830311028211077,-13.865956507906759,MAX_HOLD,120
