window,total_trades,long_trades,short_trades,avg_leveraged_return,total_return_pct,win_rate,final_capital,avg_position_size
0,98,67,31,0.39809708904562024,0.025068915093361285,29.591836734693878,10002.506891509336,52.12313
1,82,66,16,0.3342032358027524,-2.5558095883343954,30.48780487804878,9744.41904116656,52.338684
2,97,70,27,0.30061533581205785,-4.396330245784502,27.835051546391753,9560.36697542155,51.500954
3,93,62,31,0.30973889939712757,-4.029144480255727,25.806451612903224,9597.085551974427,50.803356
4,66,19,47,0.42638221502423435,0.9729366753691647,34.84848484848485,10097.293667536916,51.769966
5,82,30,52,0.42420651098160994,1.3364418322860183,35.36585365853659,10133.644183228602,50.86906
6,93,37,56,0.48606358041504516,4.578568244603176,37.634408602150536,10457.856824460318,50.574177
7,93,49,44,0.44276831256002336,2.3349176259066917,33.33333333333333,10233.49176259067,50.733715
8,75,39,36,0.3713023628583172,-0.8322747679223721,29.333333333333332,9916.772523207763,51.067005
9,61,38,23,0.38183494925190825,-0.28626159630299297,32.78688524590164,9971.3738403697,50.27875
10,59,41,18,0.3838164054878717,-0.6725307432289264,35.59322033898305,9932.746925677107,51.349903
11,52,35,17,0.3558912232963095,-1.4416687424918564,34.61538461538461,9855.833125750814,51.777847
12,38,16,22,0.7375225153295769,5.948128638982289,55.26315789473685,10594.812863898229,53.535397
13,42,18,24,1.0472775996834107,12.859959957070425,59.523809523809526,11285.995995707042,52.91214
14,39,19,20,1.2622194934327655,16.55744521588658,61.53846153846154,11655.744521588658,50.112556
15,23,6,17,1.8868224097949204,16.990151421491774,69.56521739130434,11699.015142149177,48.57752
16,32,17,15,1.3833365595562936,15.388506813900001,59.375,11538.85068139,52.14985
17,28,16,12,1.3023135776636152,12.019194750808037,60.71428571428571,11201.919475080804,51.590496
18,24,14,10,0.7637616182375857,4.044706944562331,54.166666666666664,10404.470694456233,52.08884
19,17,15,2,0.682038298898248,2.115282148130118,58.82352941176471,10211.528214813012,54.64456
20,17,15,2,0.6107600119454892,1.4480287166003474,52.94117647058824,10144.802871660035,55.17779
21,6,4,2,1.3151572524307014,2.5993161634478565,100.0,10259.931616344786,47.783302
22,7,7,0,1.0281893366296977,2.111021604785164,71.42857142857143,10211.102160478516,45.91182
23,11,8,3,1.3147639708775793,5.954225529302439,81.81818181818183,10595.422552930244,51.58733
