side,entry_timestamp,exit_timestamp,entry_price,exit_price,entry_prob,position_size_pct,pnl_gross,pnl_net,pnl_pct,exit_reason,hold_time,fees,candle_idx
SHORT,2025-09-19 07:10:00,2025-09-19 15:10:00,116749.7,115470.3,0.7454799,0.22727998,249.06445756324683,226.4609914018307,9.963965631058654,ml_exit_short,96,22.60346616141613,206
SHORT,2025-09-21 17:50:00,2025-09-22 01:45:00,115568.2,114558.0,0.76906866,0.23401964,209.19277582799623,185.36544531485592,7.7455294795627045,ml_exit_short,95,23.827330513140318,909
SHORT,2025-09-22 03:45:00,2025-09-22 06:00:00,114562.4,112427.5,0.7446357,0.22703879,440.5167327274103,417.09810677066235,17.64457666738813,ml_exit_short,27,23.41862595674792,960
LONG,2025-09-22 09:35:00,2025-09-22 11:05:00,112201.9,112828.1,0.73296416,0.22370405,135.19855066289165,110.90620807612262,4.578220154917343,ml_exit_long,18,24.292342586769024,1021
LONG,2025-09-22 13:35:00,2025-09-22 14:05:00,112513.8,113171.7,0.66743267,0.20498078,131.12268364521879,108.63257236705135,4.844359091951448,ml_exit_long,6,22.49011127816744,1057
SHORT,2025-09-22 17:40:00,2025-09-23 01:40:00,112425.0,112203.2,0.7115135,0.2175753,47.425302366267715,23.410288153032848,0.9738572381586745,emergency_max_hold,96,24.015014213234867,1196
LONG,2025-09-23 02:50:00,2025-09-23 04:00:00,111705.8,112355.9,0.9119952,0.27485576,177.1048316184133,146.58459653870545,4.816841650120125,ml_exit_long,14,30.520235079707835,1224
SHORT,2025-09-23 10:00:00,2025-09-23 18:00:00,112835.0,111934.6,0.70789546,0.21654157,193.85013848055314,169.65443763303057,6.983783400540594,emergency_max_hold,96,24.195700847522566,1392
LONG,2025-09-23 20:30:00,2025-09-23 21:30:00,111483.5,112046.5,0.6663893,0.20468266,117.71467643822689,94.34632686075183,4.047549637390276,ml_exit_long,12,23.368349577475055,1434
LONG,2025-09-23 23:20:00,2025-09-24 01:50:00,111823.4,112407.8,0.7972767,0.24207906,145.26789674557585,117.39863356219446,4.223484530071588,ml_exit_long,30,27.869263183381392,1486
LONG,2025-09-24 04:00:00,2025-09-24 04:55:00,111520.8,112120.4,0.8491449,0.25689855,160.22123049111542,130.34125362944883,4.373887203104573,ml_exit_long,11,29.879976861666588,1523
LONG,2025-09-24 08:10:00,2025-09-24 15:00:00,112468.0,113636.2,0.71594477,0.21884137,266.63861025253937,240.83476259791587,9.381761034249724,ml_exit_long,82,25.803847654623482,1644
SHORT,2025-09-24 18:35:00,2025-09-25 02:05:00,113604.2,112657.2,0.70905507,0.21687289,216.41756201426324,190.56384471440347,7.340127389656301,ml_exit_short,90,25.853717299859778,1777
